GenNb-1   ||  MinChi2: 20898.55698881269   ||  MeanChi2: 20898.55698881269   ||  StdChi2: 0.0   ||  
GenNb-2   ||  MinChi2: 20796.709140758732   ||  MeanChi2: 20796.709140758732   ||  StdChi2: 0.0   ||  
GenNb-3   ||  MinChi2: 20631.80774256275   ||  MeanChi2: 20631.80774256275   ||  StdChi2: 0.0   ||  
GenNb-4   ||  MinChi2: 20603.925756988774   ||  MeanChi2: 20603.925756988774   ||  StdChi2: 0.0   ||  
GenNb-5   ||  MinChi2: 20459.983984931343   ||  MeanChi2: 20459.983984931343   ||  StdChi2: 0.0   ||  
GenNb-6   ||  MinChi2: 20457.139428430466   ||  MeanChi2: 20457.139428430466   ||  StdChi2: 0.0   ||  
GenNb-7   ||  MinChi2: 20447.92358185928   ||  MeanChi2: 20447.92358185928   ||  StdChi2: 0.0   ||  
GenNb-8   ||  MinChi2: 20308.676862142132   ||  MeanChi2: 20308.676862142132   ||  StdChi2: 0.0   ||  
GenNb-9   ||  MinChi2: 20192.443675125094   ||  MeanChi2: 20192.443675125094   ||  StdChi2: 0.0   ||  
GenNb-10   ||  MinChi2: 19492.108593115972   ||  MeanChi2: 19492.108593115972   ||  StdChi2: 0.0   ||  
GenNb-11   ||  MinChi2: 19399.542588055643   ||  MeanChi2: 19399.542588055643   ||  StdChi2: 0.0   ||  
GenNb-12   ||  MinChi2: 19389.012636313724   ||  MeanChi2: 19389.012636313724   ||  StdChi2: 0.0   ||  
GenNb-13   ||  MinChi2: 19350.127455393107   ||  MeanChi2: 19350.127455393107   ||  StdChi2: 0.0   ||  
GenNb-14   ||  MinChi2: 19328.44443967378   ||  MeanChi2: 19328.44443967378   ||  StdChi2: 0.0   ||  
GenNb-15   ||  MinChi2: 19277.47736563516   ||  MeanChi2: 19277.47736563516   ||  StdChi2: 0.0   ||  
GenNb-16   ||  MinChi2: 18895.19736177751   ||  MeanChi2: 18895.19736177751   ||  StdChi2: 0.0   ||  
GenNb-17   ||  MinChi2: 18771.66122543215   ||  MeanChi2: 18771.66122543215   ||  StdChi2: 0.0   ||  
GenNb-18   ||  MinChi2: 18769.22332688889   ||  MeanChi2: 18769.22332688889   ||  StdChi2: 0.0   ||  
GenNb-19   ||  MinChi2: 18542.839942736256   ||  MeanChi2: 18542.839942736256   ||  StdChi2: 0.0   ||  
GenNb-20   ||  MinChi2: 18531.72196572742   ||  MeanChi2: 18531.72196572742   ||  StdChi2: 0.0   ||  
GenNb-21   ||  MinChi2: 17007.483551968948   ||  MeanChi2: 17007.483551968948   ||  StdChi2: 0.0   ||  
GenNb-22   ||  MinChi2: 16919.033164026416   ||  MeanChi2: 16919.033164026416   ||  StdChi2: 0.0   ||  
GenNb-23   ||  MinChi2: 16777.73125579311   ||  MeanChi2: 16777.73125579311   ||  StdChi2: 0.0   ||  
GenNb-24   ||  MinChi2: 16717.703997290784   ||  MeanChi2: 16717.703997290784   ||  StdChi2: 0.0   ||  
GenNb-25   ||  MinChi2: 15837.955054627046   ||  MeanChi2: 15837.955054627046   ||  StdChi2: 0.0   ||  
GenNb-26   ||  MinChi2: 15837.5758929663   ||  MeanChi2: 15837.5758929663   ||  StdChi2: 0.0   ||  
GenNb-27   ||  MinChi2: 15691.940529506162   ||  MeanChi2: 15691.940529506162   ||  StdChi2: 0.0   ||  
GenNb-28   ||  MinChi2: 15650.872388593765   ||  MeanChi2: 15650.872388593765   ||  StdChi2: 0.0   ||  
GenNb-29   ||  MinChi2: 15461.86370055785   ||  MeanChi2: 15461.86370055785   ||  StdChi2: 0.0   ||  
GenNb-30   ||  MinChi2: 14777.798143384758   ||  MeanChi2: 14777.798143384758   ||  StdChi2: 0.0   ||  
GenNb-31   ||  MinChi2: 14598.302744285207   ||  MeanChi2: 14598.302744285207   ||  StdChi2: 0.0   ||  
GenNb-32   ||  MinChi2: 14389.641688792666   ||  MeanChi2: 14389.641688792666   ||  StdChi2: 0.0   ||  
