GenNb-1   ||  MinChi2: 19951.8573845222   ||  MeanChi2: 19951.8573845222   ||  StdChi2: 0.0   ||  
GenNb-2   ||  MinChi2: 19853.672026581313   ||  MeanChi2: 19853.672026581313   ||  StdChi2: 0.0   ||  
GenNb-3   ||  MinChi2: 19694.705562692765   ||  MeanChi2: 19694.705562692765   ||  StdChi2: 0.0   ||  
GenNb-4   ||  MinChi2: 19667.82768919288   ||  MeanChi2: 19667.82768919288   ||  StdChi2: 0.0   ||  
GenNb-5   ||  MinChi2: 19529.072544416602   ||  MeanChi2: 19529.072544416602   ||  StdChi2: 0.0   ||  
GenNb-6   ||  MinChi2: 19526.33053381595   ||  MeanChi2: 19526.33053381595   ||  StdChi2: 0.0   ||  
GenNb-7   ||  MinChi2: 19517.446930307284   ||  MeanChi2: 19517.446930307284   ||  StdChi2: 0.0   ||  
GenNb-8   ||  MinChi2: 19383.222653484223   ||  MeanChi2: 19383.222653484223   ||  StdChi2: 0.0   ||  
GenNb-9   ||  MinChi2: 19271.18534153821   ||  MeanChi2: 19271.18534153821   ||  StdChi2: 0.0   ||  
GenNb-10   ||  MinChi2: 18596.200514882512   ||  MeanChi2: 18596.200514882512   ||  StdChi2: 0.0   ||  
GenNb-11   ||  MinChi2: 18506.9942149278   ||  MeanChi2: 18506.9942149278   ||  StdChi2: 0.0   ||  
GenNb-12   ||  MinChi2: 18496.846587101078   ||  MeanChi2: 18496.846587101078   ||  StdChi2: 0.0   ||  
GenNb-13   ||  MinChi2: 18459.373501352475   ||  MeanChi2: 18459.373501352475   ||  StdChi2: 0.0   ||  
GenNb-14   ||  MinChi2: 18438.47805952942   ||  MeanChi2: 18438.47805952942   ||  StdChi2: 0.0   ||  
GenNb-15   ||  MinChi2: 18389.36269013571   ||  MeanChi2: 18389.36269013571   ||  StdChi2: 0.0   ||  
GenNb-16   ||  MinChi2: 18020.992750670506   ||  MeanChi2: 18020.992750670506   ||  StdChi2: 0.0   ||  
GenNb-17   ||  MinChi2: 17901.959891858332   ||  MeanChi2: 17901.959891858332   ||  StdChi2: 0.0   ||  
GenNb-18   ||  MinChi2: 17899.610902940825   ||  MeanChi2: 17899.610902940825   ||  StdChi2: 0.0   ||  
GenNb-19   ||  MinChi2: 17681.490587262113   ||  MeanChi2: 17681.490587262113   ||  StdChi2: 0.0   ||  
GenNb-20   ||  MinChi2: 17670.778774910446   ||  MeanChi2: 17670.778774910446   ||  StdChi2: 0.0   ||  
GenNb-21   ||  MinChi2: 16202.554413091591   ||  MeanChi2: 16202.554413091591   ||  StdChi2: 0.0   ||  
GenNb-22   ||  MinChi2: 16117.375547259702   ||  MeanChi2: 16117.375547259702   ||  StdChi2: 0.0   ||  
GenNb-23   ||  MinChi2: 15981.305026990274   ||  MeanChi2: 15981.305026990274   ||  StdChi2: 0.0   ||  
GenNb-24   ||  MinChi2: 15923.502037023127   ||  MeanChi2: 15923.502037023127   ||  StdChi2: 0.0   ||  
GenNb-25   ||  MinChi2: 15076.485420247162   ||  MeanChi2: 15076.485420247162   ||  StdChi2: 0.0   ||  
GenNb-26   ||  MinChi2: 15076.120421444108   ||  MeanChi2: 15076.120421444108   ||  StdChi2: 0.0   ||  
GenNb-27   ||  MinChi2: 14935.9286458151   ||  MeanChi2: 14935.9286458151   ||  StdChi2: 0.0   ||  
GenNb-28   ||  MinChi2: 14896.396884853752   ||  MeanChi2: 14896.396884853752   ||  StdChi2: 0.0   ||  
GenNb-29   ||  MinChi2: 14714.46672300239   ||  MeanChi2: 14714.46672300239   ||  StdChi2: 0.0   ||  
GenNb-30   ||  MinChi2: 14056.12772570526   ||  MeanChi2: 14056.12772570526   ||  StdChi2: 0.0   ||  
GenNb-31   ||  MinChi2: 13883.411805934118   ||  MeanChi2: 13883.411805934118   ||  StdChi2: 0.0   ||  
GenNb-32   ||  MinChi2: 13682.647493435721   ||  MeanChi2: 13682.647493435721   ||  StdChi2: 0.0   ||  
