GenNb-1   ||  MinChi2: 19723.21812061228   ||  MeanChi2: 19723.21812061228   ||  StdChi2: 0.0   ||  
GenNb-2   ||  MinChi2: 19625.920743382572   ||  MeanChi2: 19625.920743382572   ||  StdChi2: 0.0   ||  
GenNb-3   ||  MinChi2: 19468.393212821044   ||  MeanChi2: 19468.393212821044   ||  StdChi2: 0.0   ||  
GenNb-4   ||  MinChi2: 19441.758786788752   ||  MeanChi2: 19441.758786788752   ||  StdChi2: 0.0   ||  
GenNb-5   ||  MinChi2: 19304.261137980444   ||  MeanChi2: 19304.261137980444   ||  StdChi2: 0.0   ||  
GenNb-6   ||  MinChi2: 19301.543989523252   ||  MeanChi2: 19301.543989523252   ||  StdChi2: 0.0   ||  
GenNb-7   ||  MinChi2: 19292.740937968785   ||  MeanChi2: 19292.740937968785   ||  StdChi2: 0.0   ||  
GenNb-8   ||  MinChi2: 19159.734343041127   ||  MeanChi2: 19159.734343041127   ||  StdChi2: 0.0   ||  
GenNb-9   ||  MinChi2: 19048.714307825478   ||  MeanChi2: 19048.714307825478   ||  StdChi2: 0.0   ||  
GenNb-10   ||  MinChi2: 18379.87546569959   ||  MeanChi2: 18379.87546569959   ||  StdChi2: 0.0   ||  
GenNb-11   ||  MinChi2: 18291.48368796221   ||  MeanChi2: 18291.48368796221   ||  StdChi2: 0.0   ||  
GenNb-12   ||  MinChi2: 18281.428750004463   ||  MeanChi2: 18281.428750004463   ||  StdChi2: 0.0   ||  
GenNb-13   ||  MinChi2: 18244.298009503877   ||  MeanChi2: 18244.298009503877   ||  StdChi2: 0.0   ||  
GenNb-14   ||  MinChi2: 18223.593505111927   ||  MeanChi2: 18223.593505111927   ||  StdChi2: 0.0   ||  
GenNb-15   ||  MinChi2: 18174.927057613746   ||  MeanChi2: 18174.927057613746   ||  StdChi2: 0.0   ||  
GenNb-16   ||  MinChi2: 17809.92940148325   ||  MeanChi2: 17809.92940148325   ||  StdChi2: 0.0   ||  
GenNb-17   ||  MinChi2: 17691.98828141154   ||  MeanChi2: 17691.98828141154   ||  StdChi2: 0.0   ||  
GenNb-18   ||  MinChi2: 17689.660846974275   ||  MeanChi2: 17689.660846974275   ||  StdChi2: 0.0   ||  
GenNb-19   ||  MinChi2: 17473.54374766896   ||  MeanChi2: 17473.54374766896   ||  StdChi2: 0.0   ||  
GenNb-20   ||  MinChi2: 17462.930401313628   ||  MeanChi2: 17462.930401313628   ||  StdChi2: 0.0   ||  
GenNb-21   ||  MinChi2: 16008.284959403614   ||  MeanChi2: 16008.284959403614   ||  StdChi2: 0.0   ||  
GenNb-22   ||  MinChi2: 15923.899144018507   ||  MeanChi2: 15923.899144018507   ||  StdChi2: 0.0   ||  
GenNb-23   ||  MinChi2: 15789.09675823585   ||  MeanChi2: 15789.09675823585   ||  StdChi2: 0.0   ||  
GenNb-24   ||  MinChi2: 15731.832947723839   ||  MeanChi2: 15731.832947723839   ||  StdChi2: 0.0   ||  
GenNb-25   ||  MinChi2: 14892.75069459349   ||  MeanChi2: 14892.75069459349   ||  StdChi2: 0.0   ||  
GenNb-26   ||  MinChi2: 14892.389128805597   ||  MeanChi2: 14892.389128805597   ||  StdChi2: 0.0   ||  
GenNb-27   ||  MinChi2: 14753.516849816402   ||  MeanChi2: 14753.516849816402   ||  StdChi2: 0.0   ||  
GenNb-28   ||  MinChi2: 14714.357497202212   ||  MeanChi2: 14714.357497202212   ||  StdChi2: 0.0   ||  
GenNb-29   ||  MinChi2: 14534.143112115116   ||  MeanChi2: 14534.143112115116   ||  StdChi2: 0.0   ||  
GenNb-30   ||  MinChi2: 13882.039863809634   ||  MeanChi2: 13882.039863809634   ||  StdChi2: 0.0   ||  
GenNb-31   ||  MinChi2: 13710.967150171555   ||  MeanChi2: 13710.967150171555   ||  StdChi2: 0.0   ||  
GenNb-32   ||  MinChi2: 13512.116822641105   ||  MeanChi2: 13512.116822641105   ||  StdChi2: 0.0   ||  
GenNb-33   ||  MinChi2: 13039.010423409356   ||  MeanChi2: 13039.010423409356   ||  StdChi2: 0.0   ||  
GenNb-34   ||  MinChi2: 13010.685475338043   ||  MeanChi2: 13010.685475338043   ||  StdChi2: 0.0   ||  
