GenNb-1   ||  MinChi2: 20568.236093557272   ||  MeanChi2: 20568.236093557272   ||  StdChi2: 0.0   ||  
GenNb-2   ||  MinChi2: 20467.663599073265   ||  MeanChi2: 20467.663599073265   ||  StdChi2: 0.0   ||  
GenNb-3   ||  MinChi2: 20304.82887144159   ||  MeanChi2: 20304.82887144159   ||  StdChi2: 0.0   ||  
GenNb-4   ||  MinChi2: 20277.296539783627   ||  MeanChi2: 20277.296539783627   ||  StdChi2: 0.0   ||  
GenNb-5   ||  MinChi2: 20135.160868703966   ||  MeanChi2: 20135.160868703966   ||  StdChi2: 0.0   ||  
GenNb-6   ||  MinChi2: 20132.352021060866   ||  MeanChi2: 20132.352021060866   ||  StdChi2: 0.0   ||  
GenNb-7   ||  MinChi2: 20123.25186923465   ||  MeanChi2: 20123.25186923465   ||  StdChi2: 0.0   ||  
GenNb-8   ||  MinChi2: 19985.754083434575   ||  MeanChi2: 19985.754083434575   ||  StdChi2: 0.0   ||  
GenNb-9   ||  MinChi2: 19870.98200374737   ||  MeanChi2: 19870.98200374737   ||  StdChi2: 0.0   ||  
GenNb-10   ||  MinChi2: 19179.474584846263   ||  MeanChi2: 19179.474584846263   ||  StdChi2: 0.0   ||  
GenNb-11   ||  MinChi2: 19088.078532658237   ||  MeanChi2: 19088.078532658237   ||  StdChi2: 0.0   ||  
GenNb-12   ||  MinChi2: 19077.681718041727   ||  MeanChi2: 19077.681718041727   ||  StdChi2: 0.0   ||  
GenNb-13   ||  MinChi2: 19039.28827302639   ||  MeanChi2: 19039.28827302639   ||  StdChi2: 0.0   ||  
GenNb-14   ||  MinChi2: 19017.879515469576   ||  MeanChi2: 19017.879515469576   ||  StdChi2: 0.0   ||  
GenNb-15   ||  MinChi2: 18967.557264135983   ||  MeanChi2: 18967.557264135983   ||  StdChi2: 0.0   ||  
GenNb-16   ||  MinChi2: 18590.12121296441   ||  MeanChi2: 18590.12121296441   ||  StdChi2: 0.0   ||  
GenNb-17   ||  MinChi2: 18468.153278606394   ||  MeanChi2: 18468.153278606394   ||  StdChi2: 0.0   ||  
GenNb-18   ||  MinChi2: 18465.746341614064   ||  MeanChi2: 18465.746341614064   ||  StdChi2: 0.0   ||  
GenNb-19   ||  MinChi2: 18242.240464839942   ||  MeanChi2: 18242.240464839942   ||  StdChi2: 0.0   ||  
GenNb-20   ||  MinChi2: 18231.263929848952   ||  MeanChi2: 18231.263929848952   ||  StdChi2: 0.0   ||  
GenNb-21   ||  MinChi2: 16726.53211356431   ||  MeanChi2: 16726.53211356431   ||  StdChi2: 0.0   ||  
GenNb-22   ||  MinChi2: 16639.221039319   ||  MeanChi2: 16639.221039319   ||  StdChi2: 0.0   ||  
GenNb-23   ||  MinChi2: 16499.740977301673   ||  MeanChi2: 16499.740977301673   ||  StdChi2: 0.0   ||  
GenNb-24   ||  MinChi2: 16440.488328934953   ||  MeanChi2: 16440.488328934953   ||  StdChi2: 0.0   ||  
GenNb-25   ||  MinChi2: 15572.138693109026   ||  MeanChi2: 15572.138693109026   ||  StdChi2: 0.0   ||  
GenNb-26   ||  MinChi2: 15571.764463843208   ||  MeanChi2: 15571.764463843208   ||  StdChi2: 0.0   ||  
GenNb-27   ||  MinChi2: 15428.024902930287   ||  MeanChi2: 15428.024902930287   ||  StdChi2: 0.0   ||  
GenNb-28   ||  MinChi2: 15387.491828412833   ||  MeanChi2: 15387.491828412833   ||  StdChi2: 0.0   ||  
GenNb-29   ||  MinChi2: 15200.948347149639   ||  MeanChi2: 15200.948347149639   ||  StdChi2: 0.0   ||  
GenNb-30   ||  MinChi2: 14525.842581867473   ||  MeanChi2: 14525.842581867473   ||  StdChi2: 0.0   ||  
GenNb-31   ||  MinChi2: 14348.708304241945   ||  MeanChi2: 14348.708304241945   ||  StdChi2: 0.0   ||  
GenNb-32   ||  MinChi2: 14142.797501911557   ||  MeanChi2: 14142.797501911557   ||  StdChi2: 0.0   ||  
