GenNb-1   ||  MinChi2: 87867.77172449009   ||  MeanChi2: 177899.31983959986   ||  StdChi2: 71843.39229752796   ||  
GenNb-2   ||  MinChi2: 86863.43050300945   ||  MeanChi2: 149455.69477380373   ||  StdChi2: 67116.5917426218   ||  
GenNb-3   ||  MinChi2: 36555.94842948764   ||  MeanChi2: 105152.7582767299   ||  StdChi2: 44954.33117705691   ||  
GenNb-4   ||  MinChi2: 32133.05442040632   ||  MeanChi2: 95859.55252115818   ||  StdChi2: 50561.06890407717   ||  
GenNb-5   ||  MinChi2: 13155.952719817915   ||  MeanChi2: 87451.03765899931   ||  StdChi2: 51798.27005978708   ||  
GenNb-6   ||  MinChi2: 465.1101594598225   ||  MeanChi2: 67249.00930011753   ||  StdChi2: 55833.075127515374   ||  
GenNb-7   ||  MinChi2: 465.1101594598225   ||  MeanChi2: 51186.80600426962   ||  StdChi2: 52804.00995725415   ||  
GenNb-8   ||  MinChi2: 465.1101594598225   ||  MeanChi2: 34362.317493368246   ||  StdChi2: 29930.292664295142   ||  
GenNb-9   ||  MinChi2: 465.1101594598225   ||  MeanChi2: 25766.106167654816   ||  StdChi2: 27250.13648523453   ||  
GenNb-10   ||  MinChi2: 465.1101594598225   ||  MeanChi2: 18359.26289634855   ||  StdChi2: 21816.28202260285   ||  
GenNb-11   ||  MinChi2: 465.1101594598225   ||  MeanChi2: 16567.827228030543   ||  StdChi2: 21566.44012084659   ||  
GenNb-12   ||  MinChi2: 104.37542086583217   ||  MeanChi2: 5485.330216166612   ||  StdChi2: 9359.90668747535   ||  
GenNb-13   ||  MinChi2: 104.37542086583217   ||  MeanChi2: 3140.717000655029   ||  StdChi2: 3392.3806373113625   ||  
GenNb-14   ||  MinChi2: 61.99828015890474   ||  MeanChi2: 2328.9012254610507   ||  StdChi2: 3007.1995166389443   ||  
GenNb-15   ||  MinChi2: 61.99828015890474   ||  MeanChi2: 685.5243660162291   ||  StdChi2: 635.1765903833124   ||  
GenNb-16   ||  MinChi2: 61.99828015890474   ||  MeanChi2: 572.0064105248283   ||  StdChi2: 564.914701112907   ||  
GenNb-17   ||  MinChi2: 0.8122031972022724   ||  MeanChi2: 432.7492624067211   ||  StdChi2: 583.2496374144057   ||  
