GenNb-1   ||  MinChi2: 19505.56060573604   ||  MeanChi2: 19505.56060573604   ||  StdChi2: 0.0   ||  
GenNb-2   ||  MinChi2: 19205.541438109598   ||  MeanChi2: 19205.541438109598   ||  StdChi2: 0.0   ||  
GenNb-3   ||  MinChi2: 18731.789406922104   ||  MeanChi2: 18731.789406922104   ||  StdChi2: 0.0   ||  
GenNb-4   ||  MinChi2: 18480.228467143606   ||  MeanChi2: 18480.228467143606   ||  StdChi2: 0.0   ||  
GenNb-5   ||  MinChi2: 18304.963659572462   ||  MeanChi2: 18304.963659572462   ||  StdChi2: 0.0   ||  
GenNb-6   ||  MinChi2: 18293.83663577503   ||  MeanChi2: 18293.83663577503   ||  StdChi2: 0.0   ||  
GenNb-7   ||  MinChi2: 18290.89048709163   ||  MeanChi2: 18290.89048709163   ||  StdChi2: 0.0   ||  
GenNb-8   ||  MinChi2: 17706.829711198236   ||  MeanChi2: 17706.829711198236   ||  StdChi2: 0.0   ||  
GenNb-9   ||  MinChi2: 17565.035345668028   ||  MeanChi2: 17565.035345668028   ||  StdChi2: 0.0   ||  
GenNb-10   ||  MinChi2: 17365.034340699793   ||  MeanChi2: 17365.034340699793   ||  StdChi2: 0.0   ||  
GenNb-11   ||  MinChi2: 17351.818856415677   ||  MeanChi2: 17351.818856415677   ||  StdChi2: 0.0   ||  
GenNb-12   ||  MinChi2: 16855.017237075877   ||  MeanChi2: 16855.017237075877   ||  StdChi2: 0.0   ||  
GenNb-13   ||  MinChi2: 16632.634754239825   ||  MeanChi2: 16632.634754239825   ||  StdChi2: 0.0   ||  
GenNb-14   ||  MinChi2: 16574.983817017823   ||  MeanChi2: 16574.983817017823   ||  StdChi2: 0.0   ||  
GenNb-15   ||  MinChi2: 16366.169656533943   ||  MeanChi2: 16366.169656533943   ||  StdChi2: 0.0   ||  
GenNb-16   ||  MinChi2: 16270.99306987753   ||  MeanChi2: 16270.99306987753   ||  StdChi2: 0.0   ||  
GenNb-17   ||  MinChi2: 16264.68266994663   ||  MeanChi2: 16264.68266994663   ||  StdChi2: 0.0   ||  
GenNb-18   ||  MinChi2: 16065.992986950383   ||  MeanChi2: 16065.992986950383   ||  StdChi2: 0.0   ||  
GenNb-19   ||  MinChi2: 15222.266110629213   ||  MeanChi2: 15222.266110629213   ||  StdChi2: 0.0   ||  
GenNb-20   ||  MinChi2: 15133.92221733627   ||  MeanChi2: 15133.92221733627   ||  StdChi2: 0.0   ||  
GenNb-21   ||  MinChi2: 14937.924629991374   ||  MeanChi2: 14937.924629991374   ||  StdChi2: 0.0   ||  
GenNb-22   ||  MinChi2: 14544.205326271578   ||  MeanChi2: 14544.205326271578   ||  StdChi2: 0.0   ||  
GenNb-23   ||  MinChi2: 14478.749330879184   ||  MeanChi2: 14478.749330879184   ||  StdChi2: 0.0   ||  
GenNb-24   ||  MinChi2: 14337.449760209964   ||  MeanChi2: 14337.449760209964   ||  StdChi2: 0.0   ||  
GenNb-25   ||  MinChi2: 14336.81145129424   ||  MeanChi2: 14336.81145129424   ||  StdChi2: 0.0   ||  
GenNb-26   ||  MinChi2: 14131.066025303853   ||  MeanChi2: 14131.066025303853   ||  StdChi2: 0.0   ||  
GenNb-27   ||  MinChi2: 14118.565077150246   ||  MeanChi2: 14118.565077150246   ||  StdChi2: 0.0   ||  
GenNb-28   ||  MinChi2: 14074.432642753001   ||  MeanChi2: 14074.432642753001   ||  StdChi2: 0.0   ||  
GenNb-29   ||  MinChi2: 14030.600800477092   ||  MeanChi2: 14030.600800477092   ||  StdChi2: 0.0   ||  
GenNb-30   ||  MinChi2: 13511.232299989199   ||  MeanChi2: 13511.232299989199   ||  StdChi2: 0.0   ||  
GenNb-31   ||  MinChi2: 13161.064965973108   ||  MeanChi2: 13161.064965973108   ||  StdChi2: 0.0   ||  
GenNb-32   ||  MinChi2: 13131.129872013835   ||  MeanChi2: 13131.129872013835   ||  StdChi2: 0.0   ||  
GenNb-33   ||  MinChi2: 12997.820938723173   ||  MeanChi2: 12997.820938723173   ||  StdChi2: 0.0   ||  
GenNb-34   ||  MinChi2: 12698.217601320412   ||  MeanChi2: 12698.217601320412   ||  StdChi2: 0.0   ||  
GenNb-35   ||  MinChi2: 12670.253320272453   ||  MeanChi2: 12670.253320272453   ||  StdChi2: 0.0   ||  
GenNb-36   ||  MinChi2: 12620.097305684862   ||  MeanChi2: 12620.097305684862   ||  StdChi2: 0.0   ||  
GenNb-37   ||  MinChi2: 12504.43022180683   ||  MeanChi2: 12504.43022180683   ||  StdChi2: 0.0   ||  
GenNb-38   ||  MinChi2: 12116.531555350324   ||  MeanChi2: 12116.531555350324   ||  StdChi2: 0.0   ||  
GenNb-39   ||  MinChi2: 12093.890808639308   ||  MeanChi2: 12093.890808639308   ||  StdChi2: 0.0   ||  
GenNb-40   ||  MinChi2: 11956.77626796785   ||  MeanChi2: 11956.77626796785   ||  StdChi2: 0.0   ||  
GenNb-41   ||  MinChi2: 11911.049349561881   ||  MeanChi2: 11911.049349561881   ||  StdChi2: 0.0   ||  
GenNb-42   ||  MinChi2: 11883.902330253391   ||  MeanChi2: 11883.902330253391   ||  StdChi2: 0.0   ||  
GenNb-43   ||  MinChi2: 11428.068281973106   ||  MeanChi2: 11428.068281973106   ||  StdChi2: 0.0   ||  
GenNb-44   ||  MinChi2: 11405.555713155403   ||  MeanChi2: 11405.555713155403   ||  StdChi2: 0.0   ||  
GenNb-45   ||  MinChi2: 11121.290550589922   ||  MeanChi2: 11121.290550589922   ||  StdChi2: 0.0   ||  
GenNb-46   ||  MinChi2: 10687.440853156764   ||  MeanChi2: 10687.440853156764   ||  StdChi2: 0.0   ||  
GenNb-47   ||  MinChi2: 10466.836700549575   ||  MeanChi2: 10466.836700549575   ||  StdChi2: 0.0   ||  
GenNb-48   ||  MinChi2: 10466.575376890196   ||  MeanChi2: 10466.575376890196   ||  StdChi2: 0.0   ||  
GenNb-49   ||  MinChi2: 10239.026192902258   ||  MeanChi2: 10239.026192902258   ||  StdChi2: 0.0   ||  
GenNb-50   ||  MinChi2: 10215.37712719931   ||  MeanChi2: 10215.37712719931   ||  StdChi2: 0.0   ||  
GenNb-51   ||  MinChi2: 10104.291458321255   ||  MeanChi2: 10104.291458321255   ||  StdChi2: 0.0   ||  
GenNb-52   ||  MinChi2: 9962.789325225722   ||  MeanChi2: 9962.789325225722   ||  StdChi2: 0.0   ||  
GenNb-53   ||  MinChi2: 9960.640446029338   ||  MeanChi2: 9960.640446029338   ||  StdChi2: 0.0   ||  
GenNb-54   ||  MinChi2: 9620.111401892105   ||  MeanChi2: 9620.111401892105   ||  StdChi2: 0.0   ||  
GenNb-55   ||  MinChi2: 9619.866979998025   ||  MeanChi2: 9619.866979998025   ||  StdChi2: 0.0   ||  
GenNb-56   ||  MinChi2: 9387.570920251805   ||  MeanChi2: 9387.570920251805   ||  StdChi2: 0.0   ||  
GenNb-57   ||  MinChi2: 8838.39379557798   ||  MeanChi2: 8838.39379557798   ||  StdChi2: 0.0   ||  
GenNb-58   ||  MinChi2: 8789.464081251368   ||  MeanChi2: 8789.464081251368   ||  StdChi2: 0.0   ||  
GenNb-59   ||  MinChi2: 8608.04233273524   ||  MeanChi2: 8608.04233273524   ||  StdChi2: 0.0   ||  
GenNb-60   ||  MinChi2: 8515.879172221521   ||  MeanChi2: 8515.879172221521   ||  StdChi2: 0.0   ||  
GenNb-61   ||  MinChi2: 8358.214932655585   ||  MeanChi2: 8358.214932655585   ||  StdChi2: 0.0   ||  
GenNb-62   ||  MinChi2: 7975.23018750724   ||  MeanChi2: 7975.23018750724   ||  StdChi2: 0.0   ||  
GenNb-63   ||  MinChi2: 7917.475295045419   ||  MeanChi2: 7917.475295045419   ||  StdChi2: 0.0   ||  
GenNb-64   ||  MinChi2: 7874.727120714519   ||  MeanChi2: 7874.727120714519   ||  StdChi2: 0.0   ||  
GenNb-65   ||  MinChi2: 7721.573596218631   ||  MeanChi2: 7721.573596218631   ||  StdChi2: 0.0   ||  
GenNb-66   ||  MinChi2: 7535.702008970374   ||  MeanChi2: 7535.702008970374   ||  StdChi2: 0.0   ||  
GenNb-67   ||  MinChi2: 7525.874534748668   ||  MeanChi2: 7525.874534748668   ||  StdChi2: 0.0   ||  
GenNb-68   ||  MinChi2: 7402.199432075006   ||  MeanChi2: 7402.199432075006   ||  StdChi2: 0.0   ||  
GenNb-69   ||  MinChi2: 7265.874348283166   ||  MeanChi2: 7265.874348283166   ||  StdChi2: 0.0   ||  
GenNb-70   ||  MinChi2: 7114.272217066366   ||  MeanChi2: 7114.272217066366   ||  StdChi2: 0.0   ||  
GenNb-71   ||  MinChi2: 6959.585899744389   ||  MeanChi2: 6959.585899744389   ||  StdChi2: 0.0   ||  
