GenNb-1   ||  MinChi2: 20708.714120016106   ||  MeanChi2: 20708.714120016106   ||  StdChi2: 0.0   ||  
GenNb-2   ||  MinChi2: 20394.175342264916   ||  MeanChi2: 20394.175342264916   ||  StdChi2: 0.0   ||  
GenNb-3   ||  MinChi2: 19897.432162517787   ||  MeanChi2: 19897.432162517787   ||  StdChi2: 0.0   ||  
GenNb-4   ||  MinChi2: 19633.630451494166   ||  MeanChi2: 19633.630451494166   ||  StdChi2: 0.0   ||  
GenNb-5   ||  MinChi2: 19449.82372110552   ||  MeanChi2: 19449.82372110552   ||  StdChi2: 0.0   ||  
GenNb-6   ||  MinChi2: 19438.15401350687   ||  MeanChi2: 19438.15401350687   ||  StdChi2: 0.0   ||  
GenNb-7   ||  MinChi2: 19435.064168457095   ||  MeanChi2: 19435.064168457095   ||  StdChi2: 0.0   ||  
GenNb-8   ||  MinChi2: 18822.451465006154   ||  MeanChi2: 18822.451465006154   ||  StdChi2: 0.0   ||  
GenNb-9   ||  MinChi2: 18673.705611916314   ||  MeanChi2: 18673.705611916314   ||  StdChi2: 0.0   ||  
GenNb-10   ||  MinChi2: 18463.886004916287   ||  MeanChi2: 18463.886004916287   ||  StdChi2: 0.0   ||  
GenNb-11   ||  MinChi2: 18450.021172758785   ||  MeanChi2: 18450.021172758785   ||  StdChi2: 0.0   ||  
GenNb-12   ||  MinChi2: 17928.75731604921   ||  MeanChi2: 17928.75731604921   ||  StdChi2: 0.0   ||  
GenNb-13   ||  MinChi2: 17695.391499561843   ||  MeanChi2: 17695.391499561843   ||  StdChi2: 0.0   ||  
GenNb-14   ||  MinChi2: 17634.889774151918   ||  MeanChi2: 17634.889774151918   ||  StdChi2: 0.0   ||  
GenNb-15   ||  MinChi2: 17415.737891169465   ||  MeanChi2: 17415.737891169465   ||  StdChi2: 0.0   ||  
GenNb-16   ||  MinChi2: 17315.8430827313   ||  MeanChi2: 17315.8430827313   ||  StdChi2: 0.0   ||  
GenNb-17   ||  MinChi2: 17309.219713657887   ||  MeanChi2: 17309.219713657887   ||  StdChi2: 0.0   ||  
GenNb-18   ||  MinChi2: 17100.666779204177   ||  MeanChi2: 17100.666779204177   ||  StdChi2: 0.0   ||  
GenNb-19   ||  MinChi2: 16214.853302543388   ||  MeanChi2: 16214.853302543388   ||  StdChi2: 0.0   ||  
GenNb-20   ||  MinChi2: 16122.082980092315   ||  MeanChi2: 16122.082980092315   ||  StdChi2: 0.0   ||  
GenNb-21   ||  MinChi2: 15916.251211218456   ||  MeanChi2: 15916.251211218456   ||  StdChi2: 0.0   ||  
GenNb-22   ||  MinChi2: 15502.718158532562   ||  MeanChi2: 15502.718158532562   ||  StdChi2: 0.0   ||  
GenNb-23   ||  MinChi2: 15433.960326903925   ||  MeanChi2: 15433.960326903925   ||  StdChi2: 0.0   ||  
GenNb-24   ||  MinChi2: 15285.525365247253   ||  MeanChi2: 15285.525365247253   ||  StdChi2: 0.0   ||  
GenNb-25   ||  MinChi2: 15284.854798653316   ||  MeanChi2: 15284.854798653316   ||  StdChi2: 0.0   ||  
GenNb-26   ||  MinChi2: 15068.700332972423   ||  MeanChi2: 15068.700332972423   ||  StdChi2: 0.0   ||  
GenNb-27   ||  MinChi2: 15055.566197035128   ||  MeanChi2: 15055.566197035128   ||  StdChi2: 0.0   ||  
GenNb-28   ||  MinChi2: 15009.197716843355   ||  MeanChi2: 15009.197716843355   ||  StdChi2: 0.0   ||  
GenNb-29   ||  MinChi2: 14963.143996932655   ||  MeanChi2: 14963.143996932655   ||  StdChi2: 0.0   ||  
GenNb-30   ||  MinChi2: 14417.365873979248   ||  MeanChi2: 14417.365873979248   ||  StdChi2: 0.0   ||  
GenNb-31   ||  MinChi2: 14049.30408288388   ||  MeanChi2: 14049.30408288388   ||  StdChi2: 0.0   ||  
GenNb-32   ||  MinChi2: 14017.835804121414   ||  MeanChi2: 14017.835804121414   ||  StdChi2: 0.0   ||  
GenNb-33   ||  MinChi2: 13877.69251422542   ||  MeanChi2: 13877.69251422542   ||  StdChi2: 0.0   ||  
GenNb-34   ||  MinChi2: 13562.68888351932   ||  MeanChi2: 13562.68888351932   ||  StdChi2: 0.0   ||  
GenNb-35   ||  MinChi2: 13533.284262002833   ||  MeanChi2: 13533.284262002833   ||  StdChi2: 0.0   ||  
GenNb-36   ||  MinChi2: 13480.543625354145   ||  MeanChi2: 13480.543625354145   ||  StdChi2: 0.0   ||  
GenNb-37   ||  MinChi2: 13358.909788523364   ||  MeanChi2: 13358.909788523364   ||  StdChi2: 0.0   ||  
GenNb-38   ||  MinChi2: 12950.936192736874   ||  MeanChi2: 12950.936192736874   ||  StdChi2: 0.0   ||  
GenNb-39   ||  MinChi2: 12927.120561475345   ||  MeanChi2: 12927.120561475345   ||  StdChi2: 0.0   ||  
GenNb-40   ||  MinChi2: 12782.883197078001   ||  MeanChi2: 12782.883197078001   ||  StdChi2: 0.0   ||  
GenNb-41   ||  MinChi2: 12734.777928006717   ||  MeanChi2: 12734.777928006717   ||  StdChi2: 0.0   ||  
GenNb-42   ||  MinChi2: 12706.218237351293   ||  MeanChi2: 12706.218237351293   ||  StdChi2: 0.0   ||  
GenNb-43   ||  MinChi2: 12226.583992485927   ||  MeanChi2: 12226.583992485927   ||  StdChi2: 0.0   ||  
GenNb-44   ||  MinChi2: 12202.892009574036   ||  MeanChi2: 12202.892009574036   ||  StdChi2: 0.0   ||  
GenNb-45   ||  MinChi2: 11903.701133625975   ||  MeanChi2: 11903.701133625975   ||  StdChi2: 0.0   ||  
GenNb-46   ||  MinChi2: 11446.948566687983   ||  MeanChi2: 11446.948566687983   ||  StdChi2: 0.0   ||  
GenNb-47   ||  MinChi2: 11214.639236169385   ||  MeanChi2: 11214.639236169385   ||  StdChi2: 0.0   ||  
GenNb-48   ||  MinChi2: 11214.364022241227   ||  MeanChi2: 11214.364022241227   ||  StdChi2: 0.0   ||  
GenNb-49   ||  MinChi2: 10974.69729431746   ||  MeanChi2: 10974.69729431746   ||  StdChi2: 0.0   ||  
GenNb-50   ||  MinChi2: 10949.786247895332   ||  MeanChi2: 10949.786247895332   ||  StdChi2: 0.0   ||  
GenNb-51   ||  MinChi2: 10832.76604011552   ||  MeanChi2: 10832.76604011552   ||  StdChi2: 0.0   ||  
GenNb-52   ||  MinChi2: 10683.688219482689   ||  MeanChi2: 10683.688219482689   ||  StdChi2: 0.0   ||  
GenNb-53   ||  MinChi2: 10681.424152648671   ||  MeanChi2: 10681.424152648671   ||  StdChi2: 0.0   ||  
GenNb-54   ||  MinChi2: 10322.58661300319   ||  MeanChi2: 10322.58661300319   ||  StdChi2: 0.0   ||  
GenNb-55   ||  MinChi2: 10322.329009909847   ||  MeanChi2: 10322.329009909847   ||  StdChi2: 0.0   ||  
GenNb-56   ||  MinChi2: 10077.479023911703   ||  MeanChi2: 10077.479023911703   ||  StdChi2: 0.0   ||  
GenNb-57   ||  MinChi2: 9498.40201465083   ||  MeanChi2: 9498.40201465083   ||  StdChi2: 0.0   ||  
GenNb-58   ||  MinChi2: 9446.792572728453   ||  MeanChi2: 9446.792572728453   ||  StdChi2: 0.0   ||  
GenNb-59   ||  MinChi2: 9255.411421999392   ||  MeanChi2: 9255.411421999392   ||  StdChi2: 0.0   ||  
GenNb-60   ||  MinChi2: 9158.174390656159   ||  MeanChi2: 9158.174390656159   ||  StdChi2: 0.0   ||  
GenNb-61   ||  MinChi2: 8991.807101211276   ||  MeanChi2: 8991.807101211276   ||  StdChi2: 0.0   ||  
GenNb-62   ||  MinChi2: 8587.555285759723   ||  MeanChi2: 8587.555285759723   ||  StdChi2: 0.0   ||  
GenNb-63   ||  MinChi2: 8526.577164949713   ||  MeanChi2: 8526.577164949713   ||  StdChi2: 0.0   ||  
GenNb-64   ||  MinChi2: 8481.44046669019   ||  MeanChi2: 8481.44046669019   ||  StdChi2: 0.0   ||  
GenNb-65   ||  MinChi2: 8319.709713464605   ||  MeanChi2: 8319.709713464605   ||  StdChi2: 0.0   ||  
GenNb-66   ||  MinChi2: 8123.385746270625   ||  MeanChi2: 8123.385746270625   ||  StdChi2: 0.0   ||  
GenNb-67   ||  MinChi2: 8113.00429337474   ||  MeanChi2: 8113.00429337474   ||  StdChi2: 0.0   ||  
