GenNb-1   ||  MinChi2: 20708.714120016106   ||  MeanChi2: 20708.714120016106   ||  StdChi2: 0.0   ||  
GenNb-68   ||  MinChi2: 7982.345857167039   ||  MeanChi2: 7982.345857167039   ||  StdChi2: 0.0   ||  
GenNb-69   ||  MinChi2: 7838.297538955048   ||  MeanChi2: 7838.297538955048   ||  StdChi2: 0.0   ||  
GenNb-70   ||  MinChi2: 7678.074233812251   ||  MeanChi2: 7678.074233812251   ||  StdChi2: 0.0   ||  
GenNb-71   ||  MinChi2: 7514.5550323331345   ||  MeanChi2: 7514.5550323331345   ||  StdChi2: 0.0   ||  
GenNb-72   ||  MinChi2: 7491.067137209162   ||  MeanChi2: 7491.067137209162   ||  StdChi2: 0.0   ||  
GenNb-73   ||  MinChi2: 7318.150441008143   ||  MeanChi2: 7318.150441008143   ||  StdChi2: 0.0   ||  
GenNb-74   ||  MinChi2: 7317.84062145714   ||  MeanChi2: 7317.84062145714   ||  StdChi2: 0.0   ||  
GenNb-75   ||  MinChi2: 7314.060066341043   ||  MeanChi2: 7314.060066341043   ||  StdChi2: 0.0   ||  
GenNb-76   ||  MinChi2: 7269.9944139157   ||  MeanChi2: 7269.9944139157   ||  StdChi2: 0.0   ||  
GenNb-77   ||  MinChi2: 7199.55997675527   ||  MeanChi2: 7199.55997675527   ||  StdChi2: 0.0   ||  
GenNb-78   ||  MinChi2: 7195.342785941128   ||  MeanChi2: 7195.342785941128   ||  StdChi2: 0.0   ||  
GenNb-79   ||  MinChi2: 7088.048312949368   ||  MeanChi2: 7088.048312949368   ||  StdChi2: 0.0   ||  
GenNb-80   ||  MinChi2: 6971.5512651115505   ||  MeanChi2: 6971.5512651115505   ||  StdChi2: 0.0   ||  
GenNb-81   ||  MinChi2: 6945.064219187631   ||  MeanChi2: 6945.064219187631   ||  StdChi2: 0.0   ||  
GenNb-82   ||  MinChi2: 6659.032505945446   ||  MeanChi2: 6659.032505945446   ||  StdChi2: 0.0   ||  
GenNb-83   ||  MinChi2: 6610.444622392892   ||  MeanChi2: 6610.444622392892   ||  StdChi2: 0.0   ||  
GenNb-84   ||  MinChi2: 6362.501675109576   ||  MeanChi2: 6362.501675109576   ||  StdChi2: 0.0   ||  
GenNb-85   ||  MinChi2: 6194.575068534463   ||  MeanChi2: 6194.575068534463   ||  StdChi2: 0.0   ||  
GenNb-86   ||  MinChi2: 6191.127594263328   ||  MeanChi2: 6191.127594263328   ||  StdChi2: 0.0   ||  
GenNb-87   ||  MinChi2: 6039.4700265889005   ||  MeanChi2: 6039.4700265889005   ||  StdChi2: 0.0   ||  
GenNb-88   ||  MinChi2: 5973.616827495777   ||  MeanChi2: 5973.616827495777   ||  StdChi2: 0.0   ||  
GenNb-89   ||  MinChi2: 5968.520619998751   ||  MeanChi2: 5968.520619998751   ||  StdChi2: 0.0   ||  
GenNb-90   ||  MinChi2: 5946.769565654258   ||  MeanChi2: 5946.769565654258   ||  StdChi2: 0.0   ||  
GenNb-91   ||  MinChi2: 5835.990129625948   ||  MeanChi2: 5835.990129625948   ||  StdChi2: 0.0   ||  
GenNb-92   ||  MinChi2: 5797.561693575898   ||  MeanChi2: 5797.561693575898   ||  StdChi2: 0.0   ||  
GenNb-93   ||  MinChi2: 5681.75198873106   ||  MeanChi2: 5681.75198873106   ||  StdChi2: 0.0   ||  
GenNb-94   ||  MinChi2: 5403.568532081547   ||  MeanChi2: 5403.568532081547   ||  StdChi2: 0.0   ||  
GenNb-95   ||  MinChi2: 5167.807383674903   ||  MeanChi2: 5167.807383674903   ||  StdChi2: 0.0   ||  
GenNb-96   ||  MinChi2: 4875.3767600335295   ||  MeanChi2: 4875.3767600335295   ||  StdChi2: 0.0   ||  
GenNb-97   ||  MinChi2: 4854.860220163498   ||  MeanChi2: 4854.860220163498   ||  StdChi2: 0.0   ||  
GenNb-98   ||  MinChi2: 4808.618385443314   ||  MeanChi2: 4808.618385443314   ||  StdChi2: 0.0   ||  
GenNb-99   ||  MinChi2: 4778.282441282862   ||  MeanChi2: 4778.282441282862   ||  StdChi2: 0.0   ||  
GenNb-100   ||  MinChi2: 4706.88745325583   ||  MeanChi2: 4706.88745325583   ||  StdChi2: 0.0   ||  
GenNb-101   ||  MinChi2: 4636.333413659132   ||  MeanChi2: 4636.333413659132   ||  StdChi2: 0.0   ||  
GenNb-102   ||  MinChi2: 4399.347119939381   ||  MeanChi2: 4399.347119939381   ||  StdChi2: 0.0   ||  
GenNb-103   ||  MinChi2: 4249.964274317828   ||  MeanChi2: 4249.964274317828   ||  StdChi2: 0.0   ||  
GenNb-104   ||  MinChi2: 4248.907310052937   ||  MeanChi2: 4248.907310052937   ||  StdChi2: 0.0   ||  
GenNb-105   ||  MinChi2: 3932.4791042748016   ||  MeanChi2: 3932.4791042748016   ||  StdChi2: 0.0   ||  
GenNb-106   ||  MinChi2: 3919.134627401311   ||  MeanChi2: 3919.134627401311   ||  StdChi2: 0.0   ||  
GenNb-107   ||  MinChi2: 3807.7665343550298   ||  MeanChi2: 3807.7665343550298   ||  StdChi2: 0.0   ||  
GenNb-108   ||  MinChi2: 3800.617189991999   ||  MeanChi2: 3800.617189991999   ||  StdChi2: 0.0   ||  
GenNb-109   ||  MinChi2: 3788.0346424180907   ||  MeanChi2: 3788.0346424180907   ||  StdChi2: 0.0   ||  
GenNb-110   ||  MinChi2: 3715.0597061328262   ||  MeanChi2: 3715.0597061328262   ||  StdChi2: 0.0   ||  
GenNb-111   ||  MinChi2: 3698.705870515001   ||  MeanChi2: 3698.705870515001   ||  StdChi2: 0.0   ||  
GenNb-112   ||  MinChi2: 3612.498529536437   ||  MeanChi2: 3612.498529536437   ||  StdChi2: 0.0   ||  
GenNb-113   ||  MinChi2: 3538.871285762737   ||  MeanChi2: 3538.871285762737   ||  StdChi2: 0.0   ||  
GenNb-114   ||  MinChi2: 3453.0440253456586   ||  MeanChi2: 3453.0440253456586   ||  StdChi2: 0.0   ||  
GenNb-115   ||  MinChi2: 3394.81494511004   ||  MeanChi2: 3394.81494511004   ||  StdChi2: 0.0   ||  
GenNb-116   ||  MinChi2: 3342.0211779233127   ||  MeanChi2: 3342.0211779233127   ||  StdChi2: 0.0   ||  
GenNb-117   ||  MinChi2: 3329.5036282086203   ||  MeanChi2: 3329.5036282086203   ||  StdChi2: 0.0   ||  
GenNb-118   ||  MinChi2: 3013.609986191322   ||  MeanChi2: 3013.609986191322   ||  StdChi2: 0.0   ||  
GenNb-119   ||  MinChi2: 2969.2122678149985   ||  MeanChi2: 2969.2122678149985   ||  StdChi2: 0.0   ||  
GenNb-120   ||  MinChi2: 2862.0538408536668   ||  MeanChi2: 2862.0538408536668   ||  StdChi2: 0.0   ||  
GenNb-121   ||  MinChi2: 2859.411756365853   ||  MeanChi2: 2859.411756365853   ||  StdChi2: 0.0   ||  
GenNb-122   ||  MinChi2: 2805.1838297985573   ||  MeanChi2: 2805.1838297985573   ||  StdChi2: 0.0   ||  
GenNb-123   ||  MinChi2: 2747.07085640174   ||  MeanChi2: 2747.07085640174   ||  StdChi2: 0.0   ||  
GenNb-124   ||  MinChi2: 2706.7737057175227   ||  MeanChi2: 2706.7737057175227   ||  StdChi2: 0.0   ||  
GenNb-125   ||  MinChi2: 2586.5912902360938   ||  MeanChi2: 2586.5912902360938   ||  StdChi2: 0.0   ||  
GenNb-126   ||  MinChi2: 2498.190792425324   ||  MeanChi2: 2498.190792425324   ||  StdChi2: 0.0   ||  
GenNb-127   ||  MinChi2: 2490.550264053488   ||  MeanChi2: 2490.550264053488   ||  StdChi2: 0.0   ||  
GenNb-128   ||  MinChi2: 2490.478983758225   ||  MeanChi2: 2490.478983758225   ||  StdChi2: 0.0   ||  
GenNb-129   ||  MinChi2: 2486.0206658428724   ||  MeanChi2: 2486.0206658428724   ||  StdChi2: 0.0   ||  
GenNb-130   ||  MinChi2: 2167.041490287794   ||  MeanChi2: 2167.041490287794   ||  StdChi2: 0.0   ||  
