GenNb-1   ||  MinChi2: 20776.611674968408   ||  MeanChi2: 20776.611674968408   ||  StdChi2: 0.0   ||  
GenNb-2   ||  MinChi2: 20461.256917882103   ||  MeanChi2: 20461.256917882103   ||  StdChi2: 0.0   ||  
GenNb-3   ||  MinChi2: 19963.22164857952   ||  MeanChi2: 19963.22164857952   ||  StdChi2: 0.0   ||  
GenNb-4   ||  MinChi2: 19698.732001382516   ||  MeanChi2: 19698.732001382516   ||  StdChi2: 0.0   ||  
GenNb-5   ||  MinChi2: 19514.44520664093   ||  MeanChi2: 19514.44520664093   ||  StdChi2: 0.0   ||  
GenNb-6   ||  MinChi2: 19502.74499954811   ||  MeanChi2: 19502.74499954811   ||  StdChi2: 0.0   ||  
GenNb-7   ||  MinChi2: 19499.647078583806   ||  MeanChi2: 19499.647078583806   ||  StdChi2: 0.0   ||  
GenNb-8   ||  MinChi2: 18885.42969802579   ||  MeanChi2: 18885.42969802579   ||  StdChi2: 0.0   ||  
GenNb-9   ||  MinChi2: 18736.29314991309   ||  MeanChi2: 18736.29314991309   ||  StdChi2: 0.0   ||  
GenNb-10   ||  MinChi2: 18525.92170238745   ||  MeanChi2: 18525.92170238745   ||  StdChi2: 0.0   ||  
GenNb-11   ||  MinChi2: 18512.02037435769   ||  MeanChi2: 18512.02037435769   ||  StdChi2: 0.0   ||  
GenNb-12   ||  MinChi2: 17989.38162647307   ||  MeanChi2: 17989.38162647307   ||  StdChi2: 0.0   ||  
GenNb-13   ||  MinChi2: 17755.398483838944   ||  MeanChi2: 17755.398483838944   ||  StdChi2: 0.0   ||  
GenNb-14   ||  MinChi2: 17694.73652661218   ||  MeanChi2: 17694.73652661218   ||  StdChi2: 0.0   ||  
GenNb-15   ||  MinChi2: 17475.003595822654   ||  MeanChi2: 17475.003595822654   ||  StdChi2: 0.0   ||  
GenNb-16   ||  MinChi2: 17374.843590133456   ||  MeanChi2: 17374.843590133456   ||  StdChi2: 0.0   ||  
GenNb-17   ||  MinChi2: 17368.202629942884   ||  MeanChi2: 17368.202629942884   ||  StdChi2: 0.0   ||  
GenNb-18   ||  MinChi2: 17159.095306596268   ||  MeanChi2: 17159.095306596268   ||  StdChi2: 0.0   ||  
GenNb-19   ||  MinChi2: 16270.916174993932   ||  MeanChi2: 16270.916174993932   ||  StdChi2: 0.0   ||  
GenNb-20   ||  MinChi2: 16177.897039504423   ||  MeanChi2: 16177.897039504423   ||  StdChi2: 0.0   ||  
GenNb-21   ||  MinChi2: 15971.51247877909   ||  MeanChi2: 15971.51247877909   ||  StdChi2: 0.0   ||  
GenNb-22   ||  MinChi2: 15556.865649503923   ||  MeanChi2: 15556.865649503923   ||  StdChi2: 0.0   ||  
GenNb-23   ||  MinChi2: 15487.92221132193   ||  MeanChi2: 15487.92221132193   ||  StdChi2: 0.0   ||  
GenNb-24   ||  MinChi2: 15339.086144310513   ||  MeanChi2: 15339.086144310513   ||  StdChi2: 0.0   ||  
GenNb-25   ||  MinChi2: 15338.413764390954   ||  MeanChi2: 15338.413764390954   ||  StdChi2: 0.0   ||  
GenNb-26   ||  MinChi2: 15121.67416340357   ||  MeanChi2: 15121.67416340357   ||  StdChi2: 0.0   ||  
GenNb-27   ||  MinChi2: 15108.504433097063   ||  MeanChi2: 15108.504433097063   ||  StdChi2: 0.0   ||  
GenNb-28   ||  MinChi2: 15062.010254349705   ||  MeanChi2: 15062.010254349705   ||  StdChi2: 0.0   ||  
GenNb-29   ||  MinChi2: 15015.831631974519   ||  MeanChi2: 15015.831631974519   ||  StdChi2: 0.0   ||  
GenNb-30   ||  MinChi2: 14468.568868231278   ||  MeanChi2: 14468.568868231278   ||  StdChi2: 0.0   ||  
GenNb-31   ||  MinChi2: 14099.501093525045   ||  MeanChi2: 14099.501093525045   ||  StdChi2: 0.0   ||  
GenNb-32   ||  MinChi2: 14067.94662160317   ||  MeanChi2: 14067.94662160317   ||  StdChi2: 0.0   ||  
GenNb-33   ||  MinChi2: 13927.419112995261   ||  MeanChi2: 13927.419112995261   ||  StdChi2: 0.0   ||  
GenNb-34   ||  MinChi2: 13611.549683821206   ||  MeanChi2: 13611.549683821206   ||  StdChi2: 0.0   ||  
GenNb-35   ||  MinChi2: 13582.06408593393   ||  MeanChi2: 13582.06408593393   ||  StdChi2: 0.0   ||  
GenNb-36   ||  MinChi2: 13529.178140631846   ||  MeanChi2: 13529.178140631846   ||  StdChi2: 0.0   ||  
GenNb-37   ||  MinChi2: 13407.20884805645   ||  MeanChi2: 13407.20884805645   ||  StdChi2: 0.0   ||  
GenNb-38   ||  MinChi2: 12998.106601217596   ||  MeanChi2: 12998.106601217596   ||  StdChi2: 0.0   ||  
GenNb-39   ||  MinChi2: 12974.224914623015   ||  MeanChi2: 12974.224914623015   ||  StdChi2: 0.0   ||  
GenNb-40   ||  MinChi2: 12829.587082356766   ||  MeanChi2: 12829.587082356766   ||  StdChi2: 0.0   ||  
GenNb-41   ||  MinChi2: 12781.348093837025   ||  MeanChi2: 12781.348093837025   ||  StdChi2: 0.0   ||  
GenNb-42   ||  MinChi2: 12752.708977470182   ||  MeanChi2: 12752.708977470182   ||  StdChi2: 0.0   ||  
