GenNb-1   ||  MinChi2: 20896.57799185916   ||  MeanChi2: 20896.57799185916   ||  StdChi2: 0.0   ||  
GenNb-76   ||  MinChi2: 7354.997000946622   ||  MeanChi2: 7354.997000946622   ||  StdChi2: 0.0   ||  
GenNb-77   ||  MinChi2: 7283.965097534216   ||  MeanChi2: 7283.965097534216   ||  StdChi2: 0.0   ||  
GenNb-78   ||  MinChi2: 7279.712098960131   ||  MeanChi2: 7279.712098960131   ||  StdChi2: 0.0   ||  
GenNb-79   ||  MinChi2: 7171.505249104713   ||  MeanChi2: 7171.505249104713   ||  StdChi2: 0.0   ||  
GenNb-80   ||  MinChi2: 7054.014581477297   ||  MeanChi2: 7054.014581477297   ||  StdChi2: 0.0   ||  
GenNb-81   ||  MinChi2: 7027.301181833871   ||  MeanChi2: 7027.301181833871   ||  StdChi2: 0.0   ||  
GenNb-82   ||  MinChi2: 6738.814329617671   ||  MeanChi2: 6738.814329617671   ||  StdChi2: 0.0   ||  
GenNb-83   ||  MinChi2: 6689.807384364788   ||  MeanChi2: 6689.807384364788   ||  StdChi2: 0.0   ||  
GenNb-84   ||  MinChi2: 6439.716477272448   ||  MeanChi2: 6439.716477272448   ||  StdChi2: 0.0   ||  
GenNb-85   ||  MinChi2: 6270.3257504022895   ||  MeanChi2: 6270.3257504022895   ||  StdChi2: 0.0   ||  
GenNb-86   ||  MinChi2: 6266.84813649204   ||  MeanChi2: 6266.84813649204   ||  StdChi2: 0.0   ||  
GenNb-87   ||  MinChi2: 6113.861356998697   ||  MeanChi2: 6113.861356998697   ||  StdChi2: 0.0   ||  
GenNb-88   ||  MinChi2: 6047.428911721863   ||  MeanChi2: 6047.428911721863   ||  StdChi2: 0.0   ||  
GenNb-89   ||  MinChi2: 6042.287824602382   ||  MeanChi2: 6042.287824602382   ||  StdChi2: 0.0   ||  
GenNb-90   ||  MinChi2: 6020.345133446612   ||  MeanChi2: 6020.345133446612   ||  StdChi2: 0.0   ||  
GenNb-91   ||  MinChi2: 5908.587474230463   ||  MeanChi2: 5908.587474230463   ||  StdChi2: 0.0   ||  
GenNb-92   ||  MinChi2: 5869.818827076367   ||  MeanChi2: 5869.818827076367   ||  StdChi2: 0.0   ||  
GenNb-93   ||  MinChi2: 5752.981061298402   ||  MeanChi2: 5752.981061298402   ||  StdChi2: 0.0   ||  
GenNb-94   ||  MinChi2: 5472.3103703581755   ||  MeanChi2: 5472.3103703581755   ||  StdChi2: 0.0   ||  
GenNb-95   ||  MinChi2: 5234.420497103371   ||  MeanChi2: 5234.420497103371   ||  StdChi2: 0.0   ||  
GenNb-96   ||  MinChi2: 4939.3208661703875   ||  MeanChi2: 4939.3208661703875   ||  StdChi2: 0.0   ||  
GenNb-97   ||  MinChi2: 4918.615817551012   ||  MeanChi2: 4918.615817551012   ||  StdChi2: 0.0   ||  
GenNb-98   ||  MinChi2: 4871.948481020884   ||  MeanChi2: 4871.948481020884   ||  StdChi2: 0.0   ||  
GenNb-99   ||  MinChi2: 4841.332920196764   ||  MeanChi2: 4841.332920196764   ||  StdChi2: 0.0   ||  
GenNb-100   ||  MinChi2: 4769.2783505462285   ||  MeanChi2: 4769.2783505462285   ||  StdChi2: 0.0   ||  
GenNb-101   ||  MinChi2: 4698.070378183686   ||  MeanChi2: 4698.070378183686   ||  StdChi2: 0.0   ||  
GenNb-102   ||  MinChi2: 4458.871490823779   ||  MeanChi2: 4458.871490823779   ||  StdChi2: 0.0   ||  
GenNb-103   ||  MinChi2: 4308.080553378401   ||  MeanChi2: 4308.080553378401   ||  StdChi2: 0.0   ||  
GenNb-104   ||  MinChi2: 4307.013587537955   ||  MeanChi2: 4307.013587537955   ||  StdChi2: 0.0   ||  
GenNb-105   ||  MinChi2: 3987.565400789798   ||  MeanChi2: 3987.565400789798   ||  StdChi2: 0.0   ||  
GenNb-106   ||  MinChi2: 3974.0923894287125   ||  MeanChi2: 3974.0923894287125   ||  StdChi2: 0.0   ||  
GenNb-107   ||  MinChi2: 3861.6476754480036   ||  MeanChi2: 3861.6476754480036   ||  StdChi2: 0.0   ||  
GenNb-108   ||  MinChi2: 3854.42897350778   ||  MeanChi2: 3854.42897350778   ||  StdChi2: 0.0   ||  
GenNb-109   ||  MinChi2: 3841.7242869993074   ||  MeanChi2: 3841.7242869993074   ||  StdChi2: 0.0   ||  
GenNb-110   ||  MinChi2: 3768.0391365530227   ||  MeanChi2: 3768.0391365530227   ||  StdChi2: 0.0   ||  
GenNb-111   ||  MinChi2: 3751.5257027137136   ||  MeanChi2: 3751.5257027137136   ||  StdChi2: 0.0   ||  
GenNb-112   ||  MinChi2: 3664.4743453786464   ||  MeanChi2: 3664.4743453786464   ||  StdChi2: 0.0   ||  
GenNb-113   ||  MinChi2: 3590.1225516559907   ||  MeanChi2: 3590.1225516559907   ||  StdChi2: 0.0   ||  
GenNb-114   ||  MinChi2: 3503.4462308610427   ||  MeanChi2: 3503.4462308610427   ||  StdChi2: 0.0   ||  
GenNb-115   ||  MinChi2: 3444.638294457186   ||  MeanChi2: 3444.638294457186   ||  StdChi2: 0.0   ||  
GenNb-116   ||  MinChi2: 3391.3176792261474   ||  MeanChi2: 3391.3176792261474   ||  StdChi2: 0.0   ||  
GenNb-117   ||  MinChi2: 3378.6749248039528   ||  MeanChi2: 3378.6749248039528   ||  StdChi2: 0.0   ||  
GenNb-118   ||  MinChi2: 3059.5829031787002   ||  MeanChi2: 3059.5829031787002   ||  StdChi2: 0.0   ||  
GenNb-119   ||  MinChi2: 3014.7293328683973   ||  MeanChi2: 3014.7293328683973   ||  StdChi2: 0.0   ||  
GenNb-120   ||  MinChi2: 2906.463723625542   ||  MeanChi2: 2906.463723625542   ||  StdChi2: 0.0   ||  
GenNb-121   ||  MinChi2: 2903.7942133733686   ||  MeanChi2: 2903.7942133733686   ||  StdChi2: 0.0   ||  
GenNb-122   ||  MinChi2: 2849.0019904176715   ||  MeanChi2: 2849.0019904176715   ||  StdChi2: 0.0   ||  
GenNb-123   ||  MinChi2: 2790.281286285986   ||  MeanChi2: 2790.281286285986   ||  StdChi2: 0.0   ||  
GenNb-124   ||  MinChi2: 2749.560841135269   ||  MeanChi2: 2749.560841135269   ||  StdChi2: 0.0   ||  
GenNb-125   ||  MinChi2: 2628.1064842974674   ||  MeanChi2: 2628.1064842974674   ||  StdChi2: 0.0   ||  
GenNb-126   ||  MinChi2: 2538.7608778392223   ||  MeanChi2: 2538.7608778392223   ||  StdChi2: 0.0   ||  
GenNb-127   ||  MinChi2: 2531.0382675235987   ||  MeanChi2: 2531.0382675235987   ||  StdChi2: 0.0   ||  
GenNb-128   ||  MinChi2: 2530.9662211645787   ||  MeanChi2: 2530.9662211645787   ||  StdChi2: 0.0   ||  
GenNb-129   ||  MinChi2: 2526.4599776865352   ||  MeanChi2: 2526.4599776865352   ||  StdChi2: 0.0   ||  
