GenNb-1   ||  MinChi2: 19949.949530725175   ||  MeanChi2: 19949.949530725175   ||  StdChi2: 0.0   ||  
GenNb-2   ||  MinChi2: 19644.553914437383   ||  MeanChi2: 19644.553914437383   ||  StdChi2: 0.0   ||  
GenNb-3   ||  MinChi2: 19162.288610846786   ||  MeanChi2: 19162.288610846786   ||  StdChi2: 0.0   ||  
GenNb-4   ||  MinChi2: 18906.195146614176   ||  MeanChi2: 18906.195146614176   ||  StdChi2: 0.0   ||  
GenNb-5   ||  MinChi2: 18727.76744733376   ||  MeanChi2: 18727.76744733376   ||  StdChi2: 0.0   ||  
GenNb-6   ||  MinChi2: 18716.439479856796   ||  MeanChi2: 18716.439479856796   ||  StdChi2: 0.0   ||  
GenNb-7   ||  MinChi2: 18713.440123632387   ||  MeanChi2: 18713.440123632387   ||  StdChi2: 0.0   ||  
GenNb-8   ||  MinChi2: 18118.807302224326   ||  MeanChi2: 18118.807302224326   ||  StdChi2: 0.0   ||  
GenNb-9   ||  MinChi2: 17974.43900773255   ||  MeanChi2: 17974.43900773255   ||  StdChi2: 0.0   ||  
GenNb-10   ||  MinChi2: 17770.802485916818   ||  MeanChi2: 17770.802485916818   ||  StdChi2: 0.0   ||  
GenNb-11   ||  MinChi2: 17757.346569516583   ||  MeanChi2: 17757.346569516583   ||  StdChi2: 0.0   ||  
GenNb-12   ||  MinChi2: 17251.487463421807   ||  MeanChi2: 17251.487463421807   ||  StdChi2: 0.0   ||  
GenNb-13   ||  MinChi2: 17025.038294440175   ||  MeanChi2: 17025.038294440175   ||  StdChi2: 0.0   ||  
GenNb-14   ||  MinChi2: 16966.331830026764   ||  MeanChi2: 16966.331830026764   ||  StdChi2: 0.0   ||  
GenNb-15   ||  MinChi2: 16753.690061892277   ||  MeanChi2: 16753.690061892277   ||  StdChi2: 0.0   ||  
GenNb-16   ||  MinChi2: 16656.76653248266   ||  MeanChi2: 16656.76653248266   ||  StdChi2: 0.0   ||  
GenNb-17   ||  MinChi2: 16650.34025452401   ||  MeanChi2: 16650.34025452401   ||  StdChi2: 0.0   ||  
GenNb-18   ||  MinChi2: 16447.998677567037   ||  MeanChi2: 16447.998677567037   ||  StdChi2: 0.0   ||  
GenNb-19   ||  MinChi2: 15588.689415662004   ||  MeanChi2: 15588.689415662004   ||  StdChi2: 0.0   ||  
GenNb-20   ||  MinChi2: 15498.706683275344   ||  MeanChi2: 15498.706683275344   ||  StdChi2: 0.0   ||  
GenNb-21   ||  MinChi2: 15299.068112351024   ||  MeanChi2: 15299.068112351024   ||  StdChi2: 0.0   ||  
GenNb-22   ||  MinChi2: 14898.013096125977   ||  MeanChi2: 14898.013096125977   ||  StdChi2: 0.0   ||  
GenNb-23   ||  MinChi2: 14831.334661352214   ||  MeanChi2: 14831.334661352214   ||  StdChi2: 0.0   ||  
GenNb-24   ||  MinChi2: 14687.39336439362   ||  MeanChi2: 14687.39336439362   ||  StdChi2: 0.0   ||  
GenNb-25   ||  MinChi2: 14686.743112794125   ||  MeanChi2: 14686.743112794125   ||  StdChi2: 0.0   ||  
GenNb-26   ||  MinChi2: 14477.143988540593   ||  MeanChi2: 14477.143988540593   ||  StdChi2: 0.0   ||  
GenNb-27   ||  MinChi2: 14464.408618761943   ||  MeanChi2: 14464.408618761943   ||  StdChi2: 0.0   ||  
GenNb-28   ||  MinChi2: 14419.448346394176   ||  MeanChi2: 14419.448346394176   ||  StdChi2: 0.0   ||  
GenNb-29   ||  MinChi2: 14374.793913005647   ||  MeanChi2: 14374.793913005647   ||  StdChi2: 0.0   ||  
GenNb-30   ||  MinChi2: 13845.648065538058   ||  MeanChi2: 13845.648065538058   ||  StdChi2: 0.0   ||  
GenNb-31   ||  MinChi2: 13488.855983277472   ||  MeanChi2: 13488.855983277472   ||  StdChi2: 0.0   ||  
GenNb-32   ||  MinChi2: 13458.353290115607   ||  MeanChi2: 13458.353290115607   ||  StdChi2: 0.0   ||  
GenNb-33   ||  MinChi2: 13322.51422387073   ||  MeanChi2: 13322.51422387073   ||  StdChi2: 0.0   ||  
GenNb-34   ||  MinChi2: 13017.209631099324   ||  MeanChi2: 13017.209631099324   ||  StdChi2: 0.0   ||  
GenNb-35   ||  MinChi2: 12988.712133722354   ||  MeanChi2: 12988.712133722354   ||  StdChi2: 0.0   ||  
GenNb-36   ||  MinChi2: 12937.599289657968   ||  MeanChi2: 12937.599289657968   ||  StdChi2: 0.0   ||  
GenNb-37   ||  MinChi2: 12819.723316776348   ||  MeanChi2: 12819.723316776348   ||  StdChi2: 0.0   ||  
GenNb-38   ||  MinChi2: 12424.393009339574   ||  MeanChi2: 12424.393009339574   ||  StdChi2: 0.0   ||  
GenNb-39   ||  MinChi2: 12401.317330357379   ||  MeanChi2: 12401.317330357379   ||  StdChi2: 0.0   ||  
GenNb-40   ||  MinChi2: 12261.56599114934   ||  MeanChi2: 12261.56599114934   ||  StdChi2: 0.0   ||  
GenNb-41   ||  MinChi2: 12214.958634909633   ||  MeanChi2: 12214.958634909633   ||  StdChi2: 0.0   ||  
GenNb-42   ||  MinChi2: 12187.288661991042   ||  MeanChi2: 12187.288661991042   ||  StdChi2: 0.0   ||  
GenNb-43   ||  MinChi2: 11722.64417963519   ||  MeanChi2: 11722.64417963519   ||  StdChi2: 0.0   ||  
GenNb-44   ||  MinChi2: 11699.69501680077   ||  MeanChi2: 11699.69501680077   ||  StdChi2: 0.0   ||  
GenNb-45   ||  MinChi2: 11409.904716960762   ||  MeanChi2: 11409.904716960762   ||  StdChi2: 0.0   ||  
GenNb-46   ||  MinChi2: 10967.577096126271   ||  MeanChi2: 10967.577096126271   ||  StdChi2: 0.0   ||  
GenNb-47   ||  MinChi2: 10742.640132826347   ||  MeanChi2: 10742.640132826347   ||  StdChi2: 0.0   ||  
GenNb-48   ||  MinChi2: 10742.373667551215   ||  MeanChi2: 10742.373667551215   ||  StdChi2: 0.0   ||  
GenNb-49   ||  MinChi2: 10510.339088443268   ||  MeanChi2: 10510.339088443268   ||  StdChi2: 0.0   ||  
GenNb-50   ||  MinChi2: 10486.222895021669   ||  MeanChi2: 10486.222895021669   ||  StdChi2: 0.0   ||  
GenNb-51   ||  MinChi2: 10372.940539209318   ||  MeanChi2: 10372.940539209318   ||  StdChi2: 0.0   ||  
GenNb-52   ||  MinChi2: 10228.63426440616   ||  MeanChi2: 10228.63426440616   ||  StdChi2: 0.0   ||  
GenNb-53   ||  MinChi2: 10226.442748675998   ||  MeanChi2: 10226.442748675998   ||  StdChi2: 0.0   ||  
GenNb-54   ||  MinChi2: 9879.136913569151   ||  MeanChi2: 9879.136913569151   ||  StdChi2: 0.0   ||  
GenNb-55   ||  MinChi2: 9878.88761277702   ||  MeanChi2: 9878.88761277702   ||  StdChi2: 0.0   ||  
GenNb-56   ||  MinChi2: 9641.944868759492   ||  MeanChi2: 9641.944868759492   ||  StdChi2: 0.0   ||  
GenNb-57   ||  MinChi2: 9081.700948174444   ||  MeanChi2: 9081.700948174444   ||  StdChi2: 0.0   ||  
GenNb-58   ||  MinChi2: 9031.779410824603   ||  MeanChi2: 9031.779410824603   ||  StdChi2: 0.0   ||  
GenNb-59   ||  MinChi2: 8846.671509993275   ||  MeanChi2: 8846.671509993275   ||  StdChi2: 0.0   ||  
GenNb-60   ||  MinChi2: 8752.630437811058   ||  MeanChi2: 8752.630437811058   ||  StdChi2: 0.0   ||  
GenNb-61   ||  MinChi2: 8591.74510522192   ||  MeanChi2: 8591.74510522192   ||  StdChi2: 0.0   ||  
GenNb-62   ||  MinChi2: 8200.88934692522   ||  MeanChi2: 8200.88934692522   ||  StdChi2: 0.0   ||  
GenNb-63   ||  MinChi2: 8141.94154724594   ||  MeanChi2: 8141.94154724594   ||  StdChi2: 0.0   ||  
GenNb-64   ||  MinChi2: 8098.309390826014   ||  MeanChi2: 8098.309390826014   ||  StdChi2: 0.0   ||  
