GenNb-1   ||  MinChi2: 56052.023610882505   ||  MeanChi2: 269922.84555055306   ||  StdChi2: 157758.10773656782   ||  
GenNb-2   ||  MinChi2: 56052.023610882505   ||  MeanChi2: 265120.02145853965   ||  StdChi2: 155604.28571084244   ||  
GenNb-3   ||  MinChi2: 2296.6855196455504   ||  MeanChi2: 214169.48788271373   ||  StdChi2: 157538.82550097784   ||  
GenNb-4   ||  MinChi2: 229.09123702400444   ||  MeanChi2: 185764.93380980243   ||  StdChi2: 170191.70937049252   ||  
GenNb-5   ||  MinChi2: 229.09123702400444   ||  MeanChi2: 167409.0039308306   ||  StdChi2: 172268.6835424267   ||  
GenNb-6   ||  MinChi2: 229.09123702400444   ||  MeanChi2: 165381.0470855559   ||  StdChi2: 172924.8233375742   ||  
GenNb-7   ||  MinChi2: 229.09123702400444   ||  MeanChi2: 158373.30582846177   ||  StdChi2: 176313.47394617426   ||  
GenNb-8   ||  MinChi2: 229.09123702400444   ||  MeanChi2: 154710.43063866737   ||  StdChi2: 174868.78528641956   ||  
GenNb-9   ||  MinChi2: 229.09123702400444   ||  MeanChi2: 100780.02536468742   ||  StdChi2: 109947.16424788396   ||  
GenNb-10   ||  MinChi2: 229.09123702400444   ||  MeanChi2: 55249.72317240938   ||  StdChi2: 66096.98827384302   ||  
GenNb-11   ||  MinChi2: 229.09123702400444   ||  MeanChi2: 43679.455283654184   ||  StdChi2: 66767.48925961975   ||  
GenNb-12   ||  MinChi2: 158.5396847192954   ||  MeanChi2: 25836.804058034257   ||  StdChi2: 44767.61838739117   ||  
GenNb-13   ||  MinChi2: 158.5396847192954   ||  MeanChi2: 11128.044602305508   ||  StdChi2: 14479.351276990994   ||  
GenNb-14   ||  MinChi2: 158.5396847192954   ||  MeanChi2: 9344.393896703741   ||  StdChi2: 14542.670375161526   ||  
GenNb-15   ||  MinChi2: 0.21949127606401278   ||  MeanChi2: 8188.594934334711   ||  StdChi2: 14763.961582251322   ||  
