GenNb-1   ||  MinChi2: 71362.68384961535   ||  MeanChi2: 384855.836288721   ||  StdChi2: 197600.38148837717   ||  
GenNb-2   ||  MinChi2: 71362.68384961535   ||  MeanChi2: 369384.6850868133   ||  StdChi2: 209912.40252779544   ||  
GenNb-3   ||  MinChi2: 71362.68384961535   ||  MeanChi2: 318712.47596270934   ||  StdChi2: 215595.78246817747   ||  
GenNb-4   ||  MinChi2: 71362.68384961535   ||  MeanChi2: 265335.2358989418   ||  StdChi2: 182424.64125337618   ||  
GenNb-5   ||  MinChi2: 21122.270162144632   ||  MeanChi2: 232116.7751381731   ||  StdChi2: 202629.74906655579   ||  
GenNb-6   ||  MinChi2: 21122.270162144632   ||  MeanChi2: 155915.29156316345   ||  StdChi2: 105172.24731571731   ||  
GenNb-7   ||  MinChi2: 21122.270162144632   ||  MeanChi2: 137315.34841514527   ||  StdChi2: 101712.1280701899   ||  
GenNb-8   ||  MinChi2: 21122.270162144632   ||  MeanChi2: 107122.8012428829   ||  StdChi2: 66206.7471507112   ||  
GenNb-9   ||  MinChi2: 6826.964998583152   ||  MeanChi2: 83219.24535368876   ||  StdChi2: 54425.347024472874   ||  
GenNb-10   ||  MinChi2: 3810.8188392200827   ||  MeanChi2: 65336.21418971687   ||  StdChi2: 58591.03704983162   ||  
GenNb-11   ||  MinChi2: 3810.8188392200827   ||  MeanChi2: 53133.59038587727   ||  StdChi2: 44756.22415375782   ||  
GenNb-12   ||  MinChi2: 196.72149218002056   ||  MeanChi2: 43967.223859150916   ||  StdChi2: 44927.35720596901   ||  
GenNb-14   ||  MinChi2: 196.72149218002056   ||  MeanChi2: 42036.29814138177   ||  StdChi2: 45230.59653115539   ||  
GenNb-16   ||  MinChi2: 196.72149218002056   ||  MeanChi2: 26625.70919236539   ||  StdChi2: 31889.023293032085   ||  
GenNb-17   ||  MinChi2: 23.384987408655856   ||  MeanChi2: 15125.724840083021   ||  StdChi2: 22414.906152941672   ||  
GenNb-18   ||  MinChi2: 23.384987408655856   ||  MeanChi2: 4022.887688371206   ||  StdChi2: 8137.359316775947   ||  
GenNb-19   ||  MinChi2: 23.384987408655856   ||  MeanChi2: 3667.6901758327253   ||  StdChi2: 8193.216108566554   ||  
GenNb-20   ||  MinChi2: 4.972924411163246   ||  MeanChi2: 529.9539315237643   ||  StdChi2: 1068.393518549092   ||  
