GenNb-1   ||  MinChi2: 35614.242063753845   ||  MeanChi2: 182292.97088974091   ||  StdChi2: 159367.25633734104   ||  
GenNb-2   ||  MinChi2: 8945.574943911397   ||  MeanChi2: 141606.093301278   ||  StdChi2: 145153.10028487665   ||  
GenNb-3   ||  MinChi2: 8945.574943911397   ||  MeanChi2: 130572.24231086961   ||  StdChi2: 148858.46025145645   ||  
GenNb-4   ||  MinChi2: 940.615080384607   ||  MeanChi2: 89252.68196578945   ||  StdChi2: 84310.87295401604   ||  
GenNb-5   ||  MinChi2: 940.615080384607   ||  MeanChi2: 86095.76709578375   ||  StdChi2: 85940.4541448543   ||  
GenNb-6   ||  MinChi2: 940.615080384607   ||  MeanChi2: 53582.20042243731   ||  StdChi2: 72515.31937398085   ||  
GenNb-7   ||  MinChi2: 940.615080384607   ||  MeanChi2: 32341.794481502   ||  StdChi2: 31835.507735570893   ||  
GenNb-8   ||  MinChi2: 940.615080384607   ||  MeanChi2: 25086.08144717667   ||  StdChi2: 21841.34582097278   ||  
GenNb-9   ||  MinChi2: 940.615080384607   ||  MeanChi2: 18218.790632272376   ||  StdChi2: 17464.443756722987   ||  
GenNb-10   ||  MinChi2: 585.6440146481763   ||  MeanChi2: 12945.181124925592   ||  StdChi2: 14599.884894238432   ||  
GenNb-11   ||  MinChi2: 585.6440146481763   ||  MeanChi2: 11353.52309022843   ||  StdChi2: 14193.732693478712   ||  
GenNb-12   ||  MinChi2: 4.024515767832065   ||  MeanChi2: 11308.783128776095   ||  StdChi2: 14228.477667454988   ||  
