GenNb-1   ||  MinChi2: 20321.723701232102   ||  MeanChi2: 20321.723701232102   ||  StdChi2: 0.0   ||  
GenNb-2   ||  MinChi2: 20320.473379368806   ||  MeanChi2: 20320.473379368806   ||  StdChi2: 0.0   ||  
GenNb-3   ||  MinChi2: 20197.509845332515   ||  MeanChi2: 20197.509845332515   ||  StdChi2: 0.0   ||  
GenNb-4   ||  MinChi2: 19832.418604375594   ||  MeanChi2: 19832.418604375594   ||  StdChi2: 0.0   ||  
GenNb-5   ||  MinChi2: 19677.195323633   ||  MeanChi2: 19677.195323633   ||  StdChi2: 0.0   ||  
GenNb-6   ||  MinChi2: 19621.984298151277   ||  MeanChi2: 19621.984298151277   ||  StdChi2: 0.0   ||  
GenNb-7   ||  MinChi2: 19590.959033230953   ||  MeanChi2: 19590.959033230953   ||  StdChi2: 0.0   ||  
GenNb-8   ||  MinChi2: 19582.835345395244   ||  MeanChi2: 19582.835345395244   ||  StdChi2: 0.0   ||  
GenNb-9   ||  MinChi2: 19475.716131086974   ||  MeanChi2: 19475.716131086974   ||  StdChi2: 0.0   ||  
GenNb-10   ||  MinChi2: 19406.436389142305   ||  MeanChi2: 19406.436389142305   ||  StdChi2: 0.0   ||  
GenNb-11   ||  MinChi2: 19002.80292667353   ||  MeanChi2: 19002.80292667353   ||  StdChi2: 0.0   ||  
