GenNb-1   ||  MinChi2: 697.0271669248043   ||  MeanChi2: 785.9415193531611   ||  StdChi2: 58.30965161812371   ||  
GenNb-2   ||  MinChi2: 551.3080268468458   ||  MeanChi2: 708.8019675789506   ||  StdChi2: 99.22957280219401   ||  
GenNb-3   ||  MinChi2: 525.7242721732928   ||  MeanChi2: 702.4060289105623   ||  StdChi2: 109.47088829449547   ||  
GenNb-4   ||  MinChi2: 525.7242721732928   ||  MeanChi2: 692.9517039961106   ||  StdChi2: 103.32205954546933   ||  
GenNb-5   ||  MinChi2: 496.0029941120832   ||  MeanChi2: 588.6980174829615   ||  StdChi2: 81.44676808276883   ||  
GenNb-6   ||  MinChi2: 471.92987432996705   ||  MeanChi2: 582.6797375374325   ||  StdChi2: 88.64515955224631   ||  
GenNb-7   ||  MinChi2: 443.8747480157832   ||  MeanChi2: 551.0723277881913   ||  StdChi2: 73.51332569699828   ||  
GenNb-8   ||  MinChi2: 443.8747480157832   ||  MeanChi2: 540.6284067787161   ||  StdChi2: 70.93983587002647   ||  
GenNb-9   ||  MinChi2: 412.8480060976001   ||  MeanChi2: 530.0431986437842   ||  StdChi2: 83.13094221354453   ||  
GenNb-10   ||  MinChi2: 167.30886212576746   ||  MeanChi2: 446.22962529633884   ||  StdChi2: 178.67940006623394   ||  
GenNb-12   ||  MinChi2: 167.30886212576746   ||  MeanChi2: 378.14103654123517   ||  StdChi2: 129.5822179500616   ||  
GenNb-13   ||  MinChi2: 167.30886212576746   ||  MeanChi2: 368.6500107102703   ||  StdChi2: 119.79303645764466   ||  
GenNb-14   ||  MinChi2: 167.30886212576746   ||  MeanChi2: 334.0045475937089   ||  StdChi2: 100.13303819466903   ||  
GenNb-15   ||  MinChi2: 146.1226208880386   ||  MeanChi2: 287.7754776604812   ||  StdChi2: 118.05594586360671   ||  
GenNb-16   ||  MinChi2: 146.1226208880386   ||  MeanChi2: 242.35176172340957   ||  StdChi2: 93.61960401448063   ||  
GenNb-18   ||  MinChi2: 118.3180177919244   ||  MeanChi2: 177.29827946749316   ||  StdChi2: 46.55294291882505   ||  
GenNb-19   ||  MinChi2: 118.3180177919244   ||  MeanChi2: 174.54289741787858   ||  StdChi2: 46.503646759137695   ||  
GenNb-20   ||  MinChi2: 112.3230145423172   ||  MeanChi2: 120.09478329475526   ||  StdChi2: 5.813334074846189   ||  
GenNb-23   ||  MinChi2: 106.9763427691518   ||  MeanChi2: 114.71961424841422   ||  StdChi2: 5.51001929044106   ||  
GenNb-25   ||  MinChi2: 106.9763427691518   ||  MeanChi2: 113.2144586448047   ||  StdChi2: 4.1764071676674845   ||  
GenNb-28   ||  MinChi2: 106.6980069825393   ||  MeanChi2: 113.14487469815157   ||  StdChi2: 4.2807765710972   ||  
GenNb-29   ||  MinChi2: 106.6980069825393   ||  MeanChi2: 112.71704434580653   ||  StdChi2: 4.424635343496192   ||  
GenNb-30   ||  MinChi2: 106.60962283399574   ||  MeanChi2: 112.62963447180698   ||  StdChi2: 4.486622877280095   ||  
GenNb-31   ||  MinChi2: 106.60962283399574   ||  MeanChi2: 109.78008562958878   ||  StdChi2: 3.4863855572998443   ||  
GenNb-32   ||  MinChi2: 104.56679091971297   ||  MeanChi2: 108.2588343282473   ||  StdChi2: 4.1177327034355615   ||  
GenNb-33   ||  MinChi2: 103.79580949448297   ||  MeanChi2: 105.20923893373102   ||  StdChi2: 1.4037245848040871   ||  
GenNb-34   ||  MinChi2: 103.77010369435614   ||  MeanChi2: 105.19795065424681   ||  StdChi2: 1.4150251959983267   ||  
GenNb-35   ||  MinChi2: 103.51158452349338   ||  MeanChi2: 105.12689441149942   ||  StdChi2: 1.4888603156236064   ||  
GenNb-36   ||  MinChi2: 103.33006060136476   ||  MeanChi2: 104.52584525493302   ||  StdChi2: 1.2671143374335723   ||  
GenNb-37   ||  MinChi2: 103.33006060136476   ||  MeanChi2: 103.82488714135033   ||  StdChi2: 0.3582828527198654   ||  
GenNb-40   ||  MinChi2: 103.21223143888643   ||  MeanChi2: 103.37490244851745   ||  StdChi2: 0.21907224890351365   ||  
GenNb-41   ||  MinChi2: 103.13837317403166   ||  MeanChi2: 103.32698059168418   ||  StdChi2: 0.2432693414416868   ||  
GenNb-42   ||  MinChi2: 103.13837317403166   ||  MeanChi2: 103.27107854733626   ||  StdChi2: 0.17271252486672384   ||  
GenNb-44   ||  MinChi2: 103.13794139457609   ||  MeanChi2: 103.16947315999793   ||  StdChi2: 0.04102403575913186   ||  
