PointID,Higgs,mTop,ThetaHiggs,TopYukawa,HiggsTrilin
Point T4-912-01102019130406,82.5685037580968,181.5669047766697,0.06885734260252076,0.9889800313472099,9.786751677006572
Point T5-524-01102019133141,123.00060929456956,164.2227239563153,0.03345926171532486,0.9907743584484667,31.973323600460336
Point T0-764-01102019130003,240.29095805969385,461.7040104523145,0.14789605803373487,0.9805071690207495,37.87469455696808
Point T1-635-01102019131105,12.113304077051984,24.67494091146974,0.031495485305234716,-0.9908375726160862,2.1729349896952415
Point T2-407-01102019130640,168.71971597523535,191.91440821538188,0.06915182752791275,0.9889599027176582,50.16247989559074
Point T7-745-01102019130052,123.7420350925526,205.60712241473445,0.04667795898903737,-0.9902494404494268,29.517158289900582
Point T2-349-01102019130646,64.25579354468321,107.16410932839021,0.05319263938714035,0.9899270832271547,11.653545932297305
Point T3-160-01102019130524,99.05947994983825,161.91439526206753,0.05826474050158813,0.9896470178933154,19.196765163400112
Point T0-100-01102019130009,75.24432629183521,175.3657333085115,0.0762167714351774,0.9884512939239628,8.187707055670835
Point T5-491-01102019133144,125.3402267518131,187.22634025589136,0.09837425473682722,0.9865362901132338,29.535061957423164
Point T1-537-01102019131114,80.90623171863993,194.80406607949848,0.3686744487858738,0.9247177063017802,8.641747921147745
Point T4-355-01102019130412,135.37507290862692,275.70331152973677,0.494446932882701,0.8725990025801128,19.65094341292596
Point T2-380-01102019130652,247.7153604402194,288.53729402246626,0.1160976470022526,0.9846558184517085,74.1473374249795
Point T7-216-01102019130101,79.4581228557084,182.68948741445334,0.10005907032214532,0.9863708495208935,8.865713166772434
Point T3-25-01102019130530,40.932616156173154,61.802424991852476,0.02550698217812864,0.9910067492568504,8.74402800734045
Point T7-224-01102019130107,86.07286223804095,187.75870864047016,0.160007561188953,0.9786660528573516,10.662968713331152
Point T3-251-01102019130535,88.56079229365123,167.04988433166056,0.12406639864082568,0.9837094923738072,13.987459519500705
Point T5-564-01102019133147,119.63722553743737,186.7638828100997,0.12025175002167732,0.9841702974191663,26.63369885551142
Point T4-520-01102019130418,73.26697730941079,173.84948266261287,0.08094876874075399,0.9880830443521016,7.730675463125334
Point T2-324-01102019130658,66.55349984916754,105.9619240948947,0.04222607826058731,0.9904455548652698,12.963825189988304
Point T0-123-01102019130015,126.52961517989377,166.32927679913098,0.06367884346461092,0.9893199757463205,28.716876112072956
Point T2-755-01102019130703,73.37235409527435,99.25996521974189,0.0505635621484375,0.9900622314597352,17.52185716446213
Point T3-243-01102019130541,82.15190829043635,138.52911378843467,0.05626587791643287,0.9897604288439643,14.774615167386832
Point T1-718-01102019131120,112.10639658625834,184.68374852807392,0.26715437636917244,0.9561628120942042,22.946736959354354
Point T3-793-01102019130547,150.0567285364267,176.87257145288768,0.10498655910383997,0.9858709271656463,42.2155552003928
Point T5-219-01102019133151,113.14636935383263,195.63325987169824,0.15871193743670559,0.9788698676330544,21.674068629192025
Point T7-586-01102019130114,74.8292856175039,180.5983635169931,0.11320428022457482,0.984983949314446,7.733495813031305
Point T0-888-01102019130021,103.065012930977,189.87905827423057,0.10354994263097578,0.9860191528896225,16.755663033731324
Point T5-132-01102019133154,105.03465678067143,209.0439090570351,0.0968603109680759,0.9866825631784549,14.480240110390994
Point T5-627-01102019133158,99.36186865229216,175.71237375518268,0.12516879238689824,0.9835736581070844,17.672019264302097
Point T5-334-01102019133201,72.15315153797366,182.47538368233964,0.218298640555438,0.9678023189158453,7.000308837438796
Point T1-954-01102019131126,57.65316015140902,152.59998072830683,0.26712725842368706,0.9561699084777586,4.962640608306109
Point T7-595-01102019130120,85.0777461882185,184.32446513592507,0.15707888863222583,0.979124421951514,10.620248457230808
Point T0-366-01102019130026,123.67306369713147,205.26047360362648,0.045634226069404704,-0.9902971804135846,29.47903010944611
Point T2-843-01102019130709,107.7000519696424,110.79378082909663,0.03862712429686958,0.9905897474381832,36.366447499246384
Point T4-124-01102019130424,113.82316328960188,184.42039672167766,0.054016196120323746,0.9898833406877241,21.779035720644305
Point T3-247-01102019130553,37.68250760188979,59.23417095467333,0.019313562148434375,0.9911443302763899,9.199197883436108
Point T5-836-01102019133205,112.0828935210893,176.9921560050028,0.06494908476194786,0.9892390456705141,22.864851521490525
Point T1-366-01102019131132,95.31053205399941,179.04270881708823,0.2510364383140564,0.9602564782167451,14.587529505615564
Point T7-586-01102019130126,149.34780912204053,236.71080625571992,0.10168332835243661,0.986208704609639,31.813998584179398
Point T0-35-01102019130035,122.66806225964453,161.39393021732903,0.06418286555520104,0.9892880543336516,27.81785111789781
Point T2-174-01102019130715,77.5370909644097,170.36493727650688,0.06302159521754902,-0.9893612239394273,11.697105781811109
Point T4-414-01102019130430,79.5860257104654,185.32841467146707,0.1015048816340531,0.9862266456505477,8.701334528351785
Point T3-149-01102019130558,97.0603980217441,166.13260399605042,0.07780856822016875,0.9883298884467772,17.602559356837162
Point T1-633-01102019131137,96.0482434181279,154.92609919002658,0.2239735245838213,0.966568394514836,19.386849950230143
Point T3-108-01102019130604,37.82579289584528,59.45940505232783,0.019313562148434375,0.9911443302763899,9.234177237431048
Point T5-249-01102019133208,139.41038954501326,193.16473699393475,0.069589446955383,0.9889298321381099,36.4619890850748
Point T0-721-01102019130041,121.77587746036922,160.72547525693307,0.06560120279867587,0.989196877622987,27.573761917470396
Point T2-88-01102019130723,39.48989069799173,62.3815790404334,0.019313562148434375,0.9911443302763899,9.291104856278242
Point T0-187-01102019130047,81.67757106415671,187.0365272509448,0.09302227511296038,0.987043249080762,9.148037605996912
Point T7-162-01102019130132,82.92142513266755,177.08454582567043,0.15265952200424024,0.9798002017566494,10.618008478164327
Point T3-898-01102019130609,86.10031017540427,155.77223452876413,0.10097969632678473,0.9862792655785623,14.434790126504767
Point T1-624-01102019131144,23.167187609388726,31.589135073748043,0.03929915702585827,0.99056379654045,6.038259331556154
