Thread #1    Minimum χ²: 2.5502443130373766 <---   Gen #: 20
Thread #2    Minimum χ²: 2.4241983304262544 <---   Gen #: 25
Thread #3    Minimum χ²: 7.161039785474876 <---   Gen #: 20
Thread #4    Minimum χ²: 2.7787430830968645 <---   Gen #: 24
Thread #5    Minimum χ²: 9.201545193133073 <---   Gen #: 15
Thread #6    Minimum χ²: 9.115561834070308 <---   Gen #: 14
Thread #7    Minimum χ²: 0.48580769532981016 <---   Gen #: 19
Thread #8    Minimum χ²: 0.6725863608971834 <---   Gen #: 21
