GenNb-1   ||  MinChi2: 1152.7546155374537   ||  MeanChi2: 1152.7546155374537   ||  StdChi2: 0.0   ||  
GenNb-2   ||  MinChi2: 1067.8067050688235   ||  MeanChi2: 1067.8067050688235   ||  StdChi2: 0.0   ||  
GenNb-3   ||  MinChi2: 1035.9038983441126   ||  MeanChi2: 1035.9038983441126   ||  StdChi2: 0.0   ||  
GenNb-4   ||  MinChi2: 1027.972426990032   ||  MeanChi2: 1027.972426990032   ||  StdChi2: 0.0   ||  
GenNb-5   ||  MinChi2: 1027.7800514533178   ||  MeanChi2: 1027.7800514533178   ||  StdChi2: 0.0   ||  
GenNb-6   ||  MinChi2: 1021.8552000588594   ||  MeanChi2: 1021.8552000588594   ||  StdChi2: 0.0   ||  
GenNb-7   ||  MinChi2: 958.0914704712181   ||  MeanChi2: 958.0914704712181   ||  StdChi2: 0.0   ||  
GenNb-8   ||  MinChi2: 938.8553929518821   ||  MeanChi2: 938.8553929518821   ||  StdChi2: 0.0   ||  
GenNb-9   ||  MinChi2: 927.4650982353636   ||  MeanChi2: 927.4650982353636   ||  StdChi2: 0.0   ||  
GenNb-10   ||  MinChi2: 926.9860834053816   ||  MeanChi2: 926.9860834053816   ||  StdChi2: 0.0   ||  
GenNb-11   ||  MinChi2: 922.6036219009885   ||  MeanChi2: 922.6036219009885   ||  StdChi2: 0.0   ||  
GenNb-12   ||  MinChi2: 901.8597092895832   ||  MeanChi2: 901.8597092895832   ||  StdChi2: 0.0   ||  
GenNb-13   ||  MinChi2: 885.4035816597375   ||  MeanChi2: 885.4035816597375   ||  StdChi2: 0.0   ||  
GenNb-14   ||  MinChi2: 885.1049283257901   ||  MeanChi2: 885.1049283257901   ||  StdChi2: 0.0   ||  
GenNb-15   ||  MinChi2: 835.3842042824806   ||  MeanChi2: 835.3842042824806   ||  StdChi2: 0.0   ||  
GenNb-16   ||  MinChi2: 833.1772337047208   ||  MeanChi2: 833.1772337047208   ||  StdChi2: 0.0   ||  
GenNb-17   ||  MinChi2: 831.0647364415937   ||  MeanChi2: 831.0647364415937   ||  StdChi2: 0.0   ||  
GenNb-18   ||  MinChi2: 830.8858711199852   ||  MeanChi2: 830.8858711199852   ||  StdChi2: 0.0   ||  
GenNb-19   ||  MinChi2: 812.3713123127153   ||  MeanChi2: 812.3713123127153   ||  StdChi2: 0.0   ||  
GenNb-20   ||  MinChi2: 808.7072469609059   ||  MeanChi2: 808.7072469609059   ||  StdChi2: 0.0   ||  
GenNb-21   ||  MinChi2: 785.2757358941429   ||  MeanChi2: 785.2757358941429   ||  StdChi2: 0.0   ||  
GenNb-22   ||  MinChi2: 728.9821475086586   ||  MeanChi2: 728.9821475086586   ||  StdChi2: 0.0   ||  
GenNb-23   ||  MinChi2: 700.2168644733521   ||  MeanChi2: 700.2168644733521   ||  StdChi2: 0.0   ||  
GenNb-24   ||  MinChi2: 661.7455690018953   ||  MeanChi2: 661.7455690018953   ||  StdChi2: 0.0   ||  
