GenNb-1   ||  MinChi2: 130.88613635184416   ||  MeanChi2: 130.88613635184416   ||  StdChi2: 0.0   ||  
GenNb-2   ||  MinChi2: 130.28015564272582   ||  MeanChi2: 130.28015564272582   ||  StdChi2: 0.0   ||  
GenNb-3   ||  MinChi2: 130.18291925318084   ||  MeanChi2: 130.18291925318084   ||  StdChi2: 0.0   ||  
GenNb-4   ||  MinChi2: 126.23183213713865   ||  MeanChi2: 126.23183213713865   ||  StdChi2: 0.0   ||  
GenNb-5   ||  MinChi2: 125.5797164091076   ||  MeanChi2: 125.5797164091076   ||  StdChi2: 0.0   ||  
GenNb-6   ||  MinChi2: 125.53102454917429   ||  MeanChi2: 125.53102454917429   ||  StdChi2: 0.0   ||  
GenNb-7   ||  MinChi2: 123.46757431332978   ||  MeanChi2: 123.46757431332978   ||  StdChi2: 0.0   ||  
GenNb-8   ||  MinChi2: 122.94436835552416   ||  MeanChi2: 122.94436835552416   ||  StdChi2: 0.0   ||  
GenNb-9   ||  MinChi2: 122.67306643194752   ||  MeanChi2: 122.67306643194752   ||  StdChi2: 0.0   ||  
GenNb-10   ||  MinChi2: 122.32193371120074   ||  MeanChi2: 122.32193371120074   ||  StdChi2: 0.0   ||  
GenNb-11   ||  MinChi2: 121.81164704926752   ||  MeanChi2: 121.81164704926752   ||  StdChi2: 0.0   ||  
GenNb-12   ||  MinChi2: 121.42502401465437   ||  MeanChi2: 121.42502401465437   ||  StdChi2: 0.0   ||  
GenNb-13   ||  MinChi2: 120.0712286196486   ||  MeanChi2: 120.0712286196486   ||  StdChi2: 0.0   ||  
GenNb-14   ||  MinChi2: 119.07510330455486   ||  MeanChi2: 119.07510330455486   ||  StdChi2: 0.0   ||  
GenNb-15   ||  MinChi2: 117.41439926764973   ||  MeanChi2: 117.41439926764973   ||  StdChi2: 0.0   ||  
GenNb-16   ||  MinChi2: 117.02825970505215   ||  MeanChi2: 117.02825970505215   ||  StdChi2: 0.0   ||  
GenNb-17   ||  MinChi2: 114.758575802715   ||  MeanChi2: 114.758575802715   ||  StdChi2: 0.0   ||  
GenNb-18   ||  MinChi2: 112.96324600564165   ||  MeanChi2: 112.96324600564165   ||  StdChi2: 0.0   ||  
GenNb-19   ||  MinChi2: 112.62004914639972   ||  MeanChi2: 112.62004914639972   ||  StdChi2: 0.0   ||  
GenNb-20   ||  MinChi2: 112.36623647447625   ||  MeanChi2: 112.36623647447625   ||  StdChi2: 0.0   ||  
GenNb-21   ||  MinChi2: 111.81985409471261   ||  MeanChi2: 111.81985409471261   ||  StdChi2: 0.0   ||  
GenNb-22   ||  MinChi2: 109.11440914942092   ||  MeanChi2: 109.11440914942092   ||  StdChi2: 0.0   ||  
GenNb-23   ||  MinChi2: 109.06829951812973   ||  MeanChi2: 109.06829951812973   ||  StdChi2: 0.0   ||  
GenNb-24   ||  MinChi2: 108.18617535671144   ||  MeanChi2: 108.18617535671144   ||  StdChi2: 0.0   ||  
GenNb-25   ||  MinChi2: 107.0879245737129   ||  MeanChi2: 107.0879245737129   ||  StdChi2: 0.0   ||  
GenNb-26   ||  MinChi2: 103.87501397687029   ||  MeanChi2: 103.87501397687029   ||  StdChi2: 0.0   ||  
