GenNb-1   ||  MinChi2: 3077.912422325354   ||  MeanChi2: 3077.912422325354   ||  StdChi2: 0.0   ||  
GenNb-2   ||  MinChi2: 2916.498872912402   ||  MeanChi2: 2916.498872912402   ||  StdChi2: 0.0   ||  
GenNb-3   ||  MinChi2: 2855.3896796989475   ||  MeanChi2: 2855.3896796989475   ||  StdChi2: 0.0   ||  
GenNb-4   ||  MinChi2: 2840.1531807107817   ||  MeanChi2: 2840.1531807107817   ||  StdChi2: 0.0   ||  
GenNb-5   ||  MinChi2: 2839.7834023752757   ||  MeanChi2: 2839.7834023752757   ||  StdChi2: 0.0   ||  
GenNb-6   ||  MinChi2: 2828.3896640056023   ||  MeanChi2: 2828.3896640056023   ||  StdChi2: 0.0   ||  
GenNb-7   ||  MinChi2: 2705.112770883625   ||  MeanChi2: 2705.112770883625   ||  StdChi2: 0.0   ||  
GenNb-8   ||  MinChi2: 2667.6761141851107   ||  MeanChi2: 2667.6761141851107   ||  StdChi2: 0.0   ||  
GenNb-9   ||  MinChi2: 2645.4520565822504   ||  MeanChi2: 2645.4520565822504   ||  StdChi2: 0.0   ||  
GenNb-10   ||  MinChi2: 2644.5164934701447   ||  MeanChi2: 2644.5164934701447   ||  StdChi2: 0.0   ||  
GenNb-11   ||  MinChi2: 2635.9535682592877   ||  MeanChi2: 2635.9535682592877   ||  StdChi2: 0.0   ||  
GenNb-12   ||  MinChi2: 2595.3338947065927   ||  MeanChi2: 2595.3338947065927   ||  StdChi2: 0.0   ||  
GenNb-13   ||  MinChi2: 2563.0046130447213   ||  MeanChi2: 2563.0046130447213   ||  StdChi2: 0.0   ||  
GenNb-14   ||  MinChi2: 2562.4170040388735   ||  MeanChi2: 2562.4170040388735   ||  StdChi2: 0.0   ||  
GenNb-15   ||  MinChi2: 2464.134451906769   ||  MeanChi2: 2464.134451906769   ||  StdChi2: 0.0   ||  
GenNb-16   ||  MinChi2: 2459.750308814076   ||  MeanChi2: 2459.750308814076   ||  StdChi2: 0.0   ||  
GenNb-17   ||  MinChi2: 2455.5520580714897   ||  MeanChi2: 2455.5520580714897   ||  StdChi2: 0.0   ||  
