GenNb-1   ||  MinChi2: 24896.581434751814   ||  MeanChi2: 24896.581434751814   ||  StdChi2: 0.0   ||  
GenNb-44   ||  MinChi2: 12083.642582120683   ||  MeanChi2: 12083.642582120683   ||  StdChi2: 0.0   ||  
GenNb-45   ||  MinChi2: 12080.01095696143   ||  MeanChi2: 12080.01095696143   ||  StdChi2: 0.0   ||  
GenNb-46   ||  MinChi2: 11839.786738667128   ||  MeanChi2: 11839.786738667128   ||  StdChi2: 0.0   ||  
GenNb-47   ||  MinChi2: 11536.399595905817   ||  MeanChi2: 11536.399595905817   ||  StdChi2: 0.0   ||  
GenNb-48   ||  MinChi2: 11486.662413665703   ||  MeanChi2: 11486.662413665703   ||  StdChi2: 0.0   ||  
GenNb-49   ||  MinChi2: 11474.825977043907   ||  MeanChi2: 11474.825977043907   ||  StdChi2: 0.0   ||  
GenNb-50   ||  MinChi2: 11317.946127473655   ||  MeanChi2: 11317.946127473655   ||  StdChi2: 0.0   ||  
GenNb-51   ||  MinChi2: 11218.677708848529   ||  MeanChi2: 11218.677708848529   ||  StdChi2: 0.0   ||  
GenNb-52   ||  MinChi2: 10962.027655323867   ||  MeanChi2: 10962.027655323867   ||  StdChi2: 0.0   ||  
GenNb-53   ||  MinChi2: 10704.625924814532   ||  MeanChi2: 10704.625924814532   ||  StdChi2: 0.0   ||  
GenNb-54   ||  MinChi2: 10692.865909393942   ||  MeanChi2: 10692.865909393942   ||  StdChi2: 0.0   ||  
GenNb-55   ||  MinChi2: 10144.75424565226   ||  MeanChi2: 10144.75424565226   ||  StdChi2: 0.0   ||  
GenNb-56   ||  MinChi2: 9818.437263811433   ||  MeanChi2: 9818.437263811433   ||  StdChi2: 0.0   ||  
GenNb-57   ||  MinChi2: 9316.246452151088   ||  MeanChi2: 9316.246452151088   ||  StdChi2: 0.0   ||  
GenNb-58   ||  MinChi2: 9260.933044213749   ||  MeanChi2: 9260.933044213749   ||  StdChi2: 0.0   ||  
GenNb-59   ||  MinChi2: 9014.669954879164   ||  MeanChi2: 9014.669954879164   ||  StdChi2: 0.0   ||  
GenNb-60   ||  MinChi2: 8908.884388064751   ||  MeanChi2: 8908.884388064751   ||  StdChi2: 0.0   ||  
GenNb-61   ||  MinChi2: 8562.634340225095   ||  MeanChi2: 8562.634340225095   ||  StdChi2: 0.0   ||  
GenNb-62   ||  MinChi2: 8208.960933903254   ||  MeanChi2: 8208.960933903254   ||  StdChi2: 0.0   ||  
GenNb-63   ||  MinChi2: 8093.760636131656   ||  MeanChi2: 8093.760636131656   ||  StdChi2: 0.0   ||  
GenNb-64   ||  MinChi2: 7795.741266338057   ||  MeanChi2: 7795.741266338057   ||  StdChi2: 0.0   ||  
GenNb-65   ||  MinChi2: 7691.013267602391   ||  MeanChi2: 7691.013267602391   ||  StdChi2: 0.0   ||  
GenNb-66   ||  MinChi2: 7509.561728816359   ||  MeanChi2: 7509.561728816359   ||  StdChi2: 0.0   ||  
GenNb-67   ||  MinChi2: 7233.542495824132   ||  MeanChi2: 7233.542495824132   ||  StdChi2: 0.0   ||  
GenNb-68   ||  MinChi2: 7045.515304528707   ||  MeanChi2: 7045.515304528707   ||  StdChi2: 0.0   ||  
GenNb-69   ||  MinChi2: 6938.262226464333   ||  MeanChi2: 6938.262226464333   ||  StdChi2: 0.0   ||  
GenNb-70   ||  MinChi2: 6927.927299784243   ||  MeanChi2: 6927.927299784243   ||  StdChi2: 0.0   ||  
GenNb-71   ||  MinChi2: 6898.076917197458   ||  MeanChi2: 6898.076917197458   ||  StdChi2: 0.0   ||  
GenNb-72   ||  MinChi2: 6795.849578201966   ||  MeanChi2: 6795.849578201966   ||  StdChi2: 0.0   ||  
GenNb-73   ||  MinChi2: 6791.114176158273   ||  MeanChi2: 6791.114176158273   ||  StdChi2: 0.0   ||  
GenNb-74   ||  MinChi2: 6502.013517844085   ||  MeanChi2: 6502.013517844085   ||  StdChi2: 0.0   ||  
GenNb-75   ||  MinChi2: 6314.316372056359   ||  MeanChi2: 6314.316372056359   ||  StdChi2: 0.0   ||  
GenNb-76   ||  MinChi2: 6037.8606805210065   ||  MeanChi2: 6037.8606805210065   ||  StdChi2: 0.0   ||  
GenNb-77   ||  MinChi2: 5837.455653356655   ||  MeanChi2: 5837.455653356655   ||  StdChi2: 0.0   ||  
GenNb-78   ||  MinChi2: 5662.495200757008   ||  MeanChi2: 5662.495200757008   ||  StdChi2: 0.0   ||  
GenNb-79   ||  MinChi2: 5488.545582292874   ||  MeanChi2: 5488.545582292874   ||  StdChi2: 0.0   ||  
GenNb-80   ||  MinChi2: 5462.471282031964   ||  MeanChi2: 5462.471282031964   ||  StdChi2: 0.0   ||  
GenNb-81   ||  MinChi2: 5345.022557291812   ||  MeanChi2: 5345.022557291812   ||  StdChi2: 0.0   ||  
GenNb-82   ||  MinChi2: 5328.434081294361   ||  MeanChi2: 5328.434081294361   ||  StdChi2: 0.0   ||  
GenNb-83   ||  MinChi2: 5258.639945038533   ||  MeanChi2: 5258.639945038533   ||  StdChi2: 0.0   ||  
GenNb-84   ||  MinChi2: 5239.752516276676   ||  MeanChi2: 5239.752516276676   ||  StdChi2: 0.0   ||  
GenNb-85   ||  MinChi2: 5227.74635417909   ||  MeanChi2: 5227.74635417909   ||  StdChi2: 0.0   ||  
GenNb-86   ||  MinChi2: 4777.498967234429   ||  MeanChi2: 4777.498967234429   ||  StdChi2: 0.0   ||  
GenNb-87   ||  MinChi2: 4596.029608753356   ||  MeanChi2: 4596.029608753356   ||  StdChi2: 0.0   ||  
GenNb-88   ||  MinChi2: 4559.478033104173   ||  MeanChi2: 4559.478033104173   ||  StdChi2: 0.0   ||  
GenNb-89   ||  MinChi2: 4550.7144276516465   ||  MeanChi2: 4550.7144276516465   ||  StdChi2: 0.0   ||  
GenNb-90   ||  MinChi2: 4434.19204956397   ||  MeanChi2: 4434.19204956397   ||  StdChi2: 0.0   ||  
GenNb-91   ||  MinChi2: 4240.307451603724   ||  MeanChi2: 4240.307451603724   ||  StdChi2: 0.0   ||  
GenNb-92   ||  MinChi2: 4104.226813173084   ||  MeanChi2: 4104.226813173084   ||  StdChi2: 0.0   ||  
GenNb-93   ||  MinChi2: 4026.8024932562744   ||  MeanChi2: 4026.8024932562744   ||  StdChi2: 0.0   ||  
GenNb-94   ||  MinChi2: 4004.3012056856246   ||  MeanChi2: 4004.3012056856246   ||  StdChi2: 0.0   ||  
GenNb-95   ||  MinChi2: 3870.5033083438398   ||  MeanChi2: 3870.5033083438398   ||  StdChi2: 0.0   ||  
GenNb-96   ||  MinChi2: 3725.5975799613793   ||  MeanChi2: 3725.5975799613793   ||  StdChi2: 0.0   ||  
GenNb-97   ||  MinChi2: 3434.6766898127566   ||  MeanChi2: 3434.6766898127566   ||  StdChi2: 0.0   ||  
GenNb-98   ||  MinChi2: 3427.7491274333133   ||  MeanChi2: 3427.7491274333133   ||  StdChi2: 0.0   ||  
GenNb-99   ||  MinChi2: 3027.9818891934206   ||  MeanChi2: 3027.9818891934206   ||  StdChi2: 0.0   ||  
GenNb-100   ||  MinChi2: 2936.934042216177   ||  MeanChi2: 2936.934042216177   ||  StdChi2: 0.0   ||  
GenNb-101   ||  MinChi2: 2891.1445461121466   ||  MeanChi2: 2891.1445461121466   ||  StdChi2: 0.0   ||  
GenNb-102   ||  MinChi2: 2736.4109429660402   ||  MeanChi2: 2736.4109429660402   ||  StdChi2: 0.0   ||  
GenNb-103   ||  MinChi2: 2653.672694240535   ||  MeanChi2: 2653.672694240535   ||  StdChi2: 0.0   ||  
GenNb-104   ||  MinChi2: 2651.629995069774   ||  MeanChi2: 2651.629995069774   ||  StdChi2: 0.0   ||  
GenNb-105   ||  MinChi2: 2597.176848215005   ||  MeanChi2: 2597.176848215005   ||  StdChi2: 0.0   ||  
GenNb-106   ||  MinChi2: 2571.0922264555356   ||  MeanChi2: 2571.0922264555356   ||  StdChi2: 0.0   ||  
GenNb-107   ||  MinChi2: 1917.3286872546091   ||  MeanChi2: 1917.3286872546091   ||  StdChi2: 0.0   ||  
GenNb-108   ||  MinChi2: 1899.2892693076103   ||  MeanChi2: 1899.2892693076103   ||  StdChi2: 0.0   ||  
GenNb-109   ||  MinChi2: 1884.5795898610893   ||  MeanChi2: 1884.5795898610893   ||  StdChi2: 0.0   ||  
GenNb-110   ||  MinChi2: 1877.2722297321145   ||  MeanChi2: 1877.2722297321145   ||  StdChi2: 0.0   ||  
GenNb-111   ||  MinChi2: 1833.3320941384493   ||  MeanChi2: 1833.3320941384493   ||  StdChi2: 0.0   ||  
GenNb-112   ||  MinChi2: 1804.6052844691915   ||  MeanChi2: 1804.6052844691915   ||  StdChi2: 0.0   ||  
GenNb-113   ||  MinChi2: 1768.964756565552   ||  MeanChi2: 1768.964756565552   ||  StdChi2: 0.0   ||  
GenNb-114   ||  MinChi2: 1650.9078904772218   ||  MeanChi2: 1650.9078904772218   ||  StdChi2: 0.0   ||  
GenNb-115   ||  MinChi2: 1633.5631182823324   ||  MeanChi2: 1633.5631182823324   ||  StdChi2: 0.0   ||  
GenNb-116   ||  MinChi2: 1566.5447334137832   ||  MeanChi2: 1566.5447334137832   ||  StdChi2: 0.0   ||  
GenNb-117   ||  MinChi2: 1481.1171110079217   ||  MeanChi2: 1481.1171110079217   ||  StdChi2: 0.0   ||  
GenNb-118   ||  MinChi2: 1444.647065342269   ||  MeanChi2: 1444.647065342269   ||  StdChi2: 0.0   ||  
GenNb-119   ||  MinChi2: 1309.000045343134   ||  MeanChi2: 1309.000045343134   ||  StdChi2: 0.0   ||  
GenNb-120   ||  MinChi2: 1298.9884767059539   ||  MeanChi2: 1298.9884767059539   ||  StdChi2: 0.0   ||  
GenNb-121   ||  MinChi2: 1297.8668642994407   ||  MeanChi2: 1297.8668642994407   ||  StdChi2: 0.0   ||  
GenNb-122   ||  MinChi2: 1277.902510581487   ||  MeanChi2: 1277.902510581487   ||  StdChi2: 0.0   ||  
GenNb-123   ||  MinChi2: 1223.0194265728892   ||  MeanChi2: 1223.0194265728892   ||  StdChi2: 0.0   ||  
GenNb-124   ||  MinChi2: 1206.8326493201798   ||  MeanChi2: 1206.8326493201798   ||  StdChi2: 0.0   ||  
GenNb-125   ||  MinChi2: 1174.6190661898925   ||  MeanChi2: 1174.6190661898925   ||  StdChi2: 0.0   ||  
GenNb-126   ||  MinChi2: 1095.0450404989647   ||  MeanChi2: 1095.0450404989647   ||  StdChi2: 0.0   ||  
GenNb-127   ||  MinChi2: 1084.176624343511   ||  MeanChi2: 1084.176624343511   ||  StdChi2: 0.0   ||  
GenNb-128   ||  MinChi2: 1078.959592189945   ||  MeanChi2: 1078.959592189945   ||  StdChi2: 0.0   ||  
GenNb-129   ||  MinChi2: 987.7489453898263   ||  MeanChi2: 987.7489453898263   ||  StdChi2: 0.0   ||  
GenNb-130   ||  MinChi2: 968.5086644673318   ||  MeanChi2: 968.5086644673318   ||  StdChi2: 0.0   ||  
GenNb-131   ||  MinChi2: 963.6524325700921   ||  MeanChi2: 963.6524325700921   ||  StdChi2: 0.0   ||  
GenNb-132   ||  MinChi2: 961.3490611241367   ||  MeanChi2: 961.3490611241367   ||  StdChi2: 0.0   ||  
GenNb-133   ||  MinChi2: 960.8237956422804   ||  MeanChi2: 960.8237956422804   ||  StdChi2: 0.0   ||  
GenNb-134   ||  MinChi2: 838.7671541782419   ||  MeanChi2: 838.7671541782419   ||  StdChi2: 0.0   ||  
GenNb-135   ||  MinChi2: 832.6246174556364   ||  MeanChi2: 832.6246174556364   ||  StdChi2: 0.0   ||  
GenNb-136   ||  MinChi2: 808.4258443358661   ||  MeanChi2: 808.4258443358661   ||  StdChi2: 0.0   ||  
GenNb-137   ||  MinChi2: 796.2456685435901   ||  MeanChi2: 796.2456685435901   ||  StdChi2: 0.0   ||  
GenNb-138   ||  MinChi2: 745.7121054977035   ||  MeanChi2: 745.7121054977035   ||  StdChi2: 0.0   ||  
GenNb-139   ||  MinChi2: 744.9799074884658   ||  MeanChi2: 744.9799074884658   ||  StdChi2: 0.0   ||  
GenNb-140   ||  MinChi2: 730.9567361765766   ||  MeanChi2: 730.9567361765766   ||  StdChi2: 0.0   ||  
GenNb-141   ||  MinChi2: 708.6900826607698   ||  MeanChi2: 708.6900826607698   ||  StdChi2: 0.0   ||  
GenNb-142   ||  MinChi2: 694.0671673018477   ||  MeanChi2: 694.0671673018477   ||  StdChi2: 0.0   ||  
GenNb-143   ||  MinChi2: 646.6495773380567   ||  MeanChi2: 646.6495773380567   ||  StdChi2: 0.0   ||  
GenNb-144   ||  MinChi2: 643.792923763958   ||  MeanChi2: 643.792923763958   ||  StdChi2: 0.0   ||  
GenNb-145   ||  MinChi2: 507.30759041245483   ||  MeanChi2: 507.30759041245483   ||  StdChi2: 0.0   ||  
GenNb-146   ||  MinChi2: 432.3616620565508   ||  MeanChi2: 432.3616620565508   ||  StdChi2: 0.0   ||  
GenNb-147   ||  MinChi2: 432.33482101291213   ||  MeanChi2: 432.33482101291213   ||  StdChi2: 0.0   ||  
GenNb-148   ||  MinChi2: 421.72547070106907   ||  MeanChi2: 421.72547070106907   ||  StdChi2: 0.0   ||  
GenNb-149   ||  MinChi2: 402.69163246635594   ||  MeanChi2: 402.69163246635594   ||  StdChi2: 0.0   ||  
GenNb-150   ||  MinChi2: 376.44299404697733   ||  MeanChi2: 376.44299404697733   ||  StdChi2: 0.0   ||  
GenNb-151   ||  MinChi2: 358.7977264618273   ||  MeanChi2: 358.7977264618273   ||  StdChi2: 0.0   ||  
GenNb-152   ||  MinChi2: 356.28617174521037   ||  MeanChi2: 356.28617174521037   ||  StdChi2: 0.0   ||  
GenNb-153   ||  MinChi2: 323.98837237091755   ||  MeanChi2: 323.98837237091755   ||  StdChi2: 0.0   ||  
