GenNb-1   ||  MinChi2: 271.21521198879776   ||  MeanChi2: 271.21521198879776   ||  StdChi2: 0.0   ||  
GenNb-2   ||  MinChi2: 271.1366202657711   ||  MeanChi2: 271.1366202657711   ||  StdChi2: 0.0   ||  
GenNb-3   ||  MinChi2: 270.41714934381116   ||  MeanChi2: 270.41714934381116   ||  StdChi2: 0.0   ||  
GenNb-4   ||  MinChi2: 267.0001106339854   ||  MeanChi2: 267.0001106339854   ||  StdChi2: 0.0   ||  
GenNb-5   ||  MinChi2: 264.2723999078018   ||  MeanChi2: 264.2723999078018   ||  StdChi2: 0.0   ||  
GenNb-6   ||  MinChi2: 264.22272536175154   ||  MeanChi2: 264.22272536175154   ||  StdChi2: 0.0   ||  
GenNb-7   ||  MinChi2: 255.89931300654573   ||  MeanChi2: 255.89931300654573   ||  StdChi2: 0.0   ||  
GenNb-8   ||  MinChi2: 255.5257579663384   ||  MeanChi2: 255.5257579663384   ||  StdChi2: 0.0   ||  
GenNb-9   ||  MinChi2: 255.1679178130612   ||  MeanChi2: 255.1679178130612   ||  StdChi2: 0.0   ||  
GenNb-10   ||  MinChi2: 255.13760456845208   ||  MeanChi2: 255.13760456845208   ||  StdChi2: 0.0   ||  
GenNb-11   ||  MinChi2: 249.74426825525896   ||  MeanChi2: 249.74426825525896   ||  StdChi2: 0.0   ||  
GenNb-12   ||  MinChi2: 248.67545104711314   ||  MeanChi2: 248.67545104711314   ||  StdChi2: 0.0   ||  
GenNb-13   ||  MinChi2: 241.8360627089927   ||  MeanChi2: 241.8360627089927   ||  StdChi2: 0.0   ||  
GenNb-14   ||  MinChi2: 225.36121715074728   ||  MeanChi2: 225.36121715074728   ||  StdChi2: 0.0   ||  
GenNb-15   ||  MinChi2: 216.90280643608926   ||  MeanChi2: 216.90280643608926   ||  StdChi2: 0.0   ||  
GenNb-16   ||  MinChi2: 205.55728029302503   ||  MeanChi2: 205.55728029302503   ||  StdChi2: 0.0   ||  
GenNb-17   ||  MinChi2: 203.6804812363343   ||  MeanChi2: 203.6804812363343   ||  StdChi2: 0.0   ||  
GenNb-18   ||  MinChi2: 202.04430239805333   ||  MeanChi2: 202.04430239805333   ||  StdChi2: 0.0   ||  
GenNb-19   ||  MinChi2: 199.9366163897826   ||  MeanChi2: 199.9366163897826   ||  StdChi2: 0.0   ||  
GenNb-20   ||  MinChi2: 198.2926868483467   ||  MeanChi2: 198.2926868483467   ||  StdChi2: 0.0   ||  
GenNb-21   ||  MinChi2: 198.13075534412062   ||  MeanChi2: 198.13075534412062   ||  StdChi2: 0.0   ||  
GenNb-22   ||  MinChi2: 195.2543723207022   ||  MeanChi2: 195.2543723207022   ||  StdChi2: 0.0   ||  
GenNb-23   ||  MinChi2: 192.29383037260928   ||  MeanChi2: 192.29383037260928   ||  StdChi2: 0.0   ||  
GenNb-24   ||  MinChi2: 190.61850839490043   ||  MeanChi2: 190.61850839490043   ||  StdChi2: 0.0   ||  
GenNb-25   ||  MinChi2: 186.98284263173062   ||  MeanChi2: 186.98284263173062   ||  StdChi2: 0.0   ||  
GenNb-26   ||  MinChi2: 184.31353290095203   ||  MeanChi2: 184.31353290095203   ||  StdChi2: 0.0   ||  
GenNb-27   ||  MinChi2: 183.70014394954927   ||  MeanChi2: 183.70014394954927   ||  StdChi2: 0.0   ||  
GenNb-28   ||  MinChi2: 183.68750717434258   ||  MeanChi2: 183.68750717434258   ||  StdChi2: 0.0   ||  
GenNb-29   ||  MinChi2: 181.62402300762375   ||  MeanChi2: 181.62402300762375   ||  StdChi2: 0.0   ||  
GenNb-30   ||  MinChi2: 179.04006518478172   ||  MeanChi2: 179.04006518478172   ||  StdChi2: 0.0   ||  
GenNb-31   ||  MinChi2: 171.59157619291838   ||  MeanChi2: 171.59157619291838   ||  StdChi2: 0.0   ||  
GenNb-32   ||  MinChi2: 168.64148861750155   ||  MeanChi2: 168.64148861750155   ||  StdChi2: 0.0   ||  
GenNb-33   ||  MinChi2: 167.61965699072633   ||  MeanChi2: 167.61965699072633   ||  StdChi2: 0.0   ||  
GenNb-34   ||  MinChi2: 167.5405591051825   ||  MeanChi2: 167.5405591051825   ||  StdChi2: 0.0   ||  
GenNb-35   ||  MinChi2: 162.32334726833795   ||  MeanChi2: 162.32334726833795   ||  StdChi2: 0.0   ||  
GenNb-36   ||  MinChi2: 155.75604356250946   ||  MeanChi2: 155.75604356250946   ||  StdChi2: 0.0   ||  
GenNb-37   ||  MinChi2: 154.6795466877257   ||  MeanChi2: 154.6795466877257   ||  StdChi2: 0.0   ||  
GenNb-38   ||  MinChi2: 154.42338401008465   ||  MeanChi2: 154.42338401008465   ||  StdChi2: 0.0   ||  
GenNb-39   ||  MinChi2: 151.03526005849272   ||  MeanChi2: 151.03526005849272   ||  StdChi2: 0.0   ||  
GenNb-40   ||  MinChi2: 148.89386773339493   ||  MeanChi2: 148.89386773339493   ||  StdChi2: 0.0   ||  
GenNb-41   ||  MinChi2: 143.37695044810866   ||  MeanChi2: 143.37695044810866   ||  StdChi2: 0.0   ||  
GenNb-42   ||  MinChi2: 137.8640526757195   ||  MeanChi2: 137.8640526757195   ||  StdChi2: 0.0   ||  
GenNb-43   ||  MinChi2: 137.61221670641788   ||  MeanChi2: 137.61221670641788   ||  StdChi2: 0.0   ||  
GenNb-44   ||  MinChi2: 125.9771543401112   ||  MeanChi2: 125.9771543401112   ||  StdChi2: 0.0   ||  
GenNb-45   ||  MinChi2: 119.09338544609834   ||  MeanChi2: 119.09338544609834   ||  StdChi2: 0.0   ||  
GenNb-46   ||  MinChi2: 108.60870707083507   ||  MeanChi2: 108.60870707083507   ||  StdChi2: 0.0   ||  
GenNb-47   ||  MinChi2: 107.45713529202756   ||  MeanChi2: 107.45713529202756   ||  StdChi2: 0.0   ||  
GenNb-48   ||  MinChi2: 102.35876953188601   ||  MeanChi2: 102.35876953188601   ||  StdChi2: 0.0   ||  
GenNb-49   ||  MinChi2: 100.17659571529326   ||  MeanChi2: 100.17659571529326   ||  StdChi2: 0.0   ||  
GenNb-50   ||  MinChi2: 93.09717451984507   ||  MeanChi2: 93.09717451984507   ||  StdChi2: 0.0   ||  
GenNb-51   ||  MinChi2: 85.9493028671191   ||  MeanChi2: 85.9493028671191   ||  StdChi2: 0.0   ||  
GenNb-52   ||  MinChi2: 83.63566096153033   ||  MeanChi2: 83.63566096153033   ||  StdChi2: 0.0   ||  
GenNb-53   ||  MinChi2: 77.70988650553953   ||  MeanChi2: 77.70988650553953   ||  StdChi2: 0.0   ||  
GenNb-54   ||  MinChi2: 75.64144043611802   ||  MeanChi2: 75.64144043611802   ||  StdChi2: 0.0   ||  
GenNb-55   ||  MinChi2: 72.0838852545921   ||  MeanChi2: 72.0838852545921   ||  StdChi2: 0.0   ||  
GenNb-56   ||  MinChi2: 66.73827363803348   ||  MeanChi2: 66.73827363803348   ||  StdChi2: 0.0   ||  
GenNb-57   ||  MinChi2: 63.1388846254046   ||  MeanChi2: 63.1388846254046   ||  StdChi2: 0.0   ||  
GenNb-58   ||  MinChi2: 61.10164852682426   ||  MeanChi2: 61.10164852682426   ||  StdChi2: 0.0   ||  
GenNb-59   ||  MinChi2: 60.9058409482521   ||  MeanChi2: 60.9058409482521   ||  StdChi2: 0.0   ||  
GenNb-60   ||  MinChi2: 60.341113467743874   ||  MeanChi2: 60.341113467743874   ||  StdChi2: 0.0   ||  
GenNb-61   ||  MinChi2: 58.41668511688782   ||  MeanChi2: 58.41668511688782   ||  StdChi2: 0.0   ||  
GenNb-62   ||  MinChi2: 58.32775585672145   ||  MeanChi2: 58.32775585672145   ||  StdChi2: 0.0   ||  
GenNb-63   ||  MinChi2: 52.96914721623808   ||  MeanChi2: 52.96914721623808   ||  StdChi2: 0.0   ||  
GenNb-64   ||  MinChi2: 49.54658411475494   ||  MeanChi2: 49.54658411475494   ||  StdChi2: 0.0   ||  
GenNb-65   ||  MinChi2: 44.60563508119394   ||  MeanChi2: 44.60563508119394   ||  StdChi2: 0.0   ||  
GenNb-66   ||  MinChi2: 41.097718638243386   ||  MeanChi2: 41.097718638243386   ||  StdChi2: 0.0   ||  
GenNb-67   ||  MinChi2: 38.091857323966636   ||  MeanChi2: 38.091857323966636   ||  StdChi2: 0.0   ||  
GenNb-68   ||  MinChi2: 35.160562920894144   ||  MeanChi2: 35.160562920894144   ||  StdChi2: 0.0   ||  
GenNb-69   ||  MinChi2: 34.72553891909826   ||  MeanChi2: 34.72553891909826   ||  StdChi2: 0.0   ||  
GenNb-70   ||  MinChi2: 32.78574956805683   ||  MeanChi2: 32.78574956805683   ||  StdChi2: 0.0   ||  
GenNb-71   ||  MinChi2: 32.51377837830299   ||  MeanChi2: 32.51377837830299   ||  StdChi2: 0.0   ||  
GenNb-72   ||  MinChi2: 31.376847769001973   ||  MeanChi2: 31.376847769001973   ||  StdChi2: 0.0   ||  
GenNb-73   ||  MinChi2: 31.07082850481717   ||  MeanChi2: 31.07082850481717   ||  StdChi2: 0.0   ||  
GenNb-74   ||  MinChi2: 30.876700968070992   ||  MeanChi2: 30.876700968070992   ||  StdChi2: 0.0   ||  
GenNb-75   ||  MinChi2: 23.88589126222732   ||  MeanChi2: 23.88589126222732   ||  StdChi2: 0.0   ||  
GenNb-76   ||  MinChi2: 21.20839688412715   ||  MeanChi2: 21.20839688412715   ||  StdChi2: 0.0   ||  
GenNb-77   ||  MinChi2: 20.67958248124407   ||  MeanChi2: 20.67958248124407   ||  StdChi2: 0.0   ||  
GenNb-78   ||  MinChi2: 20.5533430630378   ||  MeanChi2: 20.5533430630378   ||  StdChi2: 0.0   ||  
GenNb-79   ||  MinChi2: 18.89996840350656   ||  MeanChi2: 18.89996840350656   ||  StdChi2: 0.0   ||  
GenNb-80   ||  MinChi2: 16.249485223656762   ||  MeanChi2: 16.249485223656762   ||  StdChi2: 0.0   ||  
GenNb-81   ||  MinChi2: 14.465761504491086   ||  MeanChi2: 14.465761504491086   ||  StdChi2: 0.0   ||  
GenNb-82   ||  MinChi2: 13.480775741354039   ||  MeanChi2: 13.480775741354039   ||  StdChi2: 0.0   ||  
GenNb-83   ||  MinChi2: 13.198633549702746   ||  MeanChi2: 13.198633549702746   ||  StdChi2: 0.0   ||  
GenNb-84   ||  MinChi2: 11.565974273932422   ||  MeanChi2: 11.565974273932422   ||  StdChi2: 0.0   ||  
GenNb-85   ||  MinChi2: 9.883693861359953   ||  MeanChi2: 9.883693861359953   ||  StdChi2: 0.0   ||  
