GenNb-1   ||  MinChi2: 52.75523220388865   ||  MeanChi2: 52.75523220388865   ||  StdChi2: 0.0   ||  
GenNb-2   ||  MinChi2: 52.665265290688254   ||  MeanChi2: 52.665265290688254   ||  StdChi2: 0.0   ||  
GenNb-3   ||  MinChi2: 52.086642443896984   ||  MeanChi2: 52.086642443896984   ||  StdChi2: 0.0   ||  
GenNb-4   ||  MinChi2: 50.66992146878586   ||  MeanChi2: 50.66992146878586   ||  StdChi2: 0.0   ||  
GenNb-5   ||  MinChi2: 49.927603175397614   ||  MeanChi2: 49.927603175397614   ||  StdChi2: 0.0   ||  
GenNb-6   ||  MinChi2: 48.91577361366335   ||  MeanChi2: 48.91577361366335   ||  StdChi2: 0.0   ||  
GenNb-7   ||  MinChi2: 48.746295419070606   ||  MeanChi2: 48.746295419070606   ||  StdChi2: 0.0   ||  
GenNb-8   ||  MinChi2: 48.59808285207546   ||  MeanChi2: 48.59808285207546   ||  StdChi2: 0.0   ||  
GenNb-9   ||  MinChi2: 48.40653189202765   ||  MeanChi2: 48.40653189202765   ||  StdChi2: 0.0   ||  
GenNb-10   ||  MinChi2: 48.256614704511264   ||  MeanChi2: 48.256614704511264   ||  StdChi2: 0.0   ||  
GenNb-11   ||  MinChi2: 48.2311957130752   ||  MeanChi2: 48.2311957130752   ||  StdChi2: 0.0   ||  
GenNb-12   ||  MinChi2: 47.779045593848   ||  MeanChi2: 47.779045593848   ||  StdChi2: 0.0   ||  
GenNb-13   ||  MinChi2: 47.31215510274942   ||  MeanChi2: 47.31215510274942   ||  StdChi2: 0.0   ||  
GenNb-14   ||  MinChi2: 47.047222070704535   ||  MeanChi2: 47.047222070704535   ||  StdChi2: 0.0   ||  
GenNb-15   ||  MinChi2: 46.47064183984013   ||  MeanChi2: 46.47064183984013   ||  StdChi2: 0.0   ||  
GenNb-16   ||  MinChi2: 46.04571373059186   ||  MeanChi2: 46.04571373059186   ||  StdChi2: 0.0   ||  
GenNb-17   ||  MinChi2: 45.94785748316628   ||  MeanChi2: 45.94785748316628   ||  StdChi2: 0.0   ||  
GenNb-18   ||  MinChi2: 45.94584061279565   ||  MeanChi2: 45.94584061279565   ||  StdChi2: 0.0   ||  
