GenNb-1   ||  MinChi2: 23900.276086215374   ||  MeanChi2: 136159.21691696174   ||  StdChi2: 75366.39627281712   ||  
GenNb-2   ||  MinChi2: 23900.276086215374   ||  MeanChi2: 93164.3978973896   ||  StdChi2: 51919.652814862035   ||  
GenNb-3   ||  MinChi2: 9943.2195384148   ||  MeanChi2: 78058.19974755497   ||  StdChi2: 58164.020375505774   ||  
GenNb-4   ||  MinChi2: 9943.2195384148   ||  MeanChi2: 60569.008392718184   ||  StdChi2: 45397.37556369564   ||  
GenNb-5   ||  MinChi2: 9943.2195384148   ||  MeanChi2: 46764.57497585033   ||  StdChi2: 32281.822834838633   ||  
GenNb-6   ||  MinChi2: 132.32170887109888   ||  MeanChi2: 33245.16289747408   ||  StdChi2: 33092.17626696219   ||  
GenNb-7   ||  MinChi2: 132.32170887109888   ||  MeanChi2: 17395.395020088716   ||  StdChi2: 31547.261465262858   ||  
GenNb-8   ||  MinChi2: 132.32170887109888   ||  MeanChi2: 7445.1299271862445   ||  StdChi2: 10964.653982349002   ||  
GenNb-9   ||  MinChi2: 132.32170887109888   ||  MeanChi2: 6702.585629613138   ||  StdChi2: 10650.565444030892   ||  
GenNb-10   ||  MinChi2: 54.92599991345949   ||  MeanChi2: 2492.2042387460588   ||  StdChi2: 2662.171801246857   ||  
GenNb-11   ||  MinChi2: 54.92599991345949   ||  MeanChi2: 1670.9739398636573   ||  StdChi2: 1989.1478353248388   ||  
GenNb-12   ||  MinChi2: 54.92599991345949   ||  MeanChi2: 1285.2736130870326   ||  StdChi2: 1798.1076362124827   ||  
GenNb-13   ||  MinChi2: 54.92599991345949   ||  MeanChi2: 681.1641206962131   ||  StdChi2: 865.8001309967085   ||  
GenNb-14   ||  MinChi2: 20.582496653636753   ||  MeanChi2: 292.8102750988976   ||  StdChi2: 268.60070760968887   ||  
GenNb-15   ||  MinChi2: 20.582496653636753   ||  MeanChi2: 189.49417406973703   ||  StdChi2: 190.80211489088327   ||  
GenNb-16   ||  MinChi2: 14.654840220308776   ||  MeanChi2: 96.57367413955838   ||  StdChi2: 137.71381158862224   ||  
GenNb-17   ||  MinChi2: 13.207767206123428   ||  MeanChi2: 61.25560949538445   ||  StdChi2: 39.22189646364077   ||  
GenNb-18   ||  MinChi2: 0.20954782000680236   ||  MeanChi2: 46.942711728664044   ||  StdChi2: 40.87010318768317   ||  
