GenNb-1   ||  MinChi2: 9400.064605687941   ||  MeanChi2: 247498.718582676   ||  StdChi2: 222951.64982160242   ||  
GenNb-2   ||  MinChi2: 8717.435900879118   ||  MeanChi2: 232704.88882648686   ||  StdChi2: 217679.2291274471   ||  
GenNb-3   ||  MinChi2: 4339.478928256251   ||  MeanChi2: 188972.45763394271   ||  StdChi2: 208447.84588628964   ||  
GenNb-4   ||  MinChi2: 4339.478928256251   ||  MeanChi2: 93594.52870719085   ||  StdChi2: 109166.92684828978   ||  
GenNb-6   ||  MinChi2: 107.90770278467133   ||  MeanChi2: 63125.885149513335   ||  StdChi2: 85199.44126927463   ||  
GenNb-7   ||  MinChi2: 107.90770278467133   ||  MeanChi2: 56142.01289762409   ||  StdChi2: 86893.27115218475   ||  
GenNb-8   ||  MinChi2: 107.90770278467133   ||  MeanChi2: 36668.25062374049   ||  StdChi2: 66422.14621829282   ||  
GenNb-9   ||  MinChi2: 86.13916529833092   ||  MeanChi2: 22663.663432639405   ||  StdChi2: 34694.451335822334   ||  
GenNb-10   ||  MinChi2: 26.29828836225206   ||  MeanChi2: 21719.723793500158   ||  StdChi2: 35226.471608954904   ||  
GenNb-11   ||  MinChi2: 26.29828836225206   ||  MeanChi2: 8347.120601553037   ||  StdChi2: 16112.261672050805   ||  
GenNb-12   ||  MinChi2: 26.29828836225206   ||  MeanChi2: 6872.948788128463   ||  StdChi2: 16402.655079759897   ||  
GenNb-13   ||  MinChi2: 26.29828836225206   ||  MeanChi2: 6729.720853737273   ||  StdChi2: 16456.750204055752   ||  
GenNb-14   ||  MinChi2: 26.29828836225206   ||  MeanChi2: 740.0909304259434   ||  StdChi2: 1363.8174647658816   ||  
GenNb-15   ||  MinChi2: 26.29828836225206   ||  MeanChi2: 379.37039173312127   ||  StdChi2: 930.419792332284   ||  
GenNb-16   ||  MinChi2: 26.29828836225206   ||  MeanChi2: 368.6163686316173   ||  StdChi2: 933.9845568588555   ||  
GenNb-17   ||  MinChi2: 3.153003707019075   ||  MeanChi2: 335.87339361146496   ||  StdChi2: 942.201168027873   ||  
