GenNb-1   ||  MinChi2: 50.343293704196796   ||  MeanChi2: 209169.16328620753   ||  StdChi2: 195242.90257803185   ||  
GenNb-2   ||  MinChi2: 50.343293704196796   ||  MeanChi2: 197613.7167895405   ||  StdChi2: 178675.85108636357   ||  
GenNb-3   ||  MinChi2: 50.343293704196796   ||  MeanChi2: 189207.9507646654   ||  StdChi2: 176820.695970868   ||  
GenNb-5   ||  MinChi2: 50.343293704196796   ||  MeanChi2: 136298.48644465592   ||  StdChi2: 179610.48904499982   ||  
GenNb-6   ||  MinChi2: 50.343293704196796   ||  MeanChi2: 94296.75699244092   ||  StdChi2: 181103.0936534131   ||  
GenNb-7   ||  MinChi2: 50.343293704196796   ||  MeanChi2: 86264.01574856421   ||  StdChi2: 171312.99897759943   ||  
GenNb-8   ||  MinChi2: 50.343293704196796   ||  MeanChi2: 70377.9164549764   ||  StdChi2: 150962.8558182512   ||  
GenNb-9   ||  MinChi2: 50.343293704196796   ||  MeanChi2: 32600.828679016384   ||  StdChi2: 76093.25065546407   ||  
GenNb-10   ||  MinChi2: 50.343293704196796   ||  MeanChi2: 9058.12855778155   ||  StdChi2: 13026.83615654036   ||  
GenNb-11   ||  MinChi2: 50.343293704196796   ||  MeanChi2: 6171.696347278716   ||  StdChi2: 11139.255786267022   ||  
GenNb-12   ||  MinChi2: 0.24595200773249018   ||  MeanChi2: 3342.0483482330915   ||  StdChi2: 5468.126245898905   ||  
