GenNb-1   ||  MinChi2: 15993.41222043034   ||  MeanChi2: 266495.4452906819   ||  StdChi2: 189338.41391830455   ||  
GenNb-2   ||  MinChi2: 15993.41222043034   ||  MeanChi2: 234484.78037819924   ||  StdChi2: 207680.53241309876   ||  
GenNb-3   ||  MinChi2: 15993.41222043034   ||  MeanChi2: 201439.3586441824   ||  StdChi2: 173095.25768117103   ||  
GenNb-4   ||  MinChi2: 708.9659162044218   ||  MeanChi2: 165048.61278285968   ||  StdChi2: 179924.83884822007   ||  
GenNb-5   ||  MinChi2: 708.9659162044218   ||  MeanChi2: 81098.70453254659   ||  StdChi2: 120742.96683017217   ||  
GenNb-6   ||  MinChi2: 708.9659162044218   ||  MeanChi2: 78331.20768229214   ||  StdChi2: 120912.17882287895   ||  
GenNb-7   ||  MinChi2: 708.9659162044218   ||  MeanChi2: 49112.982285203485   ||  StdChi2: 73133.42309267617   ||  
GenNb-8   ||  MinChi2: 708.9659162044218   ||  MeanChi2: 42318.54343180528   ||  StdChi2: 74205.04714167478   ||  
GenNb-9   ||  MinChi2: 708.9659162044218   ||  MeanChi2: 41962.20596137224   ||  StdChi2: 74383.55047812569   ||  
GenNb-11   ||  MinChi2: 708.9659162044218   ||  MeanChi2: 20810.350132955497   ||  StdChi2: 27321.407539582346   ||  
GenNb-12   ||  MinChi2: 276.8952799296842   ||  MeanChi2: 17269.90280582728   ||  StdChi2: 26987.741265363795   ||  
GenNb-13   ||  MinChi2: 276.8952799296842   ||  MeanChi2: 7099.156978298401   ||  StdChi2: 8345.852954821821   ||  
GenNb-14   ||  MinChi2: 275.6062648148338   ||  MeanChi2: 2700.0685292386374   ||  StdChi2: 2564.4319338371365   ||  
GenNb-15   ||  MinChi2: 135.7512125262251   ||  MeanChi2: 1952.286132215571   ||  StdChi2: 2620.737924837231   ||  
GenNb-16   ||  MinChi2: 135.7512125262251   ||  MeanChi2: 1529.2157508734285   ||  StdChi2: 2586.1818559828757   ||  
GenNb-17   ||  MinChi2: 1.0541618075822954   ||  MeanChi2: 540.4373103712668   ||  StdChi2: 426.7031284322508   ||  
