GenNb-1   ||  MinChi2: 105230.13893202599   ||  MeanChi2: 105230.13893202599   ||  StdChi2: 0.0   ||  
GenNb-2   ||  MinChi2: 105225.65215896751   ||  MeanChi2: 105225.65215896751   ||  StdChi2: 0.0   ||  
GenNb-3   ||  MinChi2: 104482.99218847082   ||  MeanChi2: 104482.99218847082   ||  StdChi2: 0.0   ||  
GenNb-4   ||  MinChi2: 104476.53322184614   ||  MeanChi2: 104476.53322184614   ||  StdChi2: 0.0   ||  
GenNb-5   ||  MinChi2: 103578.17040808452   ||  MeanChi2: 103578.17040808452   ||  StdChi2: 0.0   ||  
GenNb-6   ||  MinChi2: 102173.2194903133   ||  MeanChi2: 102173.2194903133   ||  StdChi2: 0.0   ||  
GenNb-7   ||  MinChi2: 100510.32377403328   ||  MeanChi2: 100510.32377403328   ||  StdChi2: 0.0   ||  
GenNb-8   ||  MinChi2: 100409.14499844432   ||  MeanChi2: 100409.14499844432   ||  StdChi2: 0.0   ||  
GenNb-9   ||  MinChi2: 99163.97263996628   ||  MeanChi2: 99163.97263996628   ||  StdChi2: 0.0   ||  
GenNb-10   ||  MinChi2: 97343.4677465766   ||  MeanChi2: 97343.4677465766   ||  StdChi2: 0.0   ||  
GenNb-11   ||  MinChi2: 95103.26295093556   ||  MeanChi2: 95103.26295093556   ||  StdChi2: 0.0   ||  
GenNb-12   ||  MinChi2: 94319.33142298245   ||  MeanChi2: 94319.33142298245   ||  StdChi2: 0.0   ||  
GenNb-13   ||  MinChi2: 94116.1463050461   ||  MeanChi2: 94116.1463050461   ||  StdChi2: 0.0   ||  
GenNb-14   ||  MinChi2: 93171.52105802721   ||  MeanChi2: 93171.52105802721   ||  StdChi2: 0.0   ||  
GenNb-15   ||  MinChi2: 90310.16599246551   ||  MeanChi2: 90310.16599246551   ||  StdChi2: 0.0   ||  
GenNb-16   ||  MinChi2: 89715.46488225357   ||  MeanChi2: 89715.46488225357   ||  StdChi2: 0.0   ||  
GenNb-17   ||  MinChi2: 87612.2461798305   ||  MeanChi2: 87612.2461798305   ||  StdChi2: 0.0   ||  
GenNb-18   ||  MinChi2: 87451.24891810308   ||  MeanChi2: 87451.24891810308   ||  StdChi2: 0.0   ||  
GenNb-19   ||  MinChi2: 87271.28760333372   ||  MeanChi2: 87271.28760333372   ||  StdChi2: 0.0   ||  
GenNb-20   ||  MinChi2: 87244.32188549964   ||  MeanChi2: 87244.32188549964   ||  StdChi2: 0.0   ||  
GenNb-21   ||  MinChi2: 85146.07972313161   ||  MeanChi2: 85146.07972313161   ||  StdChi2: 0.0   ||  
GenNb-22   ||  MinChi2: 85037.29707442195   ||  MeanChi2: 85037.29707442195   ||  StdChi2: 0.0   ||  
GenNb-23   ||  MinChi2: 82940.24495396168   ||  MeanChi2: 82940.24495396168   ||  StdChi2: 0.0   ||  
GenNb-24   ||  MinChi2: 80972.57354965423   ||  MeanChi2: 80972.57354965423   ||  StdChi2: 0.0   ||  
GenNb-25   ||  MinChi2: 80834.50102314814   ||  MeanChi2: 80834.50102314814   ||  StdChi2: 0.0   ||  
GenNb-26   ||  MinChi2: 80240.48397175389   ||  MeanChi2: 80240.48397175389   ||  StdChi2: 0.0   ||  
GenNb-27   ||  MinChi2: 80117.78361083887   ||  MeanChi2: 80117.78361083887   ||  StdChi2: 0.0   ||  
GenNb-28   ||  MinChi2: 79615.10884001084   ||  MeanChi2: 79615.10884001084   ||  StdChi2: 0.0   ||  
GenNb-29   ||  MinChi2: 78907.32419686434   ||  MeanChi2: 78907.32419686434   ||  StdChi2: 0.0   ||  
GenNb-30   ||  MinChi2: 78566.15902595996   ||  MeanChi2: 78566.15902595996   ||  StdChi2: 0.0   ||  
GenNb-31   ||  MinChi2: 76799.09688185672   ||  MeanChi2: 76799.09688185672   ||  StdChi2: 0.0   ||  
GenNb-32   ||  MinChi2: 75967.23704911816   ||  MeanChi2: 75967.23704911816   ||  StdChi2: 0.0   ||  
GenNb-33   ||  MinChi2: 75928.78078679186   ||  MeanChi2: 75928.78078679186   ||  StdChi2: 0.0   ||  
GenNb-34   ||  MinChi2: 75122.44656755791   ||  MeanChi2: 75122.44656755791   ||  StdChi2: 0.0   ||  
GenNb-35   ||  MinChi2: 72121.7686543061   ||  MeanChi2: 72121.7686543061   ||  StdChi2: 0.0   ||  
GenNb-36   ||  MinChi2: 71977.63299172139   ||  MeanChi2: 71977.63299172139   ||  StdChi2: 0.0   ||  
GenNb-37   ||  MinChi2: 71958.0612654774   ||  MeanChi2: 71958.0612654774   ||  StdChi2: 0.0   ||  
GenNb-38   ||  MinChi2: 69421.7973352557   ||  MeanChi2: 69421.7973352557   ||  StdChi2: 0.0   ||  
GenNb-39   ||  MinChi2: 68008.94015251125   ||  MeanChi2: 68008.94015251125   ||  StdChi2: 0.0   ||  
GenNb-40   ||  MinChi2: 65266.49834431725   ||  MeanChi2: 65266.49834431725   ||  StdChi2: 0.0   ||  
GenNb-41   ||  MinChi2: 59576.39942216329   ||  MeanChi2: 59576.39942216329   ||  StdChi2: 0.0   ||  
GenNb-42   ||  MinChi2: 58583.433975317814   ||  MeanChi2: 58583.433975317814   ||  StdChi2: 0.0   ||  
GenNb-43   ||  MinChi2: 57283.78099518229   ||  MeanChi2: 57283.78099518229   ||  StdChi2: 0.0   ||  
GenNb-44   ||  MinChi2: 55954.83700166074   ||  MeanChi2: 55954.83700166074   ||  StdChi2: 0.0   ||  
