GenNb-1   ||  MinChi2: 57650.2999595435   ||  MeanChi2: 57650.2999595435   ||  StdChi2: 0.0   ||  
GenNb-2   ||  MinChi2: 57647.63287044478   ||  MeanChi2: 57647.63287044478   ||  StdChi2: 0.0   ||  
GenNb-3   ||  MinChi2: 57206.237628826086   ||  MeanChi2: 57206.237628826086   ||  StdChi2: 0.0   ||  
GenNb-4   ||  MinChi2: 57202.39936820461   ||  MeanChi2: 57202.39936820461   ||  StdChi2: 0.0   ||  
GenNb-5   ||  MinChi2: 56668.64361792521   ||  MeanChi2: 56668.64361792521   ||  StdChi2: 0.0   ||  
GenNb-6   ||  MinChi2: 55834.301140096715   ||  MeanChi2: 55834.301140096715   ||  StdChi2: 0.0   ||  
GenNb-7   ||  MinChi2: 54847.41703166832   ||  MeanChi2: 54847.41703166832   ||  StdChi2: 0.0   ||  
GenNb-8   ||  MinChi2: 54787.39292002804   ||  MeanChi2: 54787.39292002804   ||  StdChi2: 0.0   ||  
GenNb-9   ||  MinChi2: 54048.914066865924   ||  MeanChi2: 54048.914066865924   ||  StdChi2: 0.0   ||  
GenNb-10   ||  MinChi2: 52969.95548718016   ||  MeanChi2: 52969.95548718016   ||  StdChi2: 0.0   ||  
GenNb-11   ||  MinChi2: 51643.483988254105   ||  MeanChi2: 51643.483988254105   ||  StdChi2: 0.0   ||  
GenNb-12   ||  MinChi2: 51179.63080163399   ||  MeanChi2: 51179.63080163399   ||  StdChi2: 0.0   ||  
GenNb-13   ||  MinChi2: 51059.43422948853   ||  MeanChi2: 51059.43422948853   ||  StdChi2: 0.0   ||  
GenNb-14   ||  MinChi2: 50500.78447611059   ||  MeanChi2: 50500.78447611059   ||  StdChi2: 0.0   ||  
GenNb-15   ||  MinChi2: 48810.170171910846   ||  MeanChi2: 48810.170171910846   ||  StdChi2: 0.0   ||  
GenNb-16   ||  MinChi2: 48459.10124166845   ||  MeanChi2: 48459.10124166845   ||  StdChi2: 0.0   ||  
GenNb-17   ||  MinChi2: 47218.38457396122   ||  MeanChi2: 47218.38457396122   ||  StdChi2: 0.0   ||  
GenNb-18   ||  MinChi2: 47123.46714149682   ||  MeanChi2: 47123.46714149682   ||  StdChi2: 0.0   ||  
GenNb-19   ||  MinChi2: 47017.379002131405   ||  MeanChi2: 47017.379002131405   ||  StdChi2: 0.0   ||  
GenNb-20   ||  MinChi2: 47001.483456384194   ||  MeanChi2: 47001.483456384194   ||  StdChi2: 0.0   ||  
GenNb-21   ||  MinChi2: 45765.34553893164   ||  MeanChi2: 45765.34553893164   ||  StdChi2: 0.0   ||  
GenNb-22   ||  MinChi2: 45701.29754564851   ||  MeanChi2: 45701.29754564851   ||  StdChi2: 0.0   ||  
GenNb-23   ||  MinChi2: 44467.38925769254   ||  MeanChi2: 44467.38925769254   ||  StdChi2: 0.0   ||  
GenNb-24   ||  MinChi2: 43310.98049977194   ||  MeanChi2: 43310.98049977194   ||  StdChi2: 0.0   ||  
GenNb-25   ||  MinChi2: 43229.885844744276   ||  MeanChi2: 43229.885844744276   ||  StdChi2: 0.0   ||  
GenNb-26   ||  MinChi2: 42881.07736545024   ||  MeanChi2: 42881.07736545024   ||  StdChi2: 0.0   ||  
GenNb-27   ||  MinChi2: 42809.04318269213   ||  MeanChi2: 42809.04318269213   ||  StdChi2: 0.0   ||  
GenNb-28   ||  MinChi2: 42513.99288974606   ||  MeanChi2: 42513.99288974606   ||  StdChi2: 0.0   ||  
GenNb-29   ||  MinChi2: 42098.707717946505   ||  MeanChi2: 42098.707717946505   ||  StdChi2: 0.0   ||  
GenNb-30   ||  MinChi2: 41898.5986825805   ||  MeanChi2: 41898.5986825805   ||  StdChi2: 0.0   ||  
GenNb-31   ||  MinChi2: 41294.23176684075   ||  MeanChi2: 41294.23176684075   ||  StdChi2: 0.0   ||  
GenNb-32   ||  MinChi2: 41007.860109929345   ||  MeanChi2: 41007.860109929345   ||  StdChi2: 0.0   ||  
GenNb-33   ||  MinChi2: 40994.58572845728   ||  MeanChi2: 40994.58572845728   ||  StdChi2: 0.0   ||  
GenNb-34   ||  MinChi2: 40715.95223364781   ||  MeanChi2: 40715.95223364781   ||  StdChi2: 0.0   ||  
GenNb-35   ||  MinChi2: 39672.54115303063   ||  MeanChi2: 39672.54115303063   ||  StdChi2: 0.0   ||  
GenNb-36   ||  MinChi2: 39621.91264060373   ||  MeanChi2: 39621.91264060373   ||  StdChi2: 0.0   ||  
GenNb-37   ||  MinChi2: 39615.03446701675   ||  MeanChi2: 39615.03446701675   ||  StdChi2: 0.0   ||  
