GenNb-1   ||  MinChi2: 56142.33866119142   ||  MeanChi2: 56142.33866119142   ||  StdChi2: 0.0   ||  
GenNb-2   ||  MinChi2: 56116.06492386235   ||  MeanChi2: 56116.06492386235   ||  StdChi2: 0.0   ||  
GenNb-3   ||  MinChi2: 56075.63809595527   ||  MeanChi2: 56075.63809595527   ||  StdChi2: 0.0   ||  
GenNb-4   ||  MinChi2: 55136.869054063216   ||  MeanChi2: 55136.869054063216   ||  StdChi2: 0.0   ||  
GenNb-5   ||  MinChi2: 54988.0289797852   ||  MeanChi2: 54988.0289797852   ||  StdChi2: 0.0   ||  
GenNb-6   ||  MinChi2: 54921.17319864601   ||  MeanChi2: 54921.17319864601   ||  StdChi2: 0.0   ||  
GenNb-7   ||  MinChi2: 54552.97267404037   ||  MeanChi2: 54552.97267404037   ||  StdChi2: 0.0   ||  
GenNb-8   ||  MinChi2: 54552.53386199497   ||  MeanChi2: 54552.53386199497   ||  StdChi2: 0.0   ||  
GenNb-9   ||  MinChi2: 54449.600476644315   ||  MeanChi2: 54449.600476644315   ||  StdChi2: 0.0   ||  
GenNb-10   ||  MinChi2: 54224.007368242004   ||  MeanChi2: 54224.007368242004   ||  StdChi2: 0.0   ||  
GenNb-11   ||  MinChi2: 54084.046496249604   ||  MeanChi2: 54084.046496249604   ||  StdChi2: 0.0   ||  
GenNb-12   ||  MinChi2: 53927.36374004522   ||  MeanChi2: 53927.36374004522   ||  StdChi2: 0.0   ||  
GenNb-13   ||  MinChi2: 52427.36640884225   ||  MeanChi2: 52427.36640884225   ||  StdChi2: 0.0   ||  
GenNb-14   ||  MinChi2: 52309.683879836244   ||  MeanChi2: 52309.683879836244   ||  StdChi2: 0.0   ||  
GenNb-15   ||  MinChi2: 52280.528161913346   ||  MeanChi2: 52280.528161913346   ||  StdChi2: 0.0   ||  
GenNb-16   ||  MinChi2: 52094.57722635299   ||  MeanChi2: 52094.57722635299   ||  StdChi2: 0.0   ||  
GenNb-17   ||  MinChi2: 51960.11622591963   ||  MeanChi2: 51960.11622591963   ||  StdChi2: 0.0   ||  
GenNb-18   ||  MinChi2: 51751.850226544986   ||  MeanChi2: 51751.850226544986   ||  StdChi2: 0.0   ||  
