GenNb-1   ||  MinChi2: 21097.64721555523   ||  MeanChi2: 21097.64721555523   ||  StdChi2: 0.0   ||  
GenNb-2   ||  MinChi2: 21085.87677276517   ||  MeanChi2: 21085.87677276517   ||  StdChi2: 0.0   ||  
GenNb-3   ||  MinChi2: 21067.76688316164   ||  MeanChi2: 21067.76688316164   ||  StdChi2: 0.0   ||  
GenNb-4   ||  MinChi2: 20647.585109022646   ||  MeanChi2: 20647.585109022646   ||  StdChi2: 0.0   ||  
GenNb-5   ||  MinChi2: 20581.029387375853   ||  MeanChi2: 20581.029387375853   ||  StdChi2: 0.0   ||  
GenNb-6   ||  MinChi2: 20551.139678318174   ||  MeanChi2: 20551.139678318174   ||  StdChi2: 0.0   ||  
GenNb-7   ||  MinChi2: 20386.589188166534   ||  MeanChi2: 20386.589188166534   ||  StdChi2: 0.0   ||  
GenNb-8   ||  MinChi2: 20386.393145592814   ||  MeanChi2: 20386.393145592814   ||  StdChi2: 0.0   ||  
GenNb-9   ||  MinChi2: 20340.41114613803   ||  MeanChi2: 20340.41114613803   ||  StdChi2: 0.0   ||  
GenNb-10   ||  MinChi2: 20239.664855838622   ||  MeanChi2: 20239.664855838622   ||  StdChi2: 0.0   ||  
GenNb-11   ||  MinChi2: 20177.181206725247   ||  MeanChi2: 20177.181206725247   ||  StdChi2: 0.0   ||  
GenNb-12   ||  MinChi2: 20107.251145310936   ||  MeanChi2: 20107.251145310936   ||  StdChi2: 0.0   ||  
GenNb-13   ||  MinChi2: 19438.802733459874   ||  MeanChi2: 19438.802733459874   ||  StdChi2: 0.0   ||  
GenNb-14   ||  MinChi2: 19386.439334440925   ||  MeanChi2: 19386.439334440925   ||  StdChi2: 0.0   ||  
GenNb-15   ||  MinChi2: 19373.468182913854   ||  MeanChi2: 19373.468182913854   ||  StdChi2: 0.0   ||  
GenNb-16   ||  MinChi2: 19290.757151772774   ||  MeanChi2: 19290.757151772774   ||  StdChi2: 0.0   ||  
GenNb-17   ||  MinChi2: 19230.967328215836   ||  MeanChi2: 19230.967328215836   ||  StdChi2: 0.0   ||  
GenNb-18   ||  MinChi2: 19138.38991204048   ||  MeanChi2: 19138.38991204048   ||  StdChi2: 0.0   ||  
GenNb-19   ||  MinChi2: 18787.180342395583   ||  MeanChi2: 18787.180342395583   ||  StdChi2: 0.0   ||  
