GenNb-1   ||  MinChi2: 35992.45706621773   ||  MeanChi2: 35992.45706621773   ||  StdChi2: 0.0   ||  
GenNb-2   ||  MinChi2: 35974.33692405968   ||  MeanChi2: 35974.33692405968   ||  StdChi2: 0.0   ||  
GenNb-3   ||  MinChi2: 35946.456483668815   ||  MeanChi2: 35946.456483668815   ||  StdChi2: 0.0   ||  
GenNb-4   ||  MinChi2: 35299.24863321263   ||  MeanChi2: 35299.24863321263   ||  StdChi2: 0.0   ||  
GenNb-5   ||  MinChi2: 35196.67347378046   ||  MeanChi2: 35196.67347378046   ||  StdChi2: 0.0   ||  
GenNb-6   ||  MinChi2: 35150.602363465536   ||  MeanChi2: 35150.602363465536   ||  StdChi2: 0.0   ||  
GenNb-7   ||  MinChi2: 34896.90965817564   ||  MeanChi2: 34896.90965817564   ||  StdChi2: 0.0   ||  
GenNb-8   ||  MinChi2: 34896.60735281557   ||  MeanChi2: 34896.60735281557   ||  StdChi2: 0.0   ||  
GenNb-9   ||  MinChi2: 34825.69731530825   ||  MeanChi2: 34825.69731530825   ||  StdChi2: 0.0   ||  
GenNb-10   ||  MinChi2: 34670.30599278516   ||  MeanChi2: 34670.30599278516   ||  StdChi2: 0.0   ||  
GenNb-11   ||  MinChi2: 34573.91174785953   ||  MeanChi2: 34573.91174785953   ||  StdChi2: 0.0   ||  
GenNb-12   ||  MinChi2: 34466.01220159895   ||  MeanChi2: 34466.01220159895   ||  StdChi2: 0.0   ||  
GenNb-13   ||  MinChi2: 33433.66146000857   ||  MeanChi2: 33433.66146000857   ||  StdChi2: 0.0   ||  
GenNb-14   ||  MinChi2: 33352.7166778682   ||  MeanChi2: 33352.7166778682   ||  StdChi2: 0.0   ||  
GenNb-15   ||  MinChi2: 33332.66380343643   ||  MeanChi2: 33332.66380343643   ||  StdChi2: 0.0   ||  
GenNb-16   ||  MinChi2: 33204.77985641292   ||  MeanChi2: 33204.77985641292   ||  StdChi2: 0.0   ||  
GenNb-17   ||  MinChi2: 33112.31826935299   ||  MeanChi2: 33112.31826935299   ||  StdChi2: 0.0   ||  
GenNb-18   ||  MinChi2: 32969.123630067035   ||  MeanChi2: 32969.123630067035   ||  StdChi2: 0.0   ||  
GenNb-19   ||  MinChi2: 32425.564777512605   ||  MeanChi2: 32425.564777512605   ||  StdChi2: 0.0   ||  
