GenNb-1   ||  MinChi2: 57472.09383523615   ||  MeanChi2: 57472.09383523615   ||  StdChi2: 0.0   ||  
GenNb-2   ||  MinChi2: 57445.293054154994   ||  MeanChi2: 57445.293054154994   ||  StdChi2: 0.0   ||  
GenNb-3   ||  MinChi2: 57404.05523207304   ||  MeanChi2: 57404.05523207304   ||  StdChi2: 0.0   ||  
GenNb-4   ||  MinChi2: 56446.438803201585   ||  MeanChi2: 56446.438803201585   ||  StdChi2: 0.0   ||  
GenNb-5   ||  MinChi2: 56294.60785377055   ||  MeanChi2: 56294.60785377055   ||  StdChi2: 0.0   ||  
GenNb-6   ||  MinChi2: 56226.408396227875   ||  MeanChi2: 56226.408396227875   ||  StdChi2: 0.0   ||  
GenNb-7   ||  MinChi2: 55850.80505720729   ||  MeanChi2: 55850.80505720729   ||  StdChi2: 0.0   ||  
GenNb-8   ||  MinChi2: 55850.35741996723   ||  MeanChi2: 55850.35741996723   ||  StdChi2: 0.0   ||  
GenNb-9   ||  MinChi2: 55745.353704785666   ||  MeanChi2: 55745.353704785666   ||  StdChi2: 0.0   ||  
GenNb-10   ||  MinChi2: 55515.22192509667   ||  MeanChi2: 55515.22192509667   ||  StdChi2: 0.0   ||  
GenNb-11   ||  MinChi2: 55372.44433634489   ||  MeanChi2: 55372.44433634489   ||  StdChi2: 0.0   ||  
GenNb-12   ||  MinChi2: 55212.60754390051   ||  MeanChi2: 55212.60754390051   ||  StdChi2: 0.0   ||  
GenNb-13   ||  MinChi2: 53682.37213761626   ||  MeanChi2: 53682.37213761626   ||  StdChi2: 0.0   ||  
GenNb-14   ||  MinChi2: 53562.313925244365   ||  MeanChi2: 53562.313925244365   ||  StdChi2: 0.0   ||  
GenNb-15   ||  MinChi2: 53532.56955783817   ||  MeanChi2: 53532.56955783817   ||  StdChi2: 0.0   ||  
GenNb-16   ||  MinChi2: 53342.86358407509   ||  MeanChi2: 53342.86358407509   ||  StdChi2: 0.0   ||  
GenNb-17   ||  MinChi2: 53205.686542803625   ||  MeanChi2: 53205.686542803625   ||  StdChi2: 0.0   ||  
GenNb-18   ||  MinChi2: 52993.21238998674   ||  MeanChi2: 52993.21238998674   ||  StdChi2: 0.0   ||  
GenNb-19   ||  MinChi2: 52186.34785972596   ||  MeanChi2: 52186.34785972596   ||  StdChi2: 0.0   ||  
