GenNb-1   ||  MinChi2: 57630.464964286264   ||  MeanChi2: 57630.464964286264   ||  StdChi2: 0.0   ||  
GenNb-115   ||  MinChi2: 6596.132225115339   ||  MeanChi2: 6596.132225115339   ||  StdChi2: 0.0   ||  
GenNb-116   ||  MinChi2: 6277.040767065166   ||  MeanChi2: 6277.040767065166   ||  StdChi2: 0.0   ||  
GenNb-117   ||  MinChi2: 5900.227733206572   ||  MeanChi2: 5900.227733206572   ||  StdChi2: 0.0   ||  
GenNb-118   ||  MinChi2: 5760.249638892678   ||  MeanChi2: 5760.249638892678   ||  StdChi2: 0.0   ||  
GenNb-119   ||  MinChi2: 5751.620726021809   ||  MeanChi2: 5751.620726021809   ||  StdChi2: 0.0   ||  
GenNb-120   ||  MinChi2: 5328.5437152674285   ||  MeanChi2: 5328.5437152674285   ||  StdChi2: 0.0   ||  
GenNb-121   ||  MinChi2: 5314.033931782867   ||  MeanChi2: 5314.033931782867   ||  StdChi2: 0.0   ||  
GenNb-122   ||  MinChi2: 4948.727785231885   ||  MeanChi2: 4948.727785231885   ||  StdChi2: 0.0   ||  
GenNb-123   ||  MinChi2: 4735.748307085817   ||  MeanChi2: 4735.748307085817   ||  StdChi2: 0.0   ||  
GenNb-124   ||  MinChi2: 3983.7544385080205   ||  MeanChi2: 3983.7544385080205   ||  StdChi2: 0.0   ||  
GenNb-125   ||  MinChi2: 3862.5962963722122   ||  MeanChi2: 3862.5962963722122   ||  StdChi2: 0.0   ||  
GenNb-126   ||  MinChi2: 3011.3662341512945   ||  MeanChi2: 3011.3662341512945   ||  StdChi2: 0.0   ||  
GenNb-127   ||  MinChi2: 2987.9338403644547   ||  MeanChi2: 2987.9338403644547   ||  StdChi2: 0.0   ||  
GenNb-128   ||  MinChi2: 2718.239765388234   ||  MeanChi2: 2718.239765388234   ||  StdChi2: 0.0   ||  
GenNb-129   ||  MinChi2: 2407.314141774249   ||  MeanChi2: 2407.314141774249   ||  StdChi2: 0.0   ||  
GenNb-130   ||  MinChi2: 2354.7752386533566   ||  MeanChi2: 2354.7752386533566   ||  StdChi2: 0.0   ||  
GenNb-131   ||  MinChi2: 2354.1670033361374   ||  MeanChi2: 2354.1670033361374   ||  StdChi2: 0.0   ||  
GenNb-132   ||  MinChi2: 2336.1671282969714   ||  MeanChi2: 2336.1671282969714   ||  StdChi2: 0.0   ||  
GenNb-133   ||  MinChi2: 2266.906377401594   ||  MeanChi2: 2266.906377401594   ||  StdChi2: 0.0   ||  
GenNb-134   ||  MinChi2: 2261.5713459530443   ||  MeanChi2: 2261.5713459530443   ||  StdChi2: 0.0   ||  
GenNb-135   ||  MinChi2: 2224.1666222424005   ||  MeanChi2: 2224.1666222424005   ||  StdChi2: 0.0   ||  
GenNb-136   ||  MinChi2: 2120.7157554264436   ||  MeanChi2: 2120.7157554264436   ||  StdChi2: 0.0   ||  
GenNb-137   ||  MinChi2: 2099.6923735766354   ||  MeanChi2: 2099.6923735766354   ||  StdChi2: 0.0   ||  
GenNb-138   ||  MinChi2: 2053.144377107431   ||  MeanChi2: 2053.144377107431   ||  StdChi2: 0.0   ||  
GenNb-139   ||  MinChi2: 1995.2021254532854   ||  MeanChi2: 1995.2021254532854   ||  StdChi2: 0.0   ||  
GenNb-140   ||  MinChi2: 1951.7763310432347   ||  MeanChi2: 1951.7763310432347   ||  StdChi2: 0.0   ||  
GenNb-141   ||  MinChi2: 1947.528833308687   ||  MeanChi2: 1947.528833308687   ||  StdChi2: 0.0   ||  
GenNb-142   ||  MinChi2: 1866.822882922189   ||  MeanChi2: 1866.822882922189   ||  StdChi2: 0.0   ||  
GenNb-143   ||  MinChi2: 1816.7194407314933   ||  MeanChi2: 1816.7194407314933   ||  StdChi2: 0.0   ||  
GenNb-144   ||  MinChi2: 1683.700846712663   ||  MeanChi2: 1683.700846712663   ||  StdChi2: 0.0   ||  
GenNb-145   ||  MinChi2: 1483.1100167788718   ||  MeanChi2: 1483.1100167788718   ||  StdChi2: 0.0   ||  
GenNb-146   ||  MinChi2: 1351.032738882821   ||  MeanChi2: 1351.032738882821   ||  StdChi2: 0.0   ||  
GenNb-147   ||  MinChi2: 1220.2303049924271   ||  MeanChi2: 1220.2303049924271   ||  StdChi2: 0.0   ||  
GenNb-148   ||  MinChi2: 978.9204379820771   ||  MeanChi2: 978.9204379820771   ||  StdChi2: 0.0   ||  
