GenNb-1   ||  MinChi2: 131090.75660784193   ||  MeanChi2: 131090.75660784193   ||  StdChi2: 0.0   ||  
GenNb-2   ||  MinChi2: 130896.95908394597   ||  MeanChi2: 130896.95908394597   ||  StdChi2: 0.0   ||  
GenNb-3   ||  MinChi2: 127686.4843815175   ||  MeanChi2: 127686.4843815175   ||  StdChi2: 0.0   ||  
GenNb-4   ||  MinChi2: 126116.21083013125   ||  MeanChi2: 126116.21083013125   ||  StdChi2: 0.0   ||  
GenNb-5   ||  MinChi2: 125849.92024157902   ||  MeanChi2: 125849.92024157902   ||  StdChi2: 0.0   ||  
GenNb-6   ||  MinChi2: 125192.76151965983   ||  MeanChi2: 125192.76151965983   ||  StdChi2: 0.0   ||  
GenNb-7   ||  MinChi2: 124970.45122007182   ||  MeanChi2: 124970.45122007182   ||  StdChi2: 0.0   ||  
GenNb-8   ||  MinChi2: 122680.08096958324   ||  MeanChi2: 122680.08096958324   ||  StdChi2: 0.0   ||  
GenNb-9   ||  MinChi2: 122217.18752716116   ||  MeanChi2: 122217.18752716116   ||  StdChi2: 0.0   ||  
GenNb-10   ||  MinChi2: 121776.75279171731   ||  MeanChi2: 121776.75279171731   ||  StdChi2: 0.0   ||  
GenNb-11   ||  MinChi2: 120212.52059018097   ||  MeanChi2: 120212.52059018097   ||  StdChi2: 0.0   ||  
GenNb-12   ||  MinChi2: 118880.5162091827   ||  MeanChi2: 118880.5162091827   ||  StdChi2: 0.0   ||  
GenNb-13   ||  MinChi2: 104573.62309048278   ||  MeanChi2: 104573.62309048278   ||  StdChi2: 0.0   ||  
GenNb-14   ||  MinChi2: 96495.206678741   ||  MeanChi2: 96495.206678741   ||  StdChi2: 0.0   ||  
GenNb-15   ||  MinChi2: 95787.6605814662   ||  MeanChi2: 95787.6605814662   ||  StdChi2: 0.0   ||  
GenNb-16   ||  MinChi2: 91850.88794024503   ||  MeanChi2: 91850.88794024503   ||  StdChi2: 0.0   ||  
GenNb-17   ||  MinChi2: 90585.98399202374   ||  MeanChi2: 90585.98399202374   ||  StdChi2: 0.0   ||  
GenNb-18   ||  MinChi2: 83276.45080780683   ||  MeanChi2: 83276.45080780683   ||  StdChi2: 0.0   ||  
