GenNb-1   ||  MinChi2: 93351.84059166617   ||  MeanChi2: 93351.84059166617   ||  StdChi2: 0.0   ||  
GenNb-2   ||  MinChi2: 93057.66030869263   ||  MeanChi2: 93057.66030869263   ||  StdChi2: 0.0   ||  
GenNb-3   ||  MinChi2: 92957.98828168842   ||  MeanChi2: 92957.98828168842   ||  StdChi2: 0.0   ||  
GenNb-4   ||  MinChi2: 91928.74665998059   ||  MeanChi2: 91928.74665998059   ||  StdChi2: 0.0   ||  
GenNb-5   ||  MinChi2: 91719.6448628273   ||  MeanChi2: 91719.6448628273   ||  StdChi2: 0.0   ||  
GenNb-6   ||  MinChi2: 91520.42060642992   ||  MeanChi2: 91520.42060642992   ||  StdChi2: 0.0   ||  
GenNb-7   ||  MinChi2: 91107.38561846787   ||  MeanChi2: 91107.38561846787   ||  StdChi2: 0.0   ||  
GenNb-8   ||  MinChi2: 90753.1253263877   ||  MeanChi2: 90753.1253263877   ||  StdChi2: 0.0   ||  
GenNb-9   ||  MinChi2: 86850.69346879497   ||  MeanChi2: 86850.69346879497   ||  StdChi2: 0.0   ||  
GenNb-10   ||  MinChi2: 84494.05019274529   ||  MeanChi2: 84494.05019274529   ||  StdChi2: 0.0   ||  
GenNb-11   ||  MinChi2: 84127.016499249   ||  MeanChi2: 84127.016499249   ||  StdChi2: 0.0   ||  
GenNb-12   ||  MinChi2: 82072.18842875931   ||  MeanChi2: 82072.18842875931   ||  StdChi2: 0.0   ||  
GenNb-13   ||  MinChi2: 81403.76000096998   ||  MeanChi2: 81403.76000096998   ||  StdChi2: 0.0   ||  
GenNb-14   ||  MinChi2: 77493.8028672416   ||  MeanChi2: 77493.8028672416   ||  StdChi2: 0.0   ||  
GenNb-15   ||  MinChi2: 77178.06479182413   ||  MeanChi2: 77178.06479182413   ||  StdChi2: 0.0   ||  
GenNb-16   ||  MinChi2: 76627.89565454815   ||  MeanChi2: 76627.89565454815   ||  StdChi2: 0.0   ||  
GenNb-17   ||  MinChi2: 76379.32139060734   ||  MeanChi2: 76379.32139060734   ||  StdChi2: 0.0   ||  
GenNb-18   ||  MinChi2: 75482.34762293026   ||  MeanChi2: 75482.34762293026   ||  StdChi2: 0.0   ||  
GenNb-19   ||  MinChi2: 72368.91376085581   ||  MeanChi2: 72368.91376085581   ||  StdChi2: 0.0   ||  
GenNb-20   ||  MinChi2: 72070.3523599337   ||  MeanChi2: 72070.3523599337   ||  StdChi2: 0.0   ||  
GenNb-21   ||  MinChi2: 71977.93820135988   ||  MeanChi2: 71977.93820135988   ||  StdChi2: 0.0   ||  
GenNb-22   ||  MinChi2: 71569.23013640194   ||  MeanChi2: 71569.23013640194   ||  StdChi2: 0.0   ||  
GenNb-23   ||  MinChi2: 67932.68162014194   ||  MeanChi2: 67932.68162014194   ||  StdChi2: 0.0   ||  
GenNb-24   ||  MinChi2: 67008.11101617785   ||  MeanChi2: 67008.11101617785   ||  StdChi2: 0.0   ||  
GenNb-25   ||  MinChi2: 66914.2161793191   ||  MeanChi2: 66914.2161793191   ||  StdChi2: 0.0   ||  
GenNb-26   ||  MinChi2: 66208.6358048294   ||  MeanChi2: 66208.6358048294   ||  StdChi2: 0.0   ||  
GenNb-27   ||  MinChi2: 65356.36727019403   ||  MeanChi2: 65356.36727019403   ||  StdChi2: 0.0   ||  
GenNb-28   ||  MinChi2: 65295.281814477836   ||  MeanChi2: 65295.281814477836   ||  StdChi2: 0.0   ||  
GenNb-29   ||  MinChi2: 63031.12294538164   ||  MeanChi2: 63031.12294538164   ||  StdChi2: 0.0   ||  
GenNb-30   ||  MinChi2: 60138.268468836824   ||  MeanChi2: 60138.268468836824   ||  StdChi2: 0.0   ||  
GenNb-31   ||  MinChi2: 59280.24344818238   ||  MeanChi2: 59280.24344818238   ||  StdChi2: 0.0   ||  
GenNb-32   ||  MinChi2: 58380.43818560295   ||  MeanChi2: 58380.43818560295   ||  StdChi2: 0.0   ||  
GenNb-33   ||  MinChi2: 57588.978342838025   ||  MeanChi2: 57588.978342838025   ||  StdChi2: 0.0   ||  
GenNb-34   ||  MinChi2: 57521.9102698468   ||  MeanChi2: 57521.9102698468   ||  StdChi2: 0.0   ||  
GenNb-35   ||  MinChi2: 57425.79359386228   ||  MeanChi2: 57425.79359386228   ||  StdChi2: 0.0   ||  
GenNb-36   ||  MinChi2: 56826.74894248444   ||  MeanChi2: 56826.74894248444   ||  StdChi2: 0.0   ||  
GenNb-37   ||  MinChi2: 56513.04734141238   ||  MeanChi2: 56513.04734141238   ||  StdChi2: 0.0   ||  
GenNb-38   ||  MinChi2: 55894.23174853619   ||  MeanChi2: 55894.23174853619   ||  StdChi2: 0.0   ||  
GenNb-39   ||  MinChi2: 53772.49308572312   ||  MeanChi2: 53772.49308572312   ||  StdChi2: 0.0   ||  
GenNb-40   ||  MinChi2: 52622.28550501609   ||  MeanChi2: 52622.28550501609   ||  StdChi2: 0.0   ||  
GenNb-41   ||  MinChi2: 50627.4808984251   ||  MeanChi2: 50627.4808984251   ||  StdChi2: 0.0   ||  
GenNb-42   ||  MinChi2: 50066.096292424074   ||  MeanChi2: 50066.096292424074   ||  StdChi2: 0.0   ||  
GenNb-43   ||  MinChi2: 49323.586830796216   ||  MeanChi2: 49323.586830796216   ||  StdChi2: 0.0   ||  
GenNb-44   ||  MinChi2: 47454.4057618469   ||  MeanChi2: 47454.4057618469   ||  StdChi2: 0.0   ||  
GenNb-45   ||  MinChi2: 46017.14214280086   ||  MeanChi2: 46017.14214280086   ||  StdChi2: 0.0   ||  
GenNb-46   ||  MinChi2: 45298.28516301145   ||  MeanChi2: 45298.28516301145   ||  StdChi2: 0.0   ||  
GenNb-47   ||  MinChi2: 44210.81689807035   ||  MeanChi2: 44210.81689807035   ||  StdChi2: 0.0   ||  
GenNb-48   ||  MinChi2: 44064.31063490135   ||  MeanChi2: 44064.31063490135   ||  StdChi2: 0.0   ||  
