GenNb-1   ||  MinChi2: 140571.9961609507   ||  MeanChi2: 140571.9961609507   ||  StdChi2: 0.0   ||  
GenNb-61   ||  MinChi2: 28194.489739051747   ||  MeanChi2: 28194.489739051747   ||  StdChi2: 0.0   ||  
GenNb-62   ||  MinChi2: 28113.805542670474   ||  MeanChi2: 28113.805542670474   ||  StdChi2: 0.0   ||  
GenNb-63   ||  MinChi2: 27418.745677755087   ||  MeanChi2: 27418.745677755087   ||  StdChi2: 0.0   ||  
GenNb-64   ||  MinChi2: 26985.78310003619   ||  MeanChi2: 26985.78310003619   ||  StdChi2: 0.0   ||  
GenNb-65   ||  MinChi2: 26378.46384681515   ||  MeanChi2: 26378.46384681515   ||  StdChi2: 0.0   ||  
GenNb-66   ||  MinChi2: 23182.495661650435   ||  MeanChi2: 23182.495661650435   ||  StdChi2: 0.0   ||  
GenNb-67   ||  MinChi2: 23092.937366528065   ||  MeanChi2: 23092.937366528065   ||  StdChi2: 0.0   ||  
GenNb-68   ||  MinChi2: 23023.285643782885   ||  MeanChi2: 23023.285643782885   ||  StdChi2: 0.0   ||  
GenNb-69   ||  MinChi2: 22707.467638600487   ||  MeanChi2: 22707.467638600487   ||  StdChi2: 0.0   ||  
GenNb-70   ||  MinChi2: 21246.50995285264   ||  MeanChi2: 21246.50995285264   ||  StdChi2: 0.0   ||  
GenNb-71   ||  MinChi2: 21245.40390954426   ||  MeanChi2: 21245.40390954426   ||  StdChi2: 0.0   ||  
GenNb-72   ||  MinChi2: 19475.16719293821   ||  MeanChi2: 19475.16719293821   ||  StdChi2: 0.0   ||  
GenNb-73   ||  MinChi2: 18843.719189693482   ||  MeanChi2: 18843.719189693482   ||  StdChi2: 0.0   ||  
GenNb-74   ||  MinChi2: 18322.243968302744   ||  MeanChi2: 18322.243968302744   ||  StdChi2: 0.0   ||  
GenNb-75   ||  MinChi2: 18024.69400684932   ||  MeanChi2: 18024.69400684932   ||  StdChi2: 0.0   ||  
GenNb-76   ||  MinChi2: 17322.541362085096   ||  MeanChi2: 17322.541362085096   ||  StdChi2: 0.0   ||  
GenNb-77   ||  MinChi2: 17233.22474950681   ||  MeanChi2: 17233.22474950681   ||  StdChi2: 0.0   ||  
GenNb-78   ||  MinChi2: 16747.39181652595   ||  MeanChi2: 16747.39181652595   ||  StdChi2: 0.0   ||  
GenNb-79   ||  MinChi2: 16258.248756011195   ||  MeanChi2: 16258.248756011195   ||  StdChi2: 0.0   ||  
GenNb-80   ||  MinChi2: 16178.881185362477   ||  MeanChi2: 16178.881185362477   ||  StdChi2: 0.0   ||  
GenNb-81   ||  MinChi2: 15861.247605556724   ||  MeanChi2: 15861.247605556724   ||  StdChi2: 0.0   ||  
GenNb-82   ||  MinChi2: 15602.915824038448   ||  MeanChi2: 15602.915824038448   ||  StdChi2: 0.0   ||  
GenNb-83   ||  MinChi2: 15564.95161997138   ||  MeanChi2: 15564.95161997138   ||  StdChi2: 0.0   ||  
GenNb-84   ||  MinChi2: 15310.572485515631   ||  MeanChi2: 15310.572485515631   ||  StdChi2: 0.0   ||  
GenNb-85   ||  MinChi2: 15155.704440453004   ||  MeanChi2: 15155.704440453004   ||  StdChi2: 0.0   ||  
GenNb-86   ||  MinChi2: 14331.15401914495   ||  MeanChi2: 14331.15401914495   ||  StdChi2: 0.0   ||  
GenNb-87   ||  MinChi2: 13527.268584823922   ||  MeanChi2: 13527.268584823922   ||  StdChi2: 0.0   ||  
GenNb-88   ||  MinChi2: 13334.07497662292   ||  MeanChi2: 13334.07497662292   ||  StdChi2: 0.0   ||  
GenNb-89   ||  MinChi2: 12521.418259182461   ||  MeanChi2: 12521.418259182461   ||  StdChi2: 0.0   ||  
GenNb-90   ||  MinChi2: 12446.708682917084   ||  MeanChi2: 12446.708682917084   ||  StdChi2: 0.0   ||  
GenNb-91   ||  MinChi2: 12134.582973961982   ||  MeanChi2: 12134.582973961982   ||  StdChi2: 0.0   ||  
GenNb-92   ||  MinChi2: 11820.805952137607   ||  MeanChi2: 11820.805952137607   ||  StdChi2: 0.0   ||  
GenNb-93   ||  MinChi2: 11708.712975311035   ||  MeanChi2: 11708.712975311035   ||  StdChi2: 0.0   ||  
GenNb-94   ||  MinChi2: 11497.780150825207   ||  MeanChi2: 11497.780150825207   ||  StdChi2: 0.0   ||  
GenNb-95   ||  MinChi2: 11433.997347663306   ||  MeanChi2: 11433.997347663306   ||  StdChi2: 0.0   ||  
GenNb-96   ||  MinChi2: 10640.043754424467   ||  MeanChi2: 10640.043754424467   ||  StdChi2: 0.0   ||  
GenNb-97   ||  MinChi2: 10178.537326310223   ||  MeanChi2: 10178.537326310223   ||  StdChi2: 0.0   ||  
GenNb-98   ||  MinChi2: 10037.977090937364   ||  MeanChi2: 10037.977090937364   ||  StdChi2: 0.0   ||  
GenNb-99   ||  MinChi2: 9280.333411077405   ||  MeanChi2: 9280.333411077405   ||  StdChi2: 0.0   ||  
GenNb-100   ||  MinChi2: 9264.740373114917   ||  MeanChi2: 9264.740373114917   ||  StdChi2: 0.0   ||  
GenNb-101   ||  MinChi2: 9121.973196254825   ||  MeanChi2: 9121.973196254825   ||  StdChi2: 0.0   ||  
GenNb-102   ||  MinChi2: 8958.877514073833   ||  MeanChi2: 8958.877514073833   ||  StdChi2: 0.0   ||  
GenNb-103   ||  MinChi2: 8659.143931112341   ||  MeanChi2: 8659.143931112341   ||  StdChi2: 0.0   ||  
GenNb-104   ||  MinChi2: 8029.280600498828   ||  MeanChi2: 8029.280600498828   ||  StdChi2: 0.0   ||  
GenNb-105   ||  MinChi2: 8015.44427614699   ||  MeanChi2: 8015.44427614699   ||  StdChi2: 0.0   ||  
GenNb-106   ||  MinChi2: 7887.758937287871   ||  MeanChi2: 7887.758937287871   ||  StdChi2: 0.0   ||  
GenNb-107   ||  MinChi2: 7740.549762074738   ||  MeanChi2: 7740.549762074738   ||  StdChi2: 0.0   ||  
GenNb-108   ||  MinChi2: 7677.8848278617015   ||  MeanChi2: 7677.8848278617015   ||  StdChi2: 0.0   ||  
GenNb-109   ||  MinChi2: 7596.150698712647   ||  MeanChi2: 7596.150698712647   ||  StdChi2: 0.0   ||  
GenNb-110   ||  MinChi2: 7435.363356389885   ||  MeanChi2: 7435.363356389885   ||  StdChi2: 0.0   ||  
GenNb-111   ||  MinChi2: 7254.693632063922   ||  MeanChi2: 7254.693632063922   ||  StdChi2: 0.0   ||  
GenNb-112   ||  MinChi2: 6864.3899060663225   ||  MeanChi2: 6864.3899060663225   ||  StdChi2: 0.0   ||  
GenNb-113   ||  MinChi2: 6835.861337560783   ||  MeanChi2: 6835.861337560783   ||  StdChi2: 0.0   ||  
GenNb-114   ||  MinChi2: 6834.802476751627   ||  MeanChi2: 6834.802476751627   ||  StdChi2: 0.0   ||  
GenNb-115   ||  MinChi2: 6777.824016747684   ||  MeanChi2: 6777.824016747684   ||  StdChi2: 0.0   ||  
GenNb-116   ||  MinChi2: 6393.971781135442   ||  MeanChi2: 6393.971781135442   ||  StdChi2: 0.0   ||  
GenNb-117   ||  MinChi2: 5797.199510352136   ||  MeanChi2: 5797.199510352136   ||  StdChi2: 0.0   ||  
GenNb-118   ||  MinChi2: 5642.032669655033   ||  MeanChi2: 5642.032669655033   ||  StdChi2: 0.0   ||  
GenNb-119   ||  MinChi2: 5552.816981907385   ||  MeanChi2: 5552.816981907385   ||  StdChi2: 0.0   ||  
GenNb-120   ||  MinChi2: 5270.830094149446   ||  MeanChi2: 5270.830094149446   ||  StdChi2: 0.0   ||  
GenNb-121   ||  MinChi2: 4938.313562251938   ||  MeanChi2: 4938.313562251938   ||  StdChi2: 0.0   ||  
GenNb-122   ||  MinChi2: 4814.932400019163   ||  MeanChi2: 4814.932400019163   ||  StdChi2: 0.0   ||  
GenNb-123   ||  MinChi2: 4807.329225881584   ||  MeanChi2: 4807.329225881584   ||  StdChi2: 0.0   ||  
GenNb-124   ||  MinChi2: 4434.937687422348   ||  MeanChi2: 4434.937687422348   ||  StdChi2: 0.0   ||  
GenNb-125   ||  MinChi2: 4422.180440939554   ||  MeanChi2: 4422.180440939554   ||  StdChi2: 0.0   ||  
GenNb-126   ||  MinChi2: 4101.3325100720895   ||  MeanChi2: 4101.3325100720895   ||  StdChi2: 0.0   ||  
GenNb-127   ||  MinChi2: 3914.588610758211   ||  MeanChi2: 3914.588610758211   ||  StdChi2: 0.0   ||  
GenNb-128   ||  MinChi2: 3257.372465485713   ||  MeanChi2: 3257.372465485713   ||  StdChi2: 0.0   ||  
GenNb-129   ||  MinChi2: 3151.8384471734275   ||  MeanChi2: 3151.8384471734275   ||  StdChi2: 0.0   ||  
GenNb-130   ||  MinChi2: 2413.8452810503677   ||  MeanChi2: 2413.8452810503677   ||  StdChi2: 0.0   ||  
GenNb-131   ||  MinChi2: 2393.629154563368   ||  MeanChi2: 2393.629154563368   ||  StdChi2: 0.0   ||  
GenNb-132   ||  MinChi2: 2161.4098471333223   ||  MeanChi2: 2161.4098471333223   ||  StdChi2: 0.0   ||  
GenNb-133   ||  MinChi2: 1894.8543273495484   ||  MeanChi2: 1894.8543273495484   ||  StdChi2: 0.0   ||  
GenNb-134   ||  MinChi2: 1849.9519913674367   ||  MeanChi2: 1849.9519913674367   ||  StdChi2: 0.0   ||  
GenNb-135   ||  MinChi2: 1849.4324167763975   ||  MeanChi2: 1849.4324167763975   ||  StdChi2: 0.0   ||  
GenNb-136   ||  MinChi2: 1834.0589963098073   ||  MeanChi2: 1834.0589963098073   ||  StdChi2: 0.0   ||  
GenNb-137   ||  MinChi2: 1774.953430286661   ||  MeanChi2: 1774.953430286661   ||  StdChi2: 0.0   ||  
GenNb-138   ||  MinChi2: 1770.4039259651304   ||  MeanChi2: 1770.4039259651304   ||  StdChi2: 0.0   ||  
GenNb-139   ||  MinChi2: 1738.5202046907752   ||  MeanChi2: 1738.5202046907752   ||  StdChi2: 0.0   ||  
GenNb-140   ||  MinChi2: 1650.466546373377   ||  MeanChi2: 1650.466546373377   ||  StdChi2: 0.0   ||  
GenNb-141   ||  MinChi2: 1632.595997503778   ||  MeanChi2: 1632.595997503778   ||  StdChi2: 0.0   ||  
GenNb-142   ||  MinChi2: 1593.0584823194552   ||  MeanChi2: 1593.0584823194552   ||  StdChi2: 0.0   ||  
GenNb-143   ||  MinChi2: 1543.9018575897621   ||  MeanChi2: 1543.9018575897621   ||  StdChi2: 0.0   ||  
GenNb-144   ||  MinChi2: 1507.1051557649548   ||  MeanChi2: 1507.1051557649548   ||  StdChi2: 0.0   ||  
GenNb-145   ||  MinChi2: 1503.5081573960167   ||  MeanChi2: 1503.5081573960167   ||  StdChi2: 0.0   ||  
GenNb-146   ||  MinChi2: 1435.2358952415848   ||  MeanChi2: 1435.2358952415848   ||  StdChi2: 0.0   ||  
GenNb-147   ||  MinChi2: 1392.924449967942   ||  MeanChi2: 1392.924449967942   ||  StdChi2: 0.0   ||  
GenNb-148   ||  MinChi2: 1280.8842947389874   ||  MeanChi2: 1280.8842947389874   ||  StdChi2: 0.0   ||  
GenNb-149   ||  MinChi2: 1112.826327055144   ||  MeanChi2: 1112.826327055144   ||  StdChi2: 0.0   ||  
GenNb-150   ||  MinChi2: 1002.853198938288   ||  MeanChi2: 1002.853198938288   ||  StdChi2: 0.0   ||  
GenNb-151   ||  MinChi2: 894.5698976886105   ||  MeanChi2: 894.5698976886105   ||  StdChi2: 0.0   ||  
