GenNb-1   ||  MinChi2: 19784.482785282464   ||  MeanChi2: 190336.2874761041   ||  StdChi2: 160215.80569608096   ||  
GenNb-2   ||  MinChi2: 1445.236488882893   ||  MeanChi2: 157031.4045786333   ||  StdChi2: 164191.00971841626   ||  
GenNb-3   ||  MinChi2: 1445.236488882893   ||  MeanChi2: 151572.91430412742   ||  StdChi2: 167206.78266007267   ||  
GenNb-4   ||  MinChi2: 1445.236488882893   ||  MeanChi2: 116811.91263052296   ||  StdChi2: 161931.1732469429   ||  
GenNb-5   ||  MinChi2: 1445.236488882893   ||  MeanChi2: 115937.04674532074   ||  StdChi2: 162500.05888138947   ||  
GenNb-6   ||  MinChi2: 782.6073028027888   ||  MeanChi2: 82795.26452626848   ||  StdChi2: 112754.24342945241   ||  
GenNb-7   ||  MinChi2: 782.6073028027888   ||  MeanChi2: 77249.16327688619   ||  StdChi2: 112659.9580058548   ||  
GenNb-8   ||  MinChi2: 348.34680618133   ||  MeanChi2: 31935.36186428242   ||  StdChi2: 35805.03209959327   ||  
GenNb-9   ||  MinChi2: 84.77781045444542   ||  MeanChi2: 22113.481020001334   ||  StdChi2: 30669.99840887502   ||  
GenNb-10   ||  MinChi2: 84.77781045444542   ||  MeanChi2: 21766.648488029714   ||  StdChi2: 30896.43709287031   ||  
GenNb-11   ||  MinChi2: 84.77781045444542   ||  MeanChi2: 15663.796882686676   ||  StdChi2: 27320.436665717527   ||  
GenNb-12   ||  MinChi2: 84.77781045444542   ||  MeanChi2: 11781.04869227066   ||  StdChi2: 25487.021429887503   ||  
GenNb-13   ||  MinChi2: 84.77781045444542   ||  MeanChi2: 11538.213869713203   ||  StdChi2: 25584.12910213117   ||  
GenNb-14   ||  MinChi2: 62.94123935132874   ||  MeanChi2: 8415.754305011631   ||  StdChi2: 24250.838076180626   ||  
GenNb-15   ||  MinChi2: 7.696123508422634   ||  MeanChi2: 7727.610453554588   ||  StdChi2: 24367.251096407956   ||  
