GenNb-1   ||  MinChi2: 287.60018771843494   ||  MeanChi2: 139167.4859534922   ||  StdChi2: 105123.78828417533   ||  
GenNb-2   ||  MinChi2: 287.60018771843494   ||  MeanChi2: 71418.87364048955   ||  StdChi2: 47475.86907681207   ||  
GenNb-3   ||  MinChi2: 287.60018771843494   ||  MeanChi2: 53131.735231916246   ||  StdChi2: 43398.213685167495   ||  
GenNb-4   ||  MinChi2: 287.60018771843494   ||  MeanChi2: 32159.694623526535   ||  StdChi2: 30464.0338284626   ||  
GenNb-5   ||  MinChi2: 287.60018771843494   ||  MeanChi2: 27729.45416232606   ||  StdChi2: 26171.860839369194   ||  
GenNb-6   ||  MinChi2: 132.03105933859462   ||  MeanChi2: 20297.041927157232   ||  StdChi2: 22297.96079668653   ||  
GenNb-7   ||  MinChi2: 48.679279360018064   ||  MeanChi2: 10722.400212073413   ||  StdChi2: 11710.36444110864   ||  
GenNb-8   ||  MinChi2: 48.679279360018064   ||  MeanChi2: 7018.180025828432   ||  StdChi2: 9901.923995596775   ||  
GenNb-9   ||  MinChi2: 48.679279360018064   ||  MeanChi2: 2334.219693416287   ||  StdChi2: 3024.168986247838   ||  
GenNb-10   ||  MinChi2: 48.679279360018064   ||  MeanChi2: 1581.8691099182354   ||  StdChi2: 2401.682064862467   ||  
GenNb-11   ||  MinChi2: 1.5706949539138888   ||  MeanChi2: 711.8867782874358   ||  StdChi2: 798.9707809515456   ||  
