GenNb-1   ||  MinChi2: 1554840.7355839873   ||  MeanChi2: 28873936355.08489   ||  StdChi2: 32777259716.205257   ||  
GenNb-3   ||  MinChi2: 1554840.7355839873   ||  MeanChi2: 19093470669.548862   ||  StdChi2: 25131127355.289394   ||  
